1356900350083; AGLUCOSE; AGLUCOSE; NOT FOUND; 100 MG COM CT 3 BL AL PVDC LEIT X 10; EMS
1023508190023; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 80 MG/ML + 11.4 MG/ML PO P/ SUS OR CT FR PLAS OPC X 70 ML + SER DOSAD + CP MED; EMS
1023505320015; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 12; EMS
1023505320023; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 18; EMS
1023505320031; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 30 (EMB FRAC); EMS
1023508450165; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/ AL X 12; EMS
1023508450173; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/ AL X 14; EMS
1356903950146; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/AL X 12; EMS
1356903950154; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/AL X 14; EMS
1023504310075; AMPICILINA; AMPICILINA; AMPICILINA; INJ 0.5G 50 FR; EMS
1023504310091; AMPICILINA; AMPICILINA; AMPICILINA; INJ 1G 50 FR; EMS
1023504310040; AMPICILINA; AMPICILINA; AMPICILINA; 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML; EMS
1023504310059; AMPICILINA; AMPICILINA; AMPICILINA; 50 MG/ML PO P/ SUS OR CT FR VD AMB X 150 ML; EMS
1023504310024; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT STR X 12; EMS
1023504310016; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT STR X 6; EMS
1023500090120; AMPICILINA; AMPICILINA; AMPICILINA; 500MG 2 BL X 12 COMP; EMS
1023504310172; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT BL AL PLAS INC X 48 (EMB FRAC); EMS
1023500090178; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG X 24 COMP; EMS
1023505890024; ATENEGRAN; ATENEGRAN; NOT FOUND; 25MG 2 BL X 14 COMP; EMS
1023505890067; ATENEGRAN; ATENEGRAN; NOT FOUND; 50MG 2 BLT C/ 14 COMP; EMS
1023505890105; ATENEGRAN; ATENEGRAN; NOT FOUND; 100MG 2 BLT C/ 14 COMP; EMS
1023504580013; ATENOLOL; ATENOLOL; ATENOLOL; 100MG 2 BL X 14 COMP; EMS
1023504580099; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30; EMS
1023504580048; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 60; EMS
1023504580031; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 30; EMS
1023504580021; ATENOLOL; ATENOLOL; ATENOLOL; 50MG 2 BL X 14 COMP; EMS
1023504580064; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; EMS
1023504580102; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 60; EMS
1023504580072; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 60; EMS
1023504580366; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1023504580341; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1023504580358; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1356903120021; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 30; EMS
1356903120054; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; EMS
1356903120089; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30; EMS
1023506390051; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30 ; EMS
1023506390017; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; EMS
1023506390084; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X  90 (EMB FRAC); EMS
1023506390076; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
1356903420041; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; EMS
1356903420244; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30; EMS
1023509950021; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 30; EMS
1023509950048; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 60; EMS
1023509950102; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 60; EMS
1023509950145; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 30; EMS
1023509950161; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 60; EMS
1023509950201; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL AL X 30; EMS
1023509950080; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 30; EMS
1023504170044; AZIMAX; AZIMAX; NOT FOUND; SUSP ORAL PED 900MG PO+DIL; EMS
1023504190037; AZITROGRAN; AZITROGRAN; NOT FOUND; SUSP ORAL 600MG PO+DIL; EMS
1023505600026; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 15 ML + FR PLAS DIL X 9 ML + SER PLAS; EMS
1023505600018; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 22.5 ML + FR PLAS DIL X 12 ML + SER PLAS; EMS
1023504190010; AZITROGRAN; AZITROGRAN; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEITOSO  X 3; EMS
1023505220010; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2 ; EMS
1023505220029; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; EMS
1023507970254; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC); EMS
1023505220061; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS OPC X 30 (EMB FRAC); EMS
1356903640015; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 1; EMS
1023507970017; AZITROMICINA DIIDRATADA; AZITROMICINA DIIDRATADA; NOT FOUND; 1000 MG COM REV CT BL AL PLAS LEIT X 1; EMS
1356900110147; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 900 MG; EMS
1356900110155; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 1500 MG; EMS
1356900110058; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 1500 MG + FLAC X 20 ML; EMS
1356900110041; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 900 MG + FLAC X 12 ML; EMS
1356900110120; AZI; AZI; NOT FOUND; 600 MG PO SUS OR CT FR PLAS OPC X DIL; EMS
1356900110031; AZI; AZI; NOT FOUND; 1000 MG COM CT BL AL PLAS INC X 1; EMS
1356900110023; AZI; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
1356900110163; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 5; EMS
1356900110228; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; EMS
1356901570060; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 30; EMS
1356901570036; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 30; EMS
1356901570095; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); EMS
1356901570079; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); EMS
1356901570168; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS LARANJA X 30; EMS
1356901570133; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS LARANJA X 30; EMS
1023500060116; AFEBRIN; AFEBRIN; NOT FOUND; GTS FR X 15ML; EMS
1023500060018; AFEBRIN; AFEBRIN; NOT FOUND; XPE FR X 60ML; EMS
1023500060124; AFEBRIN; AFEBRIN; NOT FOUND; 5STP X 4 COMP; EMS
1023503630017; AMIODEX; AMIODEX; NOT FOUND; 200MG 2 BL X 10 COMP; EMS
1356900300019; AGRYLIN; AGRYLIN; NOT FOUND; 0.5 MG CAP GEL DURA CT FR PLAS OPC X 100; EMS
1356900020016; AZELAST; AZELAST; NOT FOUND; 1 MG/ML SOL NAS CT FR VD AMB NEB X 10 ML; EMS
1023503280016; APEVITIN; APEVITIN; NOT FOUND; XPE CT FR VD AMB X 240 ML + DOSEADOR; EMS
1356901590010; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G  CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
1356901590029; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G CREM VAG CT  BG AL X 40 G + 7 APLIC ; EMS
1356901590126; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
1356901590037; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT 2 BL AL PLAS INC X 8; EMS
1025306370016; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 120 MG COM REV CT BL AL/AL X 10; EMS
1025306370032; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 180 MG COM REV CT BL AL/AL X 10; EMS
1025306370064; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 60 MG + 120 MG COM REVE CT BL AL/AL X 10 (D); EMS
1023501360120; ANTIEMET; ANTIEMET; NOT FOUND; 5MG/ML 100AMP X 2ML; EMS
1356906150027; AGLITIL; AGLITIL; NOT FOUND; 15 MG COM CT FR PLAS OPC X 15; EMS
1356906150094; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 15; EMS
1356906150116; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 30; EMS
1356906150167; AGLITIL; AGLITIL; NOT FOUND; 45 MG COM CT FR PLAS OPC X 15; EMS
SI/NC; ANSIALEN; ANSIALEN; NOT FOUND; INJ 100 AMP X1ML; EMS
SI/NC; ANSIALEN; ANSIALEN; NOT FOUND; INJ 6 AMP X 1ML; EMS
1023501690063; ADEDERME; ADEDERME; NOT FOUND; 5000 UI + 900 UI + 150 MG POM DERM CT BG AL X 45 G; EMS
1023501690047; ADEDERME; ADEDERME; NOT FOUND; 5.000 UI + 900 UI + 150 G POM DERM CT TB AL X 45 G; EMS
1023502050011; ALKAGEL; ALKAGEL; NOT FOUND; SUSP FR X 240ML; EMS
1023502820024; ANALGIN; ANALGIN; NOT FOUND; 2 BL X 10 DRG; EMS
1356901600016; ALEXA; ALEXA; NOT FOUND; 0.06 MG + 0.015 MG COM REV CT BL AL PVDC LEIT X 24 ; EMS
1023505260012; ACET.FLU.+SUL.NEO.+POL.B+LID HCL; ACET FLU SUL NEO POL B LID HCL; NOT FOUND; FR X 5ML; EMS
1023506500017; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; POM BISN X 30G; EMS
1023506510012; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; CR BISN X 30G; EMS
1356902580019; ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA; ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA; NOT FOUND; 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G POM DERM CT BG AL X 30 G; EMS
1356902650025; ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA; ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA; NOT FOUND; 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G CREM DERM CT BG AL X 30 G; EMS
