AC DEXAMETASONA, ACETATO DEXAMETASONA,
AMPICILINA, AMPICILINA,
AMPICILINA SODICA, AMPICILINA SODICA,
ANASTROZOL, ANASTROZOL,
ANFORICIN B, ANFOTERICINA B,
ANGIO II, ANGIOTENSINA II,
ATENOLOL, ATENOLOL,
ATORVASTATINA, ATORVASTATINA,
ATORVASTATINA CALCICA, ATORVASTATINA CALCICA,
ATROPINA, ATROPINA,
AXETILCEFUROXIMA, AXETILCEFUROXIMA,
AZITROMICINA, AZITROMICINA,
AZITROMICINA DIIDRATADA, AZITROMICINA DI-HIDRATADA,
AZTREONAM, AZTREONAM,
B VIT, BROMIDRATO VORTIOXETINA,
BENZNIDAZOL, BENZNIDAZOL,
BENZOATO BENZILA, BENZOATO BENZILA,
BENZOILMETRONIDAZOL, BENZOILMETRONIDAZOL,
BES ANLODIPINO, BESILATO ANLODIPINO,
BESILATO ANLODIPINO, BESILATO ANLODIPINO,
BESILATO ATRACURIO, BESILATO CISATRACURIO,
BETAMETASONA, BETAMETASONA,
BEZAFIBRATO, BEZAFIBRATO,
BICALUTAMIDA, BICALUTAMIDA,
BICARB SODIO, BICARBONATO SODIO,
BICARBONATO SODIO, BICARBONATO SODIO,
BIMATOPROSTA, BIMATOPROSTA,
BIO C, BETAMESILATO DI-HIDROERGOCRIPTINA,
BIO E, BETAMESILATO DI-HIDROERGOCRIPTINA,
BISSULFATO CLOPIDOGREL, BISSULFATO CLOPIDOGREL,
BROM PINAVERIO, BROMETO PINAVERIO,
BROMAZEPAM, BROMAZEPAM,
BROMETO IPRATRO, BROMETO IPRATROPIO,
BROMETO IPRATROPIO, BROMETO IPRATROPIO,
BROMETO PANCURONIO, BROMETO PANCURONIO,
BROMETO ROCURONIO, BROMETO ROCURONIO,
BROMIDRATO CITALOPRAM, BROMIDRATO CITALOPRAM,
BROMIDRATO FENOTEROL, BROMIDRATO FENOTEROL,
BROMOPRIDA, BROMOPRIDA,
BUTILB ESCOPOLA, BUTILBROMETO ESCOPOLAMINA,
BUTILBROMETO ESCOPOLAMINA, BUTILBROMETO ESCOPOLAMINA,
CANDESARTA CILE, CANDESARTANA CILEXETILA,
CANDESARTANA CILEXETILA, CANDESARTANA CILEXETILA,
CANFORA, CANFORA,
CAPTOPRIL, CAPTOPRIL,
CARBAMAZEPINA, CARBAMAZEPINA,
CARBOCISTEINA, CARBOCISTEINA,
CARBONATO CALCIO, CARBONATO CALCIO,
CARBOPLATINA, CARBOPLATINA,
CARVEDILOL, CARVEDILOL,
CEFACLOR, CEFACLOR,
CEFACLOR MONOIDRATADO, CEFACLOR MONOIDRATADO,
CEFADROXILA, CEFADROXILA,
CEFALEXINA, CEFALEXINA,
CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA,
CEFALOTINA, CEFALOTINA,
CEFALOTINA SODICA, CEFALOTINA SODICA,
CEFAZOLINA SODICA, CEFAZOLINA SODICA,
CEFOTAXIMA, CEFOTAXIMA,
CEFOTAXIMA SODICA, CEFOTAXIMA SODICA,
CEFOXITINA SODICA, CEFOXITINA SODICA,
CEFTAZIDIMA, CEFTAZIDIMA,
CEFTAZIDIMA PENTAIDRATADA, CEFTAZIDIMA PENTAIDRATADA,
CEFTRIAXONA, CEFTRIAXONA,
CEFTRIAXONA DISSODICA, CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA,
CEFTRIAXONA SOD, CEFTRIAXONA SODICA,
CEFTRIAXONA SODICA, CEFTRIAXONA SODICA,
CEFUROXIMA, CEFUROXIMA,
CEFUROXIMA SODICA, CEFUROXIMA SODICA,
CETOCONAZOL, CETOCONAZOL,
CETOPROFENO, CETOPROFENO,
CICLOFOSFAMIDA, CICLOFOSFAMIDA,
CICLOPIROX OLAM, CICLOPIROX OLAMINA,
CICLOPIROX OLAMINA, CICLOPIROX OLAMINA,
CICLOSPORINA, CICLOSPORINA,
CILOSTAZOL, CILOSTAZOL,
CIMETIDINA, CIMETIDINA,
CINARIZINA, CINARIZINA,
CIPROFIBRATO, CIPROFIBRATO,
CIPROFLOXACINO, CIPROFLOXACINO,
CISPLATINA, CISPLATINA,
CIT SILDENAFILA, CITRATO SILDENAFILA,
CITALOPRAM, CITALOPRAM,
CITARABINA, CITARABINA,
CITR TAMOXIFENO, CITRATO TAMOXIFENO,
CITRATO FENTANILA, CITRATO FENTANILA,
CITRATO SIDENAFILA, CITRATO SILDENAFILA,
CITRATO SILDENAFILA, CITRATO SILDENAFILA,
CITRATO TAMOXIFENO, CITRATO TAMOXIFENO,
CLARITROMICINA, CLARITROMICINA,
CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA,
CLO CLINDAMICIN, CLORIDRATO CLINDAMICINA MONOIDRATADO,
CLO DORZOLAMIDA, CLORIDRATO DORZOLAMIDA,
CLO DOXICICLINA, CLORIDRATO DOXICICLINA,
CLO LINCOMICINA, CLORIDRATO LINCOMICINA,
CLO OXIBUTININA, CLORIDRATO OXIBUTININA,
CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA,
CLO PROMETAZINA, CLORIDRATO PROMETAZINA,
CLO PROPRANOLOL, CLORIDRATO PROPRANOLOL,
CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO,
CLO TERBINAFINA, CLORIDRATO TERBINAFINA,
CLO TICLOPIDINA, CLORIDRATO TICLOPIDINA,
CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA,
CLONAZEPAM, CLONAZEPAM,
CLOPIDOGREL, CLOPIDOGREL,
CLOR AMBROXOL, CLORIDRATO AMBROXOL,
CLOR AMIODARONA, CLORIDRATO AMIODARONA,
CLOR AMITRIPTIL, CLORIDRATO AMITRIPTILINA,
CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA,
CLOR AZELASTINA, CLORIDRATO AZELASTINA,
CLOR BETAXOLOL, CLORIDRATO BETAXOLOL,
CLOR BROMEXINA, CLORIDRATO BROMEXINA,
CLOR BUPROPIONA, CLORIDRATO BUPROPIONA,
CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA,
CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO,
CLOR CLOBUTINOL, CLORIDRATO CLOBUTINOL,
CLOR CLOMIPRAMI, CLORIDRATO CLOMIPRAMINA,
CLOR DILTIAZEM, CLORIDRATO DILTIAZEM,
CLOR DOBUTAMINA, CLORIDRATO DOBUTAMINA,
CLOR DOPAMINA, CLORIDRATO DOPAMINA,
CLOR DOXICICLINA, CLORIDRATO DOXICICLINA,
CLOR DULOXETINA, CLORIDRATO DULOXETINA,
CLOR FENOXAZOLI, CLORIDRATO FENOXAZOLINA,
CLOR FEXOFENADI, CLORIDRATO FEXOFENADINA,
CLOR FLUOXETINA, CLORIDRATO FLUOXETINA,
CLOR LIDOCAINA, CLORIDRATO LIDOCAINA,
CLOR LINCOMICINA, CLORIDRATO LINCOMICINA,
CLOR METFORMINA, CLORIDRATO METFORMINA,
CLOR METOCLOP, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO,
CLOR METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO,
CLOR MOXIFLOXA, CLORIDRATO MOXIFLOXACINO,
CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA,
CLOR NARATRIPTA, CLORIDRATO NARATRIPTANA,
CLOR NORTRIPTIL, CLORIDRATO NORTRIPTILINA,
CLOR ONDANSETRO, CLORIDRATO ONDANSETRONA,
CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA,
CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO,
CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL,
CLOR RANITIDINA, CLORIDRATO RANITIDINA,
CLOR RANTIDINA, CLORIDRATO RANITIDINA,
CLOR SERTRALINA, CLORIDRATO SERTRALINA,
CLOR SOTALOL, CLORIDRATO SOTALOL,
CLOR TANSULOSI, CLORIDRATO TANSULOSINA,
CLOR TERBINAFINA, CLORIDRATO TERBINAFINA,
CLOR TRAMADOL, CLORIDRATO TRAMADOL,
CLOR VERAPAMIL, CLORIDRATO VERAPAMIL,
CLORANFENICOL, CLORANFENICOL,
CLORETO POTASSIO, CLORETO POTASSIO,
CLORETO SODIO, CLORETO SODIO 22 NA,
CLORID METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO,
CLORIDR BETAXOLOL, CLORIDRATO BETAXOLOL,
CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL,
CLORIDRATO AMIODARONA, CLORIDRATO AMIODARONA,
CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA,
CLORIDRATO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA,
CLORIDRATO AZELASTINA, CLORIDRATO AZELASTINA,
CLORIDRATO BETAXOLOL, CLORIDRATO BETAXOLOL,
CLORIDRATO BIPERIDENO, CLORIDRATO BIPERIDENO,
CLORIDRATO BROMEXINA, CLORIDRATO BROMEXINA,
CLORIDRATO BUPIVACAINA, CLORIDRATO BUPIVACAINA MONOIDRATADO,
CLORIDRATO BUPROPIONA, CLORIDRATO BUPROPIONA,
CLORIDRATO BUSPIRONA, CLORIDRATO BUSPIRONA,
CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA,
CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA,
CLORIDRATO CIMETIDINA, CLORIDRATO CIMETIDINA,
CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO,
CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO,
CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO,
CLORIDRATO CLOBUTINOL, CLORIDRATO CLOBUTINOL,
CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA,
CLORIDRATO CLORPROMAZINA, CLORIDRATO CLORPROMAZINA,
CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM,
CLORIDRATO DOBUTAMINA, CLORIDRATO DOBUTAMINA,
CLORIDRATO DONEPEZILA, CLORIDRATO DONEPEZILA,
CLORIDRATO DOPAMINA, CLORIDRATO DOPAMINA,
CLORIDRATO DORZOLAMIDA, CLORIDRATO DORZOLAMIDA,
CLORIDRATO DOXICICLINA, CLORIDRATO DOXICICLINA,
CLORIDRATO DOXORRUBICINA, CLORIDRATO DOXORRUBICINA,
CLORIDRATO EPIRRUBICINA, CLORIDRATO EPIRRUBICINA,
CLORIDRATO FENOXAZOLINA, CLORIDRATO FENOXAZOLINA,
CLORIDRATO FEXOFENADINA, CLORIDRATO FEXOFENADINA,
CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA,
CLORIDRATO GENCITABINA, CLORIDRATO GENCITABINA,
CLORIDRATO GRANISETRONA, CLORIDRATO GRANISETRONA,
CLORIDRATO IRINOTECANO, CLORIDRATO IRINOTECANO,
CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA,
CLORIDRATO LINCOMICINA, CLORIDRATO LINCOMICINA,
CLORIDRATO MEMANTINA, CLORIDRATO MEMANTINA,
CLORIDRATO METFORMINA, CLORIDRATO METFORMINA,
CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO,
CLORIDRATO MINOCICLINA, CLORIDRATO MINOCICLINA,
CLORIDRATO NAFAZOLINA, CLORIDRATO NAFAZOLINA,
CLORIDRATO NALOXONA, CLORIDRATO NALOXONA,
CLORIDRATO NORTRIPTILINA, CLORIDRATO NORTRIPTILINA,
CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA,
CLORIDRATO ONDANSETRONA DIIDRATADO, CLORIDRATO ONDANSETRONA DI-HIDRATADO,
CLORIDRATO OXIBUTININA, CLORIDRATO OXIBUTININA,
CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA,
CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO,
CLORIDRATO PETIDINA, CLORIDRATO PETIDINA,
CLORIDRATO PROMETAZINA, CLORIDRATO PROMETAZINA,
CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL,
CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA,
CLORIDRATO ROPIVACAINA, CLORIDRATO ROPIVACAINA,
CLORIDRATO SELEGILINA, CLORIDRATO SELEGILINA,
CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA,
CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO,
CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO,
CLORIDRATO SOTALOL, CLORIDRATO SOTALOL,
CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA,
CLORIDRATO TETRACICLINA, CLORIDRATO TETRACICLINA,
CLORIDRATO TIAMINA, CLORIDRATO TIAMENIDINA,
CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA,
CLORIDRATO TIZANIDINA, CLORIDRATO TIZANIDINA,
CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL,
CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA,
CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA,
CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL,
CLORPROPAMIDA, CLORPROPAMIDA,
CLORTALIDONA, CLORTALIDONA,
CLOTRIMAZOL, CLOTRIMAZOL,
CLOXAZOLAM, CLOXAZOLAM,
CLOZAPINA, CLOZAPINA,
COMPLEX B, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO,
COMPLEXO B, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO,
DACARBAZINA, DACARBAZINA,
DECAN HALOPER, DECANOATO HALOPERIDOL,
DEFLAZACORTE, DEFLAZACORTE,
DEPRAMINA, DEPRAMINA,
DESLORATADINA, DESLORATADINA,
DESOGESTREL, DESOGESTREL,
DESONIDA, DESONIDA,
DEXAMETASONA, DEXAMETASONA,
DIAZEPAM, DIAZEPAM,
DICL PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL,
DICLO P, DICLORIDRATO ZUCLOPENTIXOL,
DICLOF SODIO, DICLOFENACO SODICO,
DICLOFEN DIETIL, DICLOFENACO DIETILAMONIO,
DICLOFEN POTASI, DICLOFENACO POTASSICO,
DICLOFENACO, DICLOFENACO,
DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA,
DICLOFENACO DIETIL, DICLOFENACO DIETILAMONIO,
DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO,
DICLOFENACO POTASSICO, DICLOFENACO POTASSICO,
DICLOFENACO SOD, DICLOFENACO SODICO,
DICLOFENACO SODICO, DICLOFENACO SODICO,
DICLOFENACO SODIO, DICLOFENACO SODICO,
DICLOR CETIRIZI, DICLORIDRATO CETIRIZINA,
DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA,
DICLORIDRATO LEVOCETIRIZINA, DICLORIDRATO LEVOCETIRIZINA,
DICLORIDRATO PRAMIPEXOL, DICLORIDRATO PRAMIPEXOL,
DIGOXINA, DIGOXINA,
DIMERCAPROL, DIMERCAPROL,
DIMETICONA, DIMETICONA,
DINITRATO ISOSSORBIDA, DINITRATO ISOSSORBIDA,
DIPIRONA, DIPIRONA,
DIPROPIONATO BETAMETASONA, DIPROPIONATO BETAMETASONA,
DIVALPROATO SODIO, DIVALPROATO SODIO,
DOCETAXEL, DOCETAXEL,
DOMPERIDONA, DOMPERIDONA,
DOXICICLINA, DOXICICLINA,
DOXORRUBICINA, DOXORRUBICINA,
DROPROPIZINA, DROPROPIZINA,
ENFLURANO, ENFLURANO,
ENTACAPONA, ENTACAPONA,
ENXOFRE, ENXOFRE,
ERITROMICINA, ERITROMICINA,
ERITROPOIETINA, ERITROPOIETINA,
ESCOPOLAMINA, ESCOPOLAMINA,
ESOMEPRAZOL MAG, ESOMEPRAZOL MAGNESICO,
ESPIRONOLACTONA, ESPIRONOLACTONA,
ESTAVUDINA, ESTAVUDINA,
ESTOLATO ERITROMICINA, ESTOLATO ERITROMICINA,
ESTRIOL, ESTRIOL,
ETAMBUTOL, ETAMBUTOL,
ETOMIDATO, ETOMIDATO,
ETOPOSIDEO, ETOPOSIDEO,
FATOR IX, FATOR IX COAGULACAO,
FELODIPINO, FELODIPINO,
FENILEFRINA, FENILEFRINA,
FENITOINA, FENITOINA,
FENITOINA SODICA, FENITOINA SODICA,
FENOBARBITAL, FENOBARBITAL,
FENOFIBRATO, FENOFIBRATO,
FENOXIMETILPENIC POT, FENOXIMETILPENICILINA POTASSICA,
FENOXIMETILPENICILINA POTASSICA, FENOXIMETILPENICILINA POTASSICA,
FILGRASTIM, FILGRASTIM,
FINASTERIDA, FINASTERIDA,
FLUCONAZOL, FLUCONAZOL,
FLUMAZENIL, FLUMAZENIL,
FLUORETO SODIO, FLUORETO SODIO 18 F,
FLUORURACILA, FLUORURACILA,
FLUTAMIDA, FLUTAMIDA,
FOLINATO CALCIO, FOLINATO CALCIO,
FOS CLINDAMICIN, FOSFATO CLINDAMICINA,
FOSF CLINDAMICINA, FOSFATO CLINDAMICINA,
FOSFATO CLINDAMICINA, FOSFATO CLINDAMICINA,
FOSFATO POTASSIO, FOSFATO POTASSICO MEGALOMICINA,
FOSINOPRIL SODICO, FOSINOPRIL SODICO,
FUMARATO CETOTI, FUMARATO CETOTIFENO,
FUMARATO CETOTIFENO, FUMARATO CETOTIFENO,
FUMARATO TENOFOVIR DESOPROXILA, FUMARATO TENOFOVIR DESOPROXILA,
FUROAT MOMETASO, FUROATO MOMETASONA,
FUROATO MOMETASONA, FUROATO MOMETASONA,
FUROSEMIDA, FUROSEMIDA,
GABAPENTINA, GABAPENTINA,
GANCICLOVIR SODICO, GANCICLOVIR SODICO,
GENFIBROZILA, GENFIBROZILA,
GENTAMICINA, GENTAMICINA,
GLIBENCLAMIDA, GLIBENCLAMIDA,
GLICEROL, GLICEROL,
GLICINA, GLICINA,
GLICLAZIDA, GLICLAZIDA,
GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC,
GLICOSE, GLICOSE,
GLICOSE MONOIDRATADA, GLICOSE MONOIDRATADA,
GLIMEPIRIDA, GLIMEPIRIDA,
GUAIFENESINA, GUAIFENESINA,
HALOPERIDOL, HALOPERIDOL,
HEMITARTARATO NOREPINEFRINA, HEMITARTARATO NOREPINEFRINA,
HEMITARTARATO RIVASTIGMINA, HEMITARTARATO RIVASTIGMINA,
HEMITARTARATO ZOLPIDEM, HEMITARTARATO ZOLPIDEM,
HIDROCLOROTIAZIDA, HIDROCLOROTIAZIDA,
HIDROCORTISONA, HIDROCORTISONA,
HIDROQUINONA, HIDROQUINONA,
HIDROXIDO ALUMINIO, HIDROXIDO ALUMINIO,
HIDROXIUREIA, HIDROXIUREIA,
HIPOCLOR SODIO, HIPOCLORITO SODIO,
HIPROMELOSE, HIPROMELOSE,
IBUPROFENO, IBUPROFENO,
IFOSFAMIDA, IFOSFAMIDA,
IMIPRAMINA, IMIPRAMINA,
IMIQUIMODE, IMIQUIMODE,
IMUNOGLOBULINA HUMANA, IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,
INDAPAMIDA, INDAPAMIDA,
IODETO POTASSIO, IODETO POTASSIO,
IRBESARTANA, IRBESARTANA,
ISOFLURANO, ISOFLURANO,
ISONIAZIDA, ISONIAZIDA,
ISOTRETINOINA, ISOTRETINOINA,
ITRACONAZOL, ITRACONAZOL,
IVERMECTINA, IVERMECTINA,
LAMIVUDINA, LAMIVUDINA,
LAMOTRIGINA, LAMOTRIGINA,
LANSOPRAZOL, LANSOPRAZOL,
LAPACHOL, LAPACHOL,
LATANOPROSTA, LATANOPROSTA,
LECITINA SOJA, LECITINA SOJA,
LETROZOL, LETROZOL,
LEVOFLOXACINO, LEVOFLOXACINO,
LEVONORGESTREL, LEVONORGESTREL,
LEVOTIROXINA SODICA, LEVOTIROXINA SODICA,
LIDOCAINA, LIDOCAINA,
LISINOPRIL, LISINOPRIL,
LORATADINA, LORATADINA,
LORAZEPAM, LORAZEPAM,
LOSARTANA POTASSICA, LOSARTANA POTASSICA,
LOVASTATINA, LOVASTATINA,
MAL DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA,
MAL TIMOLOL, MALEATO TIMOLOL,
MALEA ENALAPRIL, MALEATO ENALAPRIL,
MALEA MIDAZOLAM, MALEATO MIDAZOLAM,
MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA,
MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA,
MALEATO ENALAPRIL, MALEATO ENALAPRIL,
MALEATO MIDAZOLAM, MALEATO MIDAZOLAM,
MALEATO TIMOLOL, MALEATO TIMOLOL,
MANITOL, MANITOL,
MEBENDAZOL, MEBENDAZOL,
MELOXICAM, MELOXICAM,
MEROPENEM, MEROPENEM,
MESALAZINA, MESALAZINA,
MESI DOXAZOSINA, MESILATO DOXAZOSINA,
MESILATO BROMOCRIPTINA, MESILATO BROMOCRIPTINA,
MESILATO CODERGOCRINA, MESILATO CODERGOCRINA,
MESILATO DESFERROXAMINA, MESILATO DESFERROXAMINA,
MESILATO DOXAZOSINA, MESILATO DOXAZOSINA,
MESNA, MESNA,
METILDOPA, METILDOPA,
METOCLOPRAMIDA, METOCLOPRAMIDA,
METOTREXATO, METOTREXATO,
METRONIDAZOL, METRONIDAZOL,
MICOF MOFETILA, MICOFENOLATO MOFETILA,
MICOFENOLATO MOFETILA, MICOFENOLATO MOFETILA,
MICONAZOL, MICONAZOL,
MIDAZOLAM, MIDAZOLAM,
MINOXIDIL, MINOXIDIL,
MIRTAZAPINA, MIRTAZAPINA,
MITOXANTRONA, MITOXANTRONA,
MOCLOBEMIDA, MOCLOBEMIDA,
MONONITRATO ISOSSORBIDA, MONONITRATO ISOSSORBIDA,
MUPIROCINA, MUPIROCINA,
NAPROXENO, NAPROXENO,
NAPROXENO SOD, NAPROXENO SODICO,
NAPROXENO SODICO, NAPROXENO SODICO,
NIMESULIDA, NIMESULIDA,
NIMODIPINO, NIMODIPINO,
NISTATINA, NISTATINA,
NIT FENTICONA, NITRATO FENTICONAZOL,
NITR ISOCONAZOL, NITRATO ISOCONAZOL,
NITRA MICONAZOL, NITRATO MICONAZOL,
NITRATO FENTICO, NITRATO FENTICONAZOL,
NITRATO ISOCONAZOL, NITRATO ISOCONAZOL,
NITRATO MICONAZOL, NITRATO MICONAZOL,
NITRATO OXICONAZOL, NITRATO OXICONAZOL,
NITRAZEPAM, NITRAZEPAM,
NITRENDIPINO, NITRENDIPINO,
NITROFURAL, NITROFURAL,
NORFLOXACINO, NORFLOXACINO,
OCITOCINA, OCITOCINA,
OFLOXACINO, OFLOXACINO,
OLANZAPINA, OLANZAPINA,
OLEO AMENDOAS, OLEO AMENDOAS,
OLEO COCO, OLEO COCO,
OLMESARTANA MEDOXOMILA, OLMESARTANA MEDOXOMILA,
OMEPRAZOL, OMEPRAZOL,
OMEPRAZOL SODICO, OMEPRAZOL SODICO,
ORLISTATE, ORLISTATE,
OXACILINA SODICA, OXACILINA SODICA HIDRATADA,
OXALATO ESCITALOPRAM, OXALATO ESCITALOPRAM,
OXALIPLATINA, OXALIPLATINA,
OXCARBAZEPINA, OXCARBAZEPINA,
PACLITAXEL, PACLITAXEL,
PAMIDRONATO DISSODICO, PAMIDRONATO DISSODICO,
PANTOPRAZOL, PANTOPRAZOL,
PANTOPRAZOL SODICO, PANTOPRAZOL SODICO SESQUI-HIDRATADO,
PARACETAMOL, PARACETAMOL,
PAROXETINA, PAROXETINA,
PENTAMIDINA, PENTAMIDINA,
PENTOXIFILINA, PENTOXIFILINA,
PERINDOPRIL ERBUMINA, PERINDOPRIL ERBUMINA,
PERMETRINA, PERMETRINA,
PILOCARPINA, PILOCARPINA,
PIRAZINAMIDA, PIRAZINAMIDA,
PIROXICAM, PIROXICAM,
PRAVASTATINA SODICA, PRAVASTATINA SODICA,
PREDNISOLONA, PREDNISOLONA,
PREDNISONA, PREDNISONA,
PROMETAZINA, PROMETAZINA,
PROPIONATO CLOBETASOL, PROPIONATO CLOBETASOL,
PROPOFOL, PROPOFOL,
PROPRANOLOL, PROPRANOLOL,
RABEPRAZOL SODI, RABEPRAZOL SODICO,
RAMIPRIL, RAMIPRIL,
REPAGLINIDA, REPAGLINIDA,
RIFAMICINA, RIFAMICINA,
RIFAMICINA SV S, RIFAMICINA SV SODICA,
RIFAMICINA SV SODICA, RIFAMICINA SV SODICA,
RIFAMPICINA, RIFAMPICINA,
RISEDRONATO SOD, RISEDRONATO SODICO,
RISEDRONATO SODICO, RISEDRONATO SODICO,
RISPERIDONA, RISPERIDONA,
ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA,
SALBUTAMOL, SALBUTAMOL,
SECNIDAZOL, SECNIDAZOL,
SEVOFLURANO, SEVOFLURANO,
SIMETICONA, SIMETICONA,
SINVASTATINA, SINVASTATINA,
SORBITOL, SORBITOL,
SUCCINATO SODICO HIDROCORTISONA, SUCCINATO SODICO HIDROCORTISONA,
SULFADIAZINA PRATA, SULFADIAZINA PRATA,
SULFATO AMICACINA, SULFATO AMICACINA,
SULFATO ATROPINA, SULFATO ATROPINA,
SULFATO GENTAMICINA, SULFATO GENTAMICINA,
SULFATO HIDROXICLOROQUINA, SULFATO HIDROXICLOROQUINA,
