537700601156311; INTRON-A; INTRON A; NOT FOUND; 10 MUI PO LIOF INJ CT 1 FA VD INC + DIL FA VD INC X 1 ML; NO_ACR
513002101118411; IQUEGO - IMIPRAMINA; IQUEGO IMIPRAMINA; NOT FOUND; 25 MG COM REV CX 20 ENV AL+ POLIET X 10; NO_ACR
507500302153411; IRNOCAM; IRNOCAM; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 2 ML ; NO_ACR
507500301157411; IRNOCAM; IRNOCAM; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 5 ML ; NO_ACR
513002701115411; IQUEGO - MINOCICLINA; IQUEGO MINOCICLINA; NOT FOUND; 100 MG COM REV CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
513003201116417; IQUEGO - PROPRANOLOL; IQUEGO PROPRANOLOL; NOT FOUND; 40 MG COM CX 25 BL AL PLAS LAR X 20; NO_ACR
513003301110410; IQUEGO - RANITIDINA; IQUEGO RANITIDINA; NOT FOUND; 150 MG COM REV CX ENV AL POLIET X 500 (EMB. HOSP.); NO_ACR
513000801112418; IQUEGO - DIAZEPAM; IQUEGO DIAZEPAM; NOT FOUND; 10 MG COM CT CX 20 ENV AL KRAFT POLIET X 10; NO_ACR
513001001111415; IQUEGO - DIPIRONA; IQUEGO DIPIRONA; NOT FOUND; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
513001002132416; IQUEGO - DIPIRONA; IQUEGO DIPIRONA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML; NO_ACR
525501301159216; INVANZ; INVANZ; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC X 20 ML; NO_ACR
527301801154319; IMPLANON; IMPLANON; NOT FOUND; 68 MG IMPLANTE CT 1 SERINGA  C/ 1 IMPLANTE; NO_ACR
513001601117414; IQUEGO - FUROSEMIDA; IQUEGO FUROSEMIDA; NOT FOUND; 40 MG COM CX ENV AL POLIET X 500 (EMB HOSP); NO_ACR
513001701111418; IQUEGO - GLIBENCLAMIDA; IQUEGO GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX 50 ENV KRAFT X 10; NO_ACR
513001801116411; IQUEGO - HIDROCLOROTIAZIDA; IQUEGO HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX BL AL PLAS INC X 500; NO_ACR
521112050054306; IBANDRONATO DE SODIO; IBANDRONATO SODIO; IBANDRONATO SODIO; 150 MG COM REV CT BL AL/AL X 1; NO_ACR
521124802138116; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
513004001110413; IQUEGO-IBUPROFENO; IQUEGO IBUPROFENO; NOT FOUND; 300 MG COM REV CX BL AL PVC INC X 500; NO_ACR
521124801131118; IBUPROFENO; IBUPROFENO; IBUPROFENO; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML; NO_ACR
505205101111419; IBUPROFAN; IBUPROFAN; NOT FOUND; 600 MG DRG CT BL AL PLAS INC X 20; NO_ACR
524600203157416; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; 1000 MG DE IMUNOGLOBINA G AMP DIL 20 ML; NO_ACR
505609501111317; INDOCID; INDOCID; NOT FOUND; 25 MG CAP GEL CT BL AL PLAS INC X 30; NO_ACR
505609502118315; INDOCID; INDOCID; NOT FOUND; 50 MG CAP GEL CT BL AL PLAS INC X 30; NO_ACR
525504102114314; INDOCID; INDOCID; NOT FOUND; 50 MG CAP GEL CT FR VD AMB X 30  ; NO_ACR
505609101156410; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
505609102152419; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 100 FA VD INC X 10 ML (EMB HOSP); NO_ACR
505609103159417; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
505608901159416; INSUNORM N; INSUNORM N; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
505609201150414; INSUNORM R; INSUNORM R; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
540700302159410; IOMERON; IOMERON; NOT FOUND; 612.4 MG/ML SOL INJ IV CT FA VD INC X 100 ML; NO_ACR
540700301152412; IOMERON; IOMERON; NOT FOUND; 612.4 MG/ML SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
540700303155419; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT 10 FA VD INC X 100 ML; NO_ACR
540700305158415; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 100 ML; NO_ACR
540700304151417; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT 10 FA VD INC X 50 ML; NO_ACR
540700307150411; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
540700306154413; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 500 ML; NO_ACR
540700101153318; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
540700102151319; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
540700103156314; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ FA VD INC X 500 ML; NO_ACR
540700104152312; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
540700105159310; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
540700106155319; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ FA VD INC X 500 ML; NO_ACR
517003502119417; ISON + RIFAM; ISON RIFAM; NOT FOUND; 200 + 300MG CX. C/50 ENV. X 10 CAPSULAS; NO_ACR
536400201111111; ISOTRETINOÍNA; ISOTRETINOINA; ISOTRETINOINA; 20 MG CAP GEL MOLE CT BL AL/AL X 30; NO_ACR
513002201139419; IQUEGO - LAMIVUDINA; IQUEGO LAMIVUDINA; NOT FOUND; 10 MG/ML SOL OR CX 20 FR VD AMB X 240 ML; NO_ACR
513002401111410; IQUEGO - MEBENDAZOL; IQUEGO MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT X 6 (EMB. HOSP.); NO_ACR
513002402134414; IQUEGO - MEBENDAZOL; IQUEGO MEBENDAZOL; NOT FOUND; 20MG/ML SUS OR CX 50 FR VD AMB X 30ML + 50 CP MED PLAS (EMB HOSP); NO_ACR
513002601110418; IQUEGO - METILDOPA; IQUEGO METILDOPA; NOT FOUND; 500 MG COM REV CX 50 ENV AL POLIET X 10 (EMB HOSP); NO_ACR
505603702158419; INDUSON; INDUSON; NOT FOUND; 5MG/ML SOL INJ CT 5 AMP VD INC X 10ML; NO_ACR
519501902166419; INOFUNGIN; INOFUNGIN; NOT FOUND; 25.000 UI/G CREM VAG CX 50 BG AL X 60 G + APLIC  (EMB HOSP); NO_ACR
530902701162312; ICADEN; ICADEN; NOT FOUND; 10 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
530902702177313; ICADEN; ICADEN; NOT FOUND; 10 MG/ML SOL TOP CT FR PLAS OPC GOT X 30 ML; NO_ACR
530902703173311; ICADEN; ICADEN; NOT FOUND; 10 MG/ML SOL SPRAY CT TB PLAS OPC X 60 ML; NO_ACR
513003001117428; IQUEGO - PARACETAMOL; IQUEGO PARACETAMOL; NOT FOUND; 500 MG COM CX ENV KRAFT POLIET X 500 (EMB. HOSP); NO_ACR
513003101111413; IQUEGO - PIRAZINAMIDA; IQUEGO PIRAZINAMIDA; NOT FOUND; 500 MG COM CX 50 ENV KRAFT POLIET X 10; NO_ACR
502402603115412; INFLAX; INFLAX; NOT FOUND; 20 MG COM REV CT 4 ENV AL POLIET X 4; NO_ACR
502402604111410; INFLAX; INFLAX; NOT FOUND; 20 MG COM REV CT 2 ENV AL POLIET X 4; NO_ACR
502402607153416; INFLAX; INFLAX; NOT FOUND; 40 MG/ 2 ML SOL INJ CT 2 AMP VD AMB X 2 ML; NO_ACR
516501209131417; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR PLAS OPC GOT X 15 ML (1A. SERIE - SL); NO_ACR
516501201155414; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR VD AMB X 5 ML (1A. SERIE SC); NO_ACR
516501203158410; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR VD AMB X 5 ML (1A. SERIE SC - AP); NO_ACR
516501205134411; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR PLAS GT X 15 ML (2 A. SERIE SL); NO_ACR
516501204154419; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR VD AMB X 5 ML (2A. SERIE SC-AP)   ; NO_ACR
516501207153413; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR VD AMB X 5 ML  (2 A. SERIE SC) ; NO_ACR
516501206130411; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR PLAS GT X 15 ML (3 A. SERIE SL); NO_ACR
516501202151412; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR VD AMB X 5 ML (3 A. SERIE SC)   ; NO_ACR
516501208151414; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR VD AMB X 5 ML (3A. SERIE SC-AP); NO_ACR
525504301117216; ISENTRESS; ISENTRESS; NOT FOUND; 400 MG COM REV CT FR PLAS OPC HPDE X 60 PORT 344/98 L-C4; NO_ACR
525513090015805; ISENTRESS; ISENTRESS; NOT FOUND; 100 MG COM MAST CT FR PLAS OPC HPDE X 60 ; NO_ACR
525513090015705; ISENTRESS; ISENTRESS; NOT FOUND; 25 MG COM MAST CT FR PLAS OPC HPDE X 60 ; NO_ACR
510603801111310; IMIGRAN; IMIGRAN; NOT FOUND; 100 MG COM REV CT BL AL/AL X 2; NO_ACR
510603802116316; IMIGRAN; IMIGRAN; NOT FOUND; 50 MG COM REV CT BL AL/AL X 2; NO_ACR
513003601130417; IQUEGO - SULFAMETOXAZOL + TRIMETOPRIMA; IQUEGO SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 4% + 0.8% SUS OR CX 50 FR VD AMB X 50 ML; NO_ACR
513003602110411; IQUEGO - SULFAMETOXAZOL + TRIMETOPRIMA; IQUEGO SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 400 MG + 80 MG COM CX 50 ENV KRAFT X 10; NO_ACR
513003501136413; IQUEGO - SALBUTAMOL; IQUEGO SALBUTAMOL; NOT FOUND; 0.4 MG/ML XPE CX 50 FR VD AMB X 120 ML (EMB HOSP); NO_ACR
513000101110412; IQUEGO - ÁCIDO ACETILSALICÍLICO; IQUEGO ACIDO ACETILSALICILICO; NOT FOUND; 100 MG COM CX 50 ENV KRAFT X 10 (EMB. HOSP.); NO_ACR
521107901174315; IONIL T; IONIL T; NOT FOUND; SHAMP FR PLAS OPC X 120 ML; NO_ACR
521107701175318; IONIL; IONIL; NOT FOUND; 2 PCC SHAMP FR PLAS OPC X 120 ML; NO_ACR
