507602501155210; REOPRO; REOPRO; NOT FOUND; 2 MG/ML SOL INJ CT FA VD INC X 5 ML; NO_ACR
502601901159412; RHOPHYLAC; RHOPHYLAC; NOT FOUND; 150 MCG/ML SOL INJ CT SER VD INC X 2.0 ML; NO_ACR
503600701111413; REDUSTATIN; REDUSTATIN; NOT FOUND; 20 MG COM CT BL AL PLAST INC X 30; NO_ACR
525501901113314; RENITEC; RENITEC; NOT FOUND; 10 MG COM CT BL AL/AL X 30; NO_ACR
525501902111315; RENITEC; RENITEC; NOT FOUND; 20 MG COM CT BL AL/AL X 10; NO_ACR
525501903116310; RENITEC; RENITEC; NOT FOUND; 20 MG COM CT BL AL/AL X 30; NO_ACR
525501904112319; RENITEC; RENITEC; NOT FOUND; 5 MG COM CT BL AL/AL X 30; NO_ACR
527303305111311; REMERON; REMERON; NOT FOUND; 15 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
527312070008303; REMERON; REMERON; NOT FOUND; 15 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
527303306118318; REMERON; REMERON; NOT FOUND; 30 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
527312070008403; REMERON; REMERON; NOT FOUND; 30 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
527303307114316; REMERON; REMERON; NOT FOUND; 45 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
525504001113411; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X 14  ; NO_ACR
525504002111410; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X6  ; NO_ACR
515114080011303; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
515107501139412; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/G PO PREP EXTEMP CT 50 SACH AL/PE X 5 G; NO_ACR
515112020010803; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/ML SUS OR CT FR PLAS X 15 ML + SER DOS; NO_ACR
515102201137413; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 20 ML; NO_ACR
515102202133411; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 30 ML; NO_ACR
521120304117114; RAMIPRIL; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT STRIP AL/AL X 20 ; NO_ACR
521120303110116; RAMIPRIL; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT STRIP AL/AL X 30; NO_ACR
521120302114118; RAMIPRIL; RAMIPRIL; RAMIPRIL; 5.0 MG COM CT STRIP AL/AL X 20  ; NO_ACR
521120301118111; RAMIPRIL; RAMIPRIL; RAMIPRIL; 5.0 MG COM CT STRIP AL/AL X 30; NO_ACR
505207401112417; RETINAR; RETINAR; NOT FOUND; 50.000 UI DRG CT BL AL PLAS INC X 20; NO_ACR
527304901117411; REBETOL; REBETOL; NOT FOUND; 200 MG CAP GEL DUR CT BL AL PLAS INC X 140; NO_ACR
541913070002104; RIBAVIRINA; RIBAVIRINA; RIBAVIRINA; 250 MG CAP GEL DURA CT 50 BL AL PLAS AMB X 10.; NO_ACR
517005101111411; RIFAMPICINA; RIFAMPICINA; RIFAMPICINA; CX. C/50 ENV. X 10 CAPSULAS 300 MG; NO_ACR
517005102134415; RIFAMPICINA; RIFAMPICINA; RIFAMPICINA; CX.C/50 FRASCOX50 ML 50 MG / ML; NO_ACR
510014120016806; RILUZOL; RILUZOL; RILUZOL; 50 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
521112040053906; RISEDRONATO SÓDICO; RISEDRONATO SODICO; RISEDRONATO SODICO; 35 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
507501101119417; RIPEVIL; RIPEVIL; NOT FOUND; 1 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
521126001116110; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
507501102115415; RIPEVIL; RIPEVIL; NOT FOUND; 2 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
521126002112119; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
507501103111413; RIPEVIL; RIPEVIL; NOT FOUND; 3 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
521126003119117; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
521112030052306; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 30; NO_ACR
521112030052406; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 30; NO_ACR
522703101113312; RAPAMUNE; RAPAMUNE; NOT FOUND; 1 MG DRG CT BL AL PLAS INC X 60 ; NO_ACR
522703102136316; RAPAMUNE; RAPAMUNE; NOT FOUND; 1 MG/ML SOL OR CX C/ CT FR VD AMB X 60 ML + 1 ADAPTADOR + 30 SER PLAS AMB + 1 EST; NO_ACR
522703105119412; RAPAMUNE; RAPAMUNE; NOT FOUND; 2 MG DRG CT BL AL PLAS INC X 30 ; NO_ACR
510606401171310; RELENZA; RELENZA; NOT FOUND; 5 MG PO INAL CT BL AL /AL X 20 DOSES + APLICADOR; NO_ACR
