1039400690048; NOVADERM; NOVADERM; NOT FOUND; 5MG/G + 5MG/G CREME DERM CT BISN AL X 30 G; NO_ACR
1211701390062; NOVOPULMON; NOVOPULMON; NOT FOUND; PO INAL REFIL 200 DOSES + INALADOR; NO_ACR
1211701390046; NOVOPULMON; NOVOPULMON; NOT FOUND; PO INAL REFIL 200 DOSES; NO_ACR
1171700200021; NEOSALDOR; NEOSALDOR; NOT FOUND; 30 MG + 300 MG + 30 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1171700200038; NEOSALDOR; NEOSALDOR; NOT FOUND; 30 MG + 300 MG +30 MG COM REV CX BL AL PLAS INC X 200 EMB HOSP; NO_ACR
1026900580045; NEOPRESS; NEOPRESS; NOT FOUND; CX COM 1 BL X 16 COMP; NO_ACR
1026900580037; NEOPRESS; NEOPRESS; NOT FOUND; CX COM 2 BL X 14 COMP; NO_ACR
1123600160069; NIZORAL; NIZORAL; NOT FOUND; 20 MG/ML XAMP CT FR PLAS OPC X 100 ML; NO_ACR
1068901240057; NIZONAZOL; NIZONAZOL; NOT FOUND; 20 MG/ML SHAMP CT FR PLAS OPC X 100 ML; NO_ACR
1123600160131; NIZORAL; NIZORAL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1068901240030; NIZONAZOL; NIZONAZOL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
1068901240065; NIZONAZOL; NIZONAZOL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1123600160141; NIZORAL; NIZORAL; NOT FOUND; 200 MG COM CX 1 BL AL PLAS INC X 10; NO_ACR
1123600160158; NIZORAL; NIZORAL; NOT FOUND; 200 MG COM CX 3 BL AL PLAS INC X 10; NO_ACR
1068901240014; NIZONAZOL; NIZONAZOL; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 10; NO_ACR
1186102640024; NEVRIX IM; NEVRIX IM; NOT FOUND; 50 MG/ML + 50 MG/ML + 2500 MCG/ML SOL INJ IM CT 3 AMP VD AMB X 2 ML; NO_ACR
1186102640016; NEVRIX IM; NEVRIX IM; NOT FOUND; 50 MG/ML + 50 MG/ML + 2500 MCG/ML SOL INJ IM CT 6 AMP VD AMB X 2 ML; NO_ACR
1186102640032; NEVRIX IM; NEVRIX IM; NOT FOUND; 50 MG/ML + 50 MG/ML + 2500 MCG/ML SOL INJ CT 1 AMP VD AMB X 2 ML; NO_ACR
1186102640040; NEVRIX IM; NEVRIX IM; NOT FOUND; 50 MG/ML + 50 MG/ML + 2500 MCG/ML SOL INJ CT 2 AMP VD AMB X 2 ML; NO_ACR
1186102610028; NEVRIX; NEVRIX; NOT FOUND; 100 MG + 100 MG + 5000 MCG COM REV CT BL AL PVC INC X 20; NO_ACR
1186102610011; NEVRIX; NEVRIX; NOT FOUND; 100 MG + 100 MG + 5000 MCG COM REV CT BL AL PVC INC X 8; NO_ACR
1028500130027; NOVOTUSSAN; NOVOTUSSAN; NOT FOUND; CX. FR. GTS. 15ML; NO_ACR
1028500130019; NOVOTUSSAN; NOVOTUSSAN; NOT FOUND; XPE. ADU. CX. FR. VD. 150ML; NO_ACR
1028500130035; NOVOTUSSAN; NOVOTUSSAN; NOT FOUND; XPE. INF. CX. FR. VD. 80ML; NO_ACR
1092200390017; NECROHEPAT; NECROHEPAT; NOT FOUND; DRG CX C/ 20; NO_ACR
1026400490012; NEO NASAL; NEO NASAL; NOT FOUND; (0.1 MG + 9.0 MG)/ML SOL NAS CT FR PLAS OPC GOT X 30 ML; NO_ACR
1057700210031; NOVO RINO; NOVO RINO; NOT FOUND; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 15 ML; NO_ACR
1057700210023; NOVO RINO; NOVO RINO; NOT FOUND; S INFANTIL FR 15 ML; NO_ACR
1376400480020; NEPECEF; NEPECEF; NOT FOUND; 1000 MG PO SOL INJ CT FA VD INC + AMP DIL X 3 ML; NO_ACR
1376400480039; NEPECEF; NEPECEF; NOT FOUND; 2000 MG PO SOL INJ CT FA VD INC; NO_ACR
1376400480012; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO CX. 1FA + DIL X 1.5ML; NO_ACR
1376400480047; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO SOL INJ CT FA VD INC; NO_ACR
1376400480055; NEPECEF; NEPECEF; NOT FOUND; 1000 MG PO SOL INJ CT FA VD INC; NO_ACR
1376400480101; NEPECEF; NEPECEF; NOT FOUND; 1000 MG PO SOL INJ CX 50 FA VD INC; NO_ACR
1376400480111; NEPECEF; NEPECEF; NOT FOUND; 1000 MG PO SOL INJ CX 50 FA VD INC + 50 AMP DIL X 3 ML; NO_ACR
1376400480063; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO SOL INJ CX 25 FA VD INC; NO_ACR
1376400480081; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO SOL INJ CX 25 FA VD INC + 25 AMP DIL X 1.5 ML; NO_ACR
1376400480071; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO SOL INJ CX 50 FA VD INC; NO_ACR
1376400480098; NEPECEF; NEPECEF; NOT FOUND; 500 MG PO SOL INJ CX 50 FA VD INC + 50 AMP DIL X 1.5 ML; NO_ACR
1123500120014; NASO-JOSP; NASO JOSP; NOT FOUND; 1.0 MG/ML +0.5 MG/ML SOL NAS CT FR VD AMB X 20 ML + CGT; NO_ACR
1119900070017; NASOFIL; NASOFIL; NOT FOUND; CART. C/ 1 FRASCO C/ 15 ML; 0.015G DE CLORIDRATO DE NAFAZOLINA ; 0.0075G DE CLORIDRATO DE DIFENILDRAMINA; 0.015 DE SULFATO DE NEOMICINA; NO_ACR
1376401270011; NEPEZIL; NEPEZIL; NOT FOUND; 5 MG COM REV CT BL AL/AL X 10; NO_ACR
1376401270021; NEPEZIL; NEPEZIL; NOT FOUND; 5 MG COM REV CT BL AL/AL X 30; NO_ACR
1376401270046; NEPEZIL; NEPEZIL; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10 ; NO_ACR
1376401270054; NEPEZIL; NEPEZIL; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1064601680016; NUOVODOX; NUOVODOX; NOT FOUND; 10 MG PO LIOF INJ CT FA VD INC ; NO_ACR
1064601680024; NUOVODOX; NUOVODOX; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC ; NO_ACR
1041100010021; NOVOCOL; NOVOCOL; NOT FOUND; CX.C/50 CARP.1.8ML; NO_ACR
1090600670016; NARINIL; NARINIL; NOT FOUND; SOLUCAO NASAL 10ML (ADULTO); NO_ACR
1090600670024; NARINIL; NARINIL; NOT FOUND; INFANTIL SOLUCAO NASAL 10ML; NO_ACR
1017102030014; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 500MG COM REV CT BL AL AL X 28; NO_ACR
1017102030022; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 500MG COM REV CT BL AL AL X 56; NO_ACR
1017102030030; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 850MG COM REV CT BL AL AL X 28; NO_ACR
1017102030049; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 850MG COM REV CT BL AL AL X 56; NO_ACR
1017102030057; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 1000MG COM REV CT BL AL AL X 28; NO_ACR
1017102030065; NIMEGON MET; NIMEGON MET; NOT FOUND; 50MG / 1000MG COM REV CT BL AL AL X 56; NO_ACR
1517000130046; NOPROSIL; NOPROSIL; NOT FOUND; 5 MG/ML SOL INJ CX 200 AMP PLAS POLIET TRANS ANTI-UV X 2 ML; NO_ACR
1517000130038; NOPROSIL; NOPROSIL; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP PLAS POLIET TRANS ANTI-UV X 2 ML; NO_ACR
1068900640030; NAUSIL; NAUSIL; NOT FOUND; 10MG COMP 25 BL X 4; NO_ACR
1517000130011; NOPROSIL; NOPROSIL; NOT FOUND; 10MG/2ML CAIXA COM 100 UND 2 ML EM VIDRO; NO_ACR
1517000130021; NOPROSIL; NOPROSIL; NOT FOUND; 5 MG/ML SOL INJ CX 100 AMP PLAS POLIET TRANS X 2 ML (EMB HOSP) ; NO_ACR
7898103650368; NASOMIL; NASOMIL; NOT FOUND; 1.0 MG/ML + 0.5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 20 ML; NO_ACR
1092200380031; NASOPAN; NASOPAN; NOT FOUND; 1.0 MG +0.2 MG+ 5 MG SOL NAS CT FR PLAS OPC GOT X 15 ML; NO_ACR
SI/NC; NASOPAN; NASOPAN; NOT FOUND; SOL TOP GTS FR C/ 45 ML; NO_ACR
1010702590021; NARAMIG; NARAMIG; NOT FOUND; 2.5 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
1010702590013; NARAMIG; NARAMIG; NOT FOUND; 2.5 MG COM REV CT BL AL / AL X 2; NO_ACR
1514300110011; NANTRON; NANTRON; NOT FOUND; 4 MG/ML SOL INJ CT 5 AMP VD INC X 2 ML ; NO_ACR
1514300110038; NANTRON; NANTRON; NOT FOUND; 8 MG/ML SOL INJ CT 5 AMP VD INC X 4 ML ; NO_ACR
1514300110021; NANTRON; NANTRON; NOT FOUND; 4 MG/ML SOL INJ CT 25 AMP VD INC X 2 ML ; NO_ACR
1514300110046; NANTRON; NANTRON; NOT FOUND; 8 MG/ML SOL INJ CT 25 AMP VD INC X 4 ML ; NO_ACR
1186100450181; NOVATIV; NOVATIV; NOT FOUND; 50 MG CX COM 20 COMP REV; NO_ACR
1171700360027; NASORUB; NASORUB; NOT FOUND; 28.2MG/G + 52.6MG/G + 13.3MG/G UNGUENTO PT X 40 G; NO_ACR
1171700360043; NASORUB; NASORUB; NOT FOUND; 28.2 MG/G + 52.6 MG/G + 13.3 MG/G UNGUENTO LT X 9 G; NO_ACR
1171700360019; NASORUB; NASORUB; NOT FOUND; 28.2MG/G+ 52.6MG/G + 13.3MG/G UNGUENTO LT X 12; NO_ACR
1017100990010; NOVIAL; NOVIAL; NOT FOUND; 50/35 MCG 7 COM REV + 100/30 MCG 7 COM REV +150/ 30 MCG 7 COM REV CT ENV BL AL PLAS INC X 21; NO_ACR
1214303970012; NOITYL; NOITYL; NOT FOUND; 1 MG/ML + 0.4167 MG/ML XPE CT FR PLAS X 118 ML; NO_ACR
1039400640121; NOAN; NOAN; NOT FOUND; 10MG COMP CT BL AL PLAST INC X 20 (PORT. 344/98 -; NO_ACR
1039400640083; NOAN; NOAN; NOT FOUND; 5MG COMP CT BL AL PLAST INC X 20 (PORT. 344/98 - L; NO_ACR
1090600810012; NOVAREN; NOVAREN; NOT FOUND;  50 MG 10CP; NO_ACR
1090600810020; NOVAREN; NOVAREN; NOT FOUND; 100 MG 10CP; NO_ACR
1171700430017; NEVRALREN; NEVRALREN; NOT FOUND; 20 COMP.; NO_ACR
1451700090016; NOGÁS; NOGAS; NOT FOUND; 75MG SUS FR 15ML; NO_ACR
1068900830017; NOVALGEX; NOVALGEX; NOT FOUND; 500MG/ML SOL ORAL FR X 10ML; NO_ACR
1171700070010; NEVRALDOR; NEVRALDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC X 10 ML; NO_ACR
1171700070029; NEVRALDOR; NEVRALDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1261400040018; NOVALDIP; NOVALDIP; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1261400040042; NOVALDIP; NOVALDIP; NOT FOUND; 500 MG/ML SOL OR CX CT 200 FR PLAS OPC CGT X 10 ML (EMB HOSP); NO_ACR
1261400040034; NOVALDIP; NOVALDIP; NOT FOUND; 500 MG COM CT ENV AL X 100; NO_ACR
1261400040026; NOVALDIP; NOVALDIP; NOT FOUND; 500 MG COM CT ENV AL X 200; NO_ACR
1017101010011; NUVARING; NUVARING; NOT FOUND; 11.7 MG/2.7 MG ANEL VAG CT SACH X 1; NO_ACR
1017101010028; NUVARING; NUVARING; NOT FOUND; 11.7 MG / 2.7 MG ANEL VAGINAL CARTUCHO 3 SACHE X 1; NO_ACR
1211000010018; NORDETTE; NORDETTE; NOT FOUND; CARTUCHO COM 3 BLISTERS COM 21 COMPRIMIDOS DE 150/; NO_ACR
1211000010026; NORDETTE; NORDETTE; NOT FOUND; CARTUCHO COM BLISTER COM 21 COMPRIMIDOS DE 150/30; NO_ACR
1211000010037; NORDETTE; NORDETTE; NOT FOUND; 0.15 MG + 0.03 MG DRG CT BL AL PLAS INC X 21; NO_ACR
1211000010049; NORDETTE; NORDETTE; NOT FOUND; 0.15 MG + 0.03 MG DRG CT BL AL PLAS INC X 63; NO_ACR
1002000270020; NEOVLAR; NEOVLAR; NOT FOUND; 0.25 MG + 0.05 MG/DRG CT BL CALENDARIO AL PLAS INC X 21; NO_ACR
1002000270018; NEOVLAR; NEOVLAR; NOT FOUND; 0.25 MG + 0.05 MG DRG CT 50 BL CALEND AL PLAS INC X 21; NO_ACR
1186100350096; NASTERID; NASTERID; NOT FOUND; 5 MG CX COM 15 COMP; NO_ACR
1186100350101; NASTERID; NASTERID; NOT FOUND; 5 MG CX COM 30 COMP; NO_ACR
1186100350142; NASTERID - A; NASTERID A; NOT FOUND; NASTERID A / 1 MG COM REV CT 2 BL AL PLAS INC X 15; NO_ACR
1186100310124; NORTEC; NORTEC; NOT FOUND; 10 MG CX COM 14 COMP REV; NO_ACR
1186100310132; NORTEC; NORTEC; NOT FOUND; 10 MG CX COM 28 COMP REV; NO_ACR
1186100310159; NORTEC; NORTEC; NOT FOUND; 20 MG CX COM 14 COMP REV; NO_ACR
1186100310167; NORTEC; NORTEC; NOT FOUND; 20 MG CX COM 28 COMP REV; NO_ACR
1661400060014; NASONEX; NASONEX; NOT FOUND; 0.5 MG/G SUS NAS CT FR PLAS OPC SPR X 120 ATOMIZACOES ; NO_ACR
1661400060022; NASONEX; NASONEX; NOT FOUND; 0.5 MG/G SUS NAS CT FR PLAS OPC SPR X 60 ATOMIZACOES ; NO_ACR
1733300010016; NAGLAZYME; NAGLAZYME; NOT FOUND; 5.0 MG SOL INJ CT FA VD INC X 5 ML; NO_ACR
1274800030021; NOREPINE; NOREPINE; NOT FOUND; 8 MG SOL INJ CX 10 AMP VD INC X 4 ML; NO_ACR
1274800030038; NOREPINE; NOREPINE; NOT FOUND; 8 MG SOL INJ CX AMP VD AMB X 4 ML; NO_ACR
1274800030046; NOREPINE; NOREPINE; NOT FOUND; 8 MG SOL INJ CX 10 AMP VD AMB X 4 ML; NO_ACR
1027000420028; NEUTRAFORTE; NEUTRAFORTE; NOT FOUND; SUSPOR FR C/ 240 ML; NO_ACR
1211000140045; NORTREL; NORTREL; NOT FOUND; CARTUCHO COM BLISTER COM 35 DRAGEAS DE 30 MCG; NO_ACR
1211700960019; NEOXANE; NEOXANE; NOT FOUND; 1 FR AMP; NO_ACR
1211700960027; NEOXANE; NEOXANE; NOT FOUND; 1 FR AMP 50 MG; NO_ACR
1057700200022; NOVELMIN; NOVELMIN; NOT FOUND; LIQUIDO FR 30 ML; NO_ACR
1057700200014; NOVELMIN; NOVELMIN; NOT FOUND; (MEBENDAZOLE) CX 6 COMP; NO_ACR
1334600160016; NAXOTEC; NAXOTEC; NOT FOUND; 250 MG COM CT BL AL PLAS INC X 24 ; NO_ACR
1334600160024; NAXOTEC; NAXOTEC; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 24 ; NO_ACR
1121303310043; NAPROXENO; NAPROXENO; NAPROXENO; 500 MG COM CT BL AL PVC X 20 ; NO_ACR
1121303310019; NAPROXENO; NAPROXENO; NAPROXENO; 250 MG COM CT BL AL PVC X 15 ; NO_ACR
1294000160012; NAXOTEC; NAXOTEC; NOT FOUND; 250MG C/ 24 COMP; NO_ACR
1466800500011; NAPROXENO; NAPROXENO; NAPROXENO; COMP. 250MG CX 1 BL X 15; NO_ACR
1466800500028; NAPROXENO; NAPROXENO; NAPROXENO; COMP.500MG CX 2 BL X 10; NO_ACR
1466800870021; NAPROXENO; NAPROXENO; NAPROXENO; 550 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1466800870011; NAPROXENO; NAPROXENO; NAPROXENO; 550 MG COM REV CT FR PLAS OPC X 10; NO_ACR
1099800140019; NIFEDIGEL; NIFEDIGEL; NOT FOUND; 10MG CAPS. CX. C/ 50 FR X 20 CAPS.; NO_ACR
1099800140026; NIFEDIGEL; NIFEDIGEL; NOT FOUND; 20MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1376400690017; NELVIX; NELVIX; NOT FOUND; 250 MG COM REV FR 270; NO_ACR
1123633830012; NATRECOR; NATRECOR; NOT FOUND; 1.5 MG PO LIOF INJ CT FA VD INC ; NO_ACR
1319600060018; NEVIMUNE; NEVIMUNE; NOT FOUND; FRASCOS C/60 CPMS; NO_ACR
1010701530033; NIQUITIN; NIQUITIN; NOT FOUND; 14 MG ADES TRANSD CT ENV AL PE X 7; NO_ACR
1010701530051; NIQUITIN; NIQUITIN; NOT FOUND; 21 MG ADES TRANSD CT ENV AL PE X 7; NO_ACR
1010701530017; NIQUITIN; NIQUITIN; NOT FOUND; 7 MG ADES TRANSD CT ENV AL PE X 7; NO_ACR
1010701530335; NIQUITIN; NIQUITIN; NOT FOUND; 7 MG ADES TRANSD TRANS CT ENV AL PE X 7; NO_ACR
1010701530361; NIQUITIN; NIQUITIN; NOT FOUND; 14 MG ADES TRANSD TRANS CT ENV AL PE X 7; NO_ACR
1010701530394; NIQUITIN; NIQUITIN; NOT FOUND; 21 MG ADES TRANSD TRANS CT ENV AL PE X 7; NO_ACR
1010701510016; NIQUITIN; NIQUITIN; NOT FOUND; 2MG MAST 3 BL 12; NO_ACR
1010701820139; NIQUITIN; NIQUITIN; NOT FOUND; 2 MG PAS CT BL AL/AL X 36  ; NO_ACR
1010701820082; NIQUITIN; NIQUITIN; NOT FOUND; 2 MG PAS BL AL/AL X 4  ; NO_ACR
1010701820295; NIQUITIN; NIQUITIN; NOT FOUND; 4 MG PAS CT BL AL/AL X 36  ; NO_ACR
1010701820236; NIQUITIN; NIQUITIN; NOT FOUND; 4 MG PAS BL AL/AL X 4  ; NO_ACR
1211700450081; NISULID; NISULID; NOT FOUND; GTS FR X 15 ML; NO_ACR
1211700450012; NISULID; NISULID; NOT FOUND; SUS OR FR X 60 ML; NO_ACR
1211700450020; NISULID; NISULID; NOT FOUND; 100 MG GRAN CT 12 ENV AL X 02 G; NO_ACR
1090600860011; NIXLIDE; NIXLIDE; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1121303890031; NIMESULIDA; NIMESULIDA; NIMESULIDA; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1055000710043; NISALGEN; NISALGEN; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1055000710035; NISALGEN; NISALGEN; NOT FOUND; 10 MG/ML SUS OR CT FR VD AMB X 60 ML; NO_ACR
1211700450118; NISULID; NISULID; NOT FOUND; 2 PCC GEL CT BG AL X 40 G; NO_ACR
1055000710086; NISALGEN; NISALGEN; NOT FOUND; 5 PCC GEL TOP  CT BG AL X 40 G; NO_ACR
1055000710094; NISALGEN; NISALGEN; NOT FOUND; 20 MG/G GEL CT BG AL X 30 G; NO_ACR
1055000710108; NISALGEN; NISALGEN; NOT FOUND; 20 MG/G GEL CT BG AL X 40 G; NO_ACR
1211700450039; NISULID; NISULID; NOT FOUND; 100 MG SUP 2 STR X 6; NO_ACR
1211700450055; NISULID; NISULID; NOT FOUND; 50 MG SUP 2 STR X 6; NO_ACR
1211700450047; NISULID; NISULID; NOT FOUND; 100 MG COM CT 2 BL AL PLAS INC X 6; NO_ACR
1211700450096; NISULID; NISULID; NOT FOUND; 100 MG COM DISP CT 03 STR AL X 04; NO_ACR
1039405110015; NIMESULIDA; NIMESULIDA; NIMESULIDA; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
1090600860036; NIXLIDE; NIXLIDE; NOT FOUND; 100 MG/ML COM CT BL AL PLAS INC X 12; NO_ACR
1121303900010; NIMESULIDA; NIMESULIDA; NIMESULIDA; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
1294000010010; NIMERIDINA; NIMERIDINA; NOT FOUND; 100 MG COM CT BL AL PVC X 12; NO_ACR
1313400030019; NODOR; NODOR; NOT FOUND; 100 MG COM REV BL AL PLAS INC X 12; NO_ACR
1055000710019; NISALGEN; NISALGEN; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
1039401950027; NORTON; NORTON; NOT FOUND; 30 MG COMP REV CT 2 BL AL PLAST INC X 15; NO_ACR
1057700700039; NIDAZOLIN; NIDAZOLIN; NOT FOUND; 100.000 UI-ML SUS OR CT FR VD AMB GOT X 50 ML; NO_ACR
1090600700055; NISTACINA; NISTACINA; NOT FOUND; SUSP. ORAL GOTAS 50ML; NO_ACR
1057700700020; NIDAZOLIN; NIDAZOLIN; NOT FOUND; 25.000 UI/G CREM VAG CT BG AL X 40 G + APLIC; NO_ACR
1096300530013; NISTATINA; NISTATINA; NISTATINA; 25000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC ; NO_ACR
1096300530021; NISTATINA; NISTATINA; NISTATINA; 25000 UI/G CREM VAG CX 100 BG AL X 60 G (EMB HOSP) + 1400 APLIC; NO_ACR
1096300530048; NISTATINA; NISTATINA; NISTATINA; 25000 UI/G CREM VAG CX 50 BG AL X 60 G + 700 APLIC (EMB HOSP); NO_ACR
1096300530031; NISTATINA; NISTATINA; NISTATINA; 25000 UI/G CREM VAG CX 100 BG AL X 60 G + 1400 APLIC  ; NO_ACR
1186101090012; NITRATO ISOCONAZOL; NITRATO ISOCONAZOL; NITRATO ISOCONAZOL; 10 MG/G CREM VAG CT BG AL X 40 G + 7 APLIC DESC X 5 G; NO_ACR
1489600020031; NITRATO DE MICONAZOL; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM VAG CT BG PLAS X 80 G + 1 APLIC; NO_ACR
1489600020048; NITRATO DE MICONAZOL; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM VAG CX 50 BG PLAS X 80 G + 50 APLIC (EMB HOSP); NO_ACR
1489600020013; NITRATO DE MICONAZOL; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM VAG CT BG AL X 80 G + 1 APLIC; NO_ACR
1489600020021; NITRATO DE MICONAZOL; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G CREM VAG CX 50 BG AL X 80 G + 50 APLIC; NO_ACR
1039400630010; NITRAZEPOL; NITRAZEPOL; NOT FOUND; 5MG COMP CT BL AL PLAST INC X 20 (PORT. 344/98 - L; NO_ACR
1121300430099; NITRENCORD; NITRENCORD; NOT FOUND; 10 MG COM REV CT BL AL PLAST AMB X 30; NO_ACR
1121300430102; NITRENCORD; NITRENCORD; NOT FOUND; 20 MG COM REV CT BL AL PLAST AMB X 30; NO_ACR
1121303020010; NITRENDIPINO; NITRENDIPINO; NITRENDIPINO; 10 MG COM REV CT BL AL PLAS AMB X 30; NO_ACR
1121303020045; NITRENDIPINO; NITRENDIPINO; NITRENDIPINO; 20 MG COM REV CT BL AL PLAS AMB X 30  ; NO_ACR
1018300000009; NITROFURAZONA; NITROFURAZONA; NOT FOUND; CX. C/100 BISNAGAS X 20 GR.; NO_ACR
1018300100011; NITROFURAZONA; NITROFURAZONA; NOT FOUND; CX. C/20 POTES DE 500 GR.; NO_ACR
1211002910016; NITROFURANTOINA; NITROFURANTOINA; NITROFURANTOINA; 100 MG CAP GEL DURACT BL AL PLAS INC X 28; NO_ACR
1211002910024; NITROFURANTOINA; NITROFURANTOINA; NITROFURANTOINA; 100 MG CAP GEL DURACT BL AL PLAS INC X 140 (EMB HOSP); NO_ACR
1211002910032; NITROFURANTOINA; NITROFURANTOINA; NITROFURANTOINA; 100 MG CAP GEL DURACT BL AL PLAS INC X 280 (EMB HOSP); NO_ACR
1125600010012; NPS; NPS; NOT FOUND; 50 MG PO INJ CX 25 FA VD AMB ; NO_ACR
1466800550025; NORFLOXACINO; NORFLOXACINO; NORFLOXACINO; COMP. REV. 400MG FR PLASTICO X 14; NO_ACR
1466800550017; NORFLOXACINO; NORFLOXACINO; NORFLOXACINO; COMP. REV. 400MG FR PLASTICO X 6; NO_ACR
1376400620027; NORFLURIN; NORFLURIN; NOT FOUND; 400 MG COM REV CT BL AL PLAS INC X 700 (EMB HOSP) ; NO_ACR
