1186100930025; HIDYN H; HIDYN H; NOT FOUND; 10 MG/G BISN C/ 30 G - CREME; NO_ACR
1064601190175; HEMOPREX; HEMOPREX; NOT FOUND; 10000 UI/ML SOL INJ CT 1 SER VD INC PREENCH X 1.0 ML; NO_ACR
1064601190183; HEMOPREX; HEMOPREX; NOT FOUND; 10.000UI/ML SOL INJ CT 6 SER VD INC PREENCH X 1.0 ML; NO_ACR
1064601670010; HEPALIN; HEPALIN; NOT FOUND; 5 MG/ML + 50 MG/ML + 25 MG/ML + 71.5 MG/ML SOL OR CT 12 FLAC X 10 ML; NO_ACR
1064601670029; HEPALIN; HEPALIN; NOT FOUND; 5 MG/ML + 50 MG/ML + 25 MG/ML + 71.5 MG/ML SOL OR CX 48 FLAC X 10 ML; NO_ACR
1228300950010; HUMECTOL; HUMECTOL; NOT FOUND; 01 BL X 04 COMP; NO_ACR
1228300950010; HUMECTOL D; HUMECTOL D; NOT FOUND; 02 BL X 10 COMP; NO_ACR
1027000190011; HELIFENICOL; HELIFENICOL; NOT FOUND; SUSP OR FR C/ 60 ML; NO_ACR
1890000110010; HIOARISTON; HIOARISTON; NOT FOUND; 4 MG/ML  + 500 MG/ML SOL INJ CX 50 AMP VD AMB X 5 ML (EMB HOSP); NO_ACR
1376400180019; HIOCIN; HIOCIN; NOT FOUND; 20 MG/ML CX. 100 AMP. 1ML; NO_ACR
1027000800047; HIOARISTON; HIOARISTON; NOT FOUND; 4 MG/ML + 500 MG/ML SOL INJ CX 50 AMP VD AMB X 5 ML (EMB HOSP); NO_ACR
1013100180202; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 12.5 MG COMP CX COM 15; NO_ACR
1013100180210; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 12.5 MG COMP CX COM 30; NO_ACR
1013100180245; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 25 MG COMP CX COM 15; NO_ACR
1013100180253; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 25 MG COMP CX COM 30; NO_ACR
1013100180285; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 50 MG COMP CX COM 15; NO_ACR
1013100180301; HIPOCATRIL; HIPOCATRIL; NOT FOUND; 50 MG COMP CX COM 30; NO_ACR
1090600790021; HEMOPRESS; HEMOPRESS; NOT FOUND; 12.5MG 15CP; NO_ACR
1090600790047; HEMOPRESS; HEMOPRESS; NOT FOUND; 12.5MG 30CP; NO_ACR
1090600790062; HEMOPRESS; HEMOPRESS; NOT FOUND; 25MG 15CP; NO_ACR
1090600790089; HEMOPRESS; HEMOPRESS; NOT FOUND; 25.0 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1090600790100; HEMOPRESS; HEMOPRESS; NOT FOUND; 50MG 15CP; NO_ACR
1090600790127; HEMOPRESS; HEMOPRESS; NOT FOUND; 50 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1163100030017; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 25 MG COM CT 1 BL AL PVC X 10; NO_ACR
1163100030025; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 25 MG COM CT 2 BL AL PVC X 10; NO_ACR
1163100030033; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 25 MG COM CT 6 BL AL PVC X 10; NO_ACR
1163100030041; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 50 MG COM CT 1 BL AL PVC X 10; NO_ACR
1163100030051; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 50 MG COM CT 2 BL AL PVC X 10; NO_ACR
1163100030068; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 50 MG COM CT 6 BL AL PVC X 10; NO_ACR
1163100030076; HIPOTENSIL; HIPOTENSIL; NOT FOUND; 25 MG COM CT 3 BL AL PVC X 10; NO_ACR
1043400050017; HEMOFER; HEMOFER; NOT FOUND; LIQUIDO FR C/ 150 ML; NO_ACR
1043400050028; HEMOFER; HEMOFER; NOT FOUND; CAPS FR C/ 30; NO_ACR
1008100320029; HEPAVITOSE; HEPAVITOSE; NOT FOUND; FR C/ 160 ML; NO_ACR
3200160030; HECROSINE; HECROSINE; NOT FOUND; SOL ORAL FLAC 5 ML CX C 6; NO_ACR
3200160014; HECROSINE; HECROSINE; NOT FOUND; FR.C/20 DRG.; NO_ACR
1092200280017; HEPATOPLEX; HEPATOPLEX; NOT FOUND; SOL ORAL FR C/ 100 ML; NO_ACR
1057700370017; HIPODEX; HIPODEX; NOT FOUND; POM DERM CT BG PLAS X 20 G; NO_ACR
1062400830091; HIDROMAX; HIDROMAX; NOT FOUND; PO PREP EXTEMP CT 4 SACH AL POLIET X 7.337 G; NO_ACR
1062400830103; HIDROMAX; HIDROMAX; NOT FOUND; PO PREP EXTEMP CT 50 SACH AL POLIET X 7.337 G; NO_ACR
1010701080038; HYCAMTIN; HYCAMTIN; NOT FOUND; 0.25 MG CAP GEL DURA CT BL ALU PLAS OPC X 10; NO_ACR
1010701080046; HYCAMTIN; HYCAMTIN; NOT FOUND; 1.0 MG CAP GEL DURA CT BL ALU PLAS OPC X 10; NO_ACR
1062401010010; HIGROMIL 25MG; HIGROMIL 25MG; NOT FOUND; 25 MG COM CT 3 BL AL PLAS INC X 14; NO_ACR
1062401010029; HIGROMIL 50 MG; HIGROMIL 50; NOT FOUND; 50 MG COM CT 2 BL AL PLAS INC X 14; NO_ACR
1092201820010; HERALGLÓS; HERALGLOS; NOT FOUND; 5.000 UI + 900 UI + 150 MG/G POM DERM CT BG AL X 45 G; NO_ACR
1214300160011; HIPOGLÓS; HIPOGLOS; NOT FOUND; 5.000 UI/G - 900 UI/G - 150 MG/G. POM. BISN. 45G.; NO_ACR
1214200100058; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 100 G; NO_ACR
1214200100023; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 45 G; NO_ACR
1214200100041; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 90 G; NO_ACR
1214200100090; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 135 G; NO_ACR
1214200100104; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 25 G; NO_ACR
1214200100015; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 35 G; NO_ACR
1214200100074; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 50 G; NO_ACR
1214200100031; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 70 G; NO_ACR
1214200100082; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 105 G; NO_ACR
1214200100066; HIPOGLÓS; HIPOGLOS; NOT FOUND; POM DERM CT TB PLAS X 250 G; NO_ACR
1123600120032; HALDOL DECANOATO; HALDOL DECANOATO; NOT FOUND; 50MG - INJ - AMP - 3 AMP DE 1 ML; NO_ACR
1123600120040; HALDOL DECANOATO; HALDOL DECANOATO; NOT FOUND; 50 MG/ML SOL INJ CX 5 AMP VD AMB X 1 ML; NO_ACR
1376400780059; HEPTRON; HEPTRON; NOT FOUND; 100 MG/ML SOL INJ CX 10 X 1.0 ML; NO_ACR
1376400780016; HEPTRON; HEPTRON; NOT FOUND; 20 MG/0.2 ML SOL INJ CX 10 SER PRE-ENCHIDA X 0.2 ML; NO_ACR
1376400780024; HEPTRON; HEPTRON; NOT FOUND; 40 MG/0.4 ML SOL INJ CX 10 SER PRE-ENCHIDA X 0.4 ML; NO_ACR
1376400780032; HEPTRON; HEPTRON; NOT FOUND; 60 MG/0.6 ML SOL INJ CX 10 SER PRE-ENCHIDA X 0.6 ML; NO_ACR
1376400780040; HEPTRON; HEPTRON; NOT FOUND; 80 MG/0.8 ML SOL INJ CX 10 SER PRE-ENCHIDA X 0.8 ML; NO_ACR
1376400780059; HEPTRON; HEPTRON; NOT FOUND; 100 MG/ML SOL INJ CX 2 SER PRE-ENCHIDA X 1.0 ML; NO_ACR
1376400780059; HEPTRON; HEPTRON; NOT FOUND; 100 MG/ML SOL INJ CX 2 SER PRE-ENCHIDA X 1.0 ML; NO_ACR
1376400780105; HEPTRON; HEPTRON; NOT FOUND; 100MG SOL INJ CT 2 SER PREENC VD TRANS X 1.0ML + SIST SEGURANCA; NO_ACR
1376400780067; HEPTRON; HEPTRON; NOT FOUND; 20MG SOL INJ CT 10 SER PREENC VD TRANS X 0.2ML + SIST SEGURANCA; NO_ACR
1376400780075; HEPTRON; HEPTRON; NOT FOUND; 40MG SOL INJ CT 10 SER PREENC VD TRANS X 0.4ML + SIST SEGURANCA; NO_ACR
1376400780083; HEPTRON; HEPTRON; NOT FOUND; 60MG SOL INJ CT 10 SER PREENC VD TRANS X 0.6ML + SIST SEGURANCA; NO_ACR
1376400780091; HEPTRON; HEPTRON; NOT FOUND; 80MG SOL INJ CT 10 SER PREENC VD TRANS X 0.8ML + SIST SEGURANCA; NO_ACR
1121300490032; HEMAX; HEMAX; NOT FOUND; 10.000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML; NO_ACR
1121300490237; HEMAX; HEMAX; NOT FOUND; 1000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 1 ML; NO_ACR
1121300490040; HEMAX; HEMAX; NOT FOUND; 2000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML; NO_ACR
1121300490059; HEMAX; HEMAX; NOT FOUND; 3000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML; NO_ACR
1121300490024; HEMAX; HEMAX; NOT FOUND; 4000 UI PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML; NO_ACR
1121300490067; HEMAX; HEMAX; NOT FOUND; 2.000 UI/ML SOL INJ CT SER PRE-ENCH X 0.25 ML; NO_ACR
1121300490105; HEMAX; HEMAX; NOT FOUND; 4.000 UI/ML SOL INJ CT SER PRE-ENCH X 0.5 ML; NO_ACR
1040700190011; HIOSCINA; HIOSCINA; NOT FOUND; 20 MG/ML / AMP - CX C/ 50 AMP C/ 1ML; NO_ACR
1040700190036; HIOSCINA; HIOSCINA; NOT FOUND; 10 MG / COMP / ENV - 10 COMP - CX C/50 ENV; NO_ACR
1039404500014; HORMODOSE; HORMODOSE; NOT FOUND; 0.75 MG/ 1.25G GEL CT TB PLAS VAL DOS X 80 G; NO_ACR
1211000910019; HARMONET; HARMONET; NOT FOUND; CARTUCHO COM 1 CARTELA CALENDARIO X 21 DRAGEAS COM; NO_ACR
1211000910086; HARMONET; HARMONET; NOT FOUND; 0.075 MG + 0.02 MG DRG CT BL AL PLAS INC X 21; NO_ACR
1123600230016; HYPNOMIDATE; HYPNOMIDATE; NOT FOUND; 2 MG/ML  SOL INJ CX 5 AMP VD INC X 10 ML (REST.HOSP); NO_ACR
1017102000026; HETORI; HETORI; NOT FOUND; 60 MG COM REV CT BL AL/AL X 7; NO_ACR
1017102000034; HETORI; HETORI; NOT FOUND; 60 MG COM REV CT BL AL/AL X 14; NO_ACR
1017102000042; HETORI; HETORI; NOT FOUND; 90 MG COM REV CT BL AL/AL X 2; NO_ACR
1017102000050; HETORI; HETORI; NOT FOUND; 90 MG COM REV CT BL AL/AL X 7; NO_ACR
1017102000069; HETORI; HETORI; NOT FOUND; 90 MG COM REV CT BL AL/AL X 14; NO_ACR
1015101060010; HAEMATE P; HAEMATE P; NOT FOUND; 25 UI/ML + 55 UI/ML PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSFERENCIA; NO_ACR
1015101060029; HAEMATE P; HAEMATE P; NOT FOUND; 25 UI/ML + 55 UI/ML PO LIOF INJ CT FA VD INC + FA VD INC DIL X 20 ML + DISP TRANSFERENCIA; NO_ACR
1015101060045; HAEMATE P; HAEMATE P; NOT FOUND; 250 UI + 600 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 5 ML + DISP TRANSFERENCIA; NO_ACR
1015101060053; HAEMATE P; HAEMATE P; NOT FOUND; 500 UI + 1200 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSFERENCIA; NO_ACR
1015101060061; HAEMATE P; HAEMATE P; NOT FOUND; 1000 UI + 2400 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 15 ML + DISP TRANSFERENCIA; NO_ACR
1015101060071; HAEMATE P; HAEMATE P; NOT FOUND; 250 UI + 600 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 5 ML + DISP TRANSF COM FLTR; NO_ACR
1015101060088; HAEMATE P; HAEMATE P; NOT FOUND; 500 UI + 1200 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSF COM FLTR; NO_ACR
1015101060096; HAEMATE P; HAEMATE P; NOT FOUND; 1000 UI + 2400 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 15 ML + DISP TRANSF COM FLTR; NO_ACR
1930400010016; HEMO-8R; HEMO 8R; NOT FOUND; 250 UI PO LIOF INJ CT 1 FA VD INC + FA DIL X 5 ML + CONJ REC E INFUS ; NO_ACR
1930400010024; HEMO-8R; HEMO 8R; NOT FOUND; 500 UI PO LIOF INJ CT 1 FA VD INC + FA DIL X 5 ML + CONJ REC E INFUS ; NO_ACR
1930400010032; HEMO-8R; HEMO 8R; NOT FOUND; 1000 UI PO LIOF INJ CT 1 FA VD INC + FA DIL X 5 ML + CONJ REC E INFUS ; NO_ACR
1930400010040; HEMO-8R; HEMO 8R; NOT FOUND; 1500 UI PO LIOF INJ CT 1 FA VD INC + FA DIL X 5 ML + CONJ REC E INFUS ; NO_ACR
1015101190011; HAEMOCOMPLETTAN P	; HAEMOCOMPLETTAN P; NOT FOUND; 1G PO LIOF CT FA VD INC ; NO_ACR
1015101190021; HAEMOCOMPLETTAN P	; HAEMOCOMPLETTAN P; NOT FOUND; 2G PO LIOF CT FA VD INC ; NO_ACR
1123600110088; HALDOL; HALDOL; NOT FOUND; 5MG - INJ - AMP - 25 AMP DE 1 ML; NO_ACR
1123600110169; HALDOL; HALDOL; NOT FOUND; 5 MG/ML SOL INJ CT 5 AMP VD AMB X 1 ML; NO_ACR
1040700060035; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 0.2 % /FR - CX C/ 50 FR C/10ML; NO_ACR
1123600110074; HALDOL; HALDOL; NOT FOUND; 2MG - GTS - FR - 20 ML; NO_ACR
1123600110185; HALDOL; HALDOL; NOT FOUND; 2 MG/ML SOL OR CT 01 FR PLAS OPC GOT X 30 ML; NO_ACR
1055001580062; HALOPSITOL; HALOPSITOL; NOT FOUND; 2 MG/ML SOL OR CT 50 FR PLAS OPC GOT X 20 ML; NO_ACR
1055001580054; HALOPSITOL; HALOPSITOL; NOT FOUND; 2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
1040700060023; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 5 MG/COMP/ENV - 10 COMP / CX C/20 ENV; NO_ACR
1123600110053; HALDOL; HALDOL; NOT FOUND; 1 MG COM CT BL AL PLAS INC X 20; NO_ACR
1123600110010; HALDOL; HALDOL; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; NO_ACR
1055001580021; HALOPSITOL; HALOPSITOL; NOT FOUND; 1 MG COM CT 10 BL AL PLAS AMB X 20; NO_ACR
1055001580011; HALOPSITOL; HALOPSITOL; NOT FOUND; 1 MG COM CT BL AL PLAS AMB  X 20 ; NO_ACR
1055001580046; HALOPSITOL; HALOPSITOL; NOT FOUND; 5 MG COM CT 10 BL AL PLAS AMB X 20; NO_ACR
1055001580038; HALOPSITOL; HALOPSITOL; NOT FOUND; 5 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1120900980016; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 1 MG CX C/ 20 BLISTERES X 10 COMP; NO_ACR
1120900980024; HALOPERIDOL; HALOPERIDOL; HALOPERIDOL; 5 MG COM CX 20 BL AL PLAS INC X 10 ( EMB. HOSP); NO_ACR
1030800070051; HALODOL; HALODOL; NOT FOUND; 1MG CX 10 BL X 20 COMP; NO_ACR
1030800070086; HALODOL; HALODOL; NOT FOUND; 5MG CX 10 BL X 20 COMP; NO_ACR
1211003060016; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1211003060024; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003060032; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003060040; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
1211003060059; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVDC OPC X10; NO_ACR
1211003060067; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVDC OPC X15; NO_ACR
1211003060075; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003060083; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 25 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1211003060091; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1211003060105; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003060113; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003060121; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
1211003060131; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
1211003060148; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
1211003060156; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003060164; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 100 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1211003060172; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
1211003060180; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
1211003060199; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
1211003060202; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
1211003060210; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
1211003060229; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
1211003060237; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
1211003060245; HEMIFUMARATO DE QUETIAPINA; HEMIFUMARATO QUETIAPINA; HEMIFUMARATO QUETIAPINA; 200 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
1064601830018; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT FR VD AMB X 120 ML + SER DOSAD; NO_ACR
1064601830026; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT 10 FR VD AMB X 120 ML + 10 SER DOSAD (EMB HOSP); NO_ACR
1064601830034; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT 50 FR VD AMB X 120 ML + 50 SER DOSAD (EMB HOSP); NO_ACR
1064601830050; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT 10 FR VD AMB X 50 ML + 10 SER DOSAD (EMB HOSP); NO_ACR
1064601830069; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT 50 FR VD AMB X 50 ML + 50 SER DOSAD (EMB HOSP); NO_ACR
1064601830042; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 2 MG/ML SOL OR CT FR VD AMB X 50 ML + SER DOSAD; NO_ACR
1040701030105; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 6 MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
1040701030016; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 1.5 MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
1040701030040; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 3 MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
1040701030075; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 4.5 MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
1121304420020; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 1.5 MG CAP DURA CT BL AL PLAS INC X 30; NO_ACR
1121304420063; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 3 MG CAP DURA CT BL AL PLAS INC X 30; NO_ACR
1121304420071; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 3 MG CAP DURA CT BL AL PLAS INC X 60; NO_ACR
1121304420101; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 4.5 MG CAP DURA CT BL AL PLAS INC X 30; NO_ACR
1121304420144; HEMITARTARATO DE RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; HEMITARTARATO RIVASTIGMINA; 6 MG CAP DURA CT BL AL PLAS INC  X 30; NO_ACR
1211002890015; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVC INC X 10; NO_ACR
1211002890023; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVC INC X 15; NO_ACR
1211002890031; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVC INC X 20; NO_ACR
1211002890041; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVC INC X 30; NO_ACR
1211002890058; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVDC INC X 10; NO_ACR
1211002890066; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVDC INC X 15; NO_ACR
1211002890074; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVDC INC X 20; NO_ACR
1211002890082; HEMITARTARATO DE ZOLPIDEM; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PVDC INC X 30; NO_ACR
125100001; HEMOLIX; HEMOLIX; NOT FOUND; 5000IU/ML 25FA VD INCX10ML; NO_ACR
