1002000170021; DIANE 35; DIANE 35; NOT FOUND; 2 MG + 0.035 MG DRG CT BL CALEND AL PLAS INC X 21; NO_ACR
1027001100121; DOCLAXIN; DOCLAXIN; NOT FOUND; 1000 MG + 200 MG PO LIOF CX 50 FA VD INC + 50 AMP DIL X 10 ML (EMB HOSP) ; NO_ACR
1027001100073; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 10 FA VD INC + 10 AMP DIL X 10 ML ; NO_ACR
1027001100081; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 20 FA VD INC + 20 AMP DIL X 10 ML ; NO_ACR
1027001100091; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 50 FA VD INC + 50 AMP DIL X 10 ML (EMB HOSP) ; NO_ACR
1027001100138; DOCLAXIN; DOCLAXIN; NOT FOUND; 1000 MG + 200 MG PO LIOF CX 10 FA VD INC (EMB HOSP); NO_ACR
1027001100154; DOCLAXIN; DOCLAXIN; NOT FOUND; 1000 MG + 200 MG PO LIOF CX 100 FA VD INC; NO_ACR
1027001100189; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 100 FA VD INC (EMB HOSP); NO_ACR
1027001100170; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 20 FA VD INC (EMB HOSP); NO_ACR
1027001100146; DOCLAXIN; DOCLAXIN; NOT FOUND; 1000 MG + 200 MG PO LIOF CX 20 FA VD INC (EMB HOSP); NO_ACR
1027001100162; DOCLAXIN; DOCLAXIN; NOT FOUND; 500 MG + 100 MG PO LIOF CX 10 FA VD INC (EMB HOSP); NO_ACR
1039404940049; DEFATIG; DEFATIG; NOT FOUND; 200 MG + 200 MG + 25 MG + 2 MG + 10 MG DRG CT STR X 20; NO_ACR
0; DERMOBENZOL TINTURA; DERMOBENZOL TINTURA; NOT FOUND; VD C/60ML; NO_ACR
1090600850030; DORITRAT; DORITRAT; NOT FOUND; GOTAS 10ML; NO_ACR
1171700140035; DORALFLEX; DORALFLEX; NOT FOUND; GTS 10 ML; NO_ACR
1090600850022; DORITRAT; DORITRAT; NOT FOUND; 300 MG + 50 MG + 35 MG COM CT 25 STR X 4; NO_ACR
1090600850014; DORITRAT; DORITRAT; NOT FOUND; 300 MG + 50 MG + 35 MG COM CT 3 STR X 4; NO_ACR
1014300500012; DALGEX; DALGEX; NOT FOUND; 35MG+50MG+300MG COM CT 24BL AL PLAS AMB X 8; NO_ACR
1171700140019; DORALFLEX; DORALFLEX; NOT FOUND; 35MG+300MG+50MG COM CT BL AL PLAS INC X 16 DISCO; NO_ACR
1171700140027; DORALFLEX; DORALFLEX; NOT FOUND; 35MG+300MG+50MG COM CT BL AL PLAS INC X 100 DISCO; NO_ACR
1171700140051; DORALFLEX; DORALFLEX; NOT FOUND; 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 12; NO_ACR
1171700140043; DORALFLEX; DORALFLEX; NOT FOUND; 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 200 (EMB HOSP); NO_ACR
1057701580029; DORIDINA; DORIDINA; NOT FOUND; 50 MG + 300 MG + 30 MG SOL OR CT FR PLAS OPC CGT X 15 ML; NO_ACR
1228300670026; DORGIL; DORGIL; NOT FOUND; 50 MG/ML + 300 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1057701580010; DORIDINA; DORIDINA; NOT FOUND; 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10; NO_ACR
1228300670042; DORGIL; DORGIL; NOT FOUND; 30MG + 300MG + 30MG DRG DISP 25 BL AL PLAS INC X 6; NO_ACR
1228300670034; DORGIL; DORGIL; NOT FOUND; 30MG + 300MG + 30MG DRG DISP 25 BL AL PLAS INC X 4; NO_ACR
1228300670018; DORGIL; DORGIL; NOT FOUND; 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10; NO_ACR
1090600870015; DORSALDINA; DORSALDINA; NOT FOUND; 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10; NO_ACR
1781701230122; DORIL ENXAQUECA; DORIL ENXAQUECA; NOT FOUND; 250 MG + 250 MG + 65 MG COM REV CT BL AL AL X 100; NO_ACR
1228300470043; DORIL; DORIL; NOT FOUND; 25 BL X 06 COMP; NO_ACR
1228300470019; DORIL; DORIL; NOT FOUND; 25 BL X 04 COMP; NO_ACR
1781700070032; DORIL; DORIL; NOT FOUND; 500 MG + 30 MG COM CT BL AL PLAS INC X 150 (EMB MULT); NO_ACR
1856900030013; DAIVONEX; DAIVONEX; NOT FOUND; 50 MCG/G POM DERM CT BG AL X 30 G; NO_ACR
1856900040035; DAIVOBET; DAIVOBET; NOT FOUND; 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 30 G; NO_ACR
1856900040027; DAIVOBET; DAIVOBET; NOT FOUND; 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 60 G ; NO_ACR
1856900040019; DAIVOBET; DAIVOBET; NOT FOUND; 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 100 G ; NO_ACR
1856900040051; DAIVOBET; DAIVOBET; NOT FOUND; 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 30 G ; NO_ACR
1856900040043; DAIVOBET; DAIVOBET; NOT FOUND; 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 60 G; NO_ACR
1211700830069; DILATREND; DILATREND; NOT FOUND; 12.5 MG COM 4 STR X 4; NO_ACR
1211700830026; DILATREND; DILATREND; NOT FOUND; 25 MG COM 4 STR X 4; NO_ACR
1211700830018; DILATREND; DILATREND; NOT FOUND; 25 MG COM 5 STR X 6; NO_ACR
1211700830077; DILATREND; DILATREND; NOT FOUND; 3.125 MG COM 4 STR X 4; NO_ACR
1211700830050; DILATREND; DILATREND; NOT FOUND; 6.25 MG COM 4 STR X 4; NO_ACR
1211003080017; DICOXIBE; DICOXIBE; NOT FOUND; 100 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
1211003080025; DICOXIBE; DICOXIBE; NOT FOUND; 100 MG CAP DURA CT BL AL PLAS TRANS X 20; NO_ACR
1211003080033; DICOXIBE; DICOXIBE; NOT FOUND; 200 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
1211003080041; DICOXIBE; DICOXIBE; NOT FOUND; 200 MG CAP DURA CT BL AL PLAS TRANS X 15; NO_ACR
1211003080051; DICOXIBE; DICOXIBE; NOT FOUND; 200 MG CAP DURA CT BL AL PLAS TRANS X 30; NO_ACR
1092201110021; DIGEST; DIGEST; NOT FOUND; CAPS CX C/ 30; NO_ACR
1043400030040; DOZBÊ; DOZBE; NOT FOUND; 5000 MCG CX C/ 2 AMP.; NO_ACR
1043400030059; DOZBÊ; DOZBE; NOT FOUND; 5000 MCG CX C/ 25 AMP.; NO_ACR
1043400030067; DOZBÊ; DOZBE; NOT FOUND; 5000 MCG CX C/ 10 COMP.; NO_ACR
1186100100033; DEXADOR; DEXADOR; NOT FOUND; 5000 MCG SOL INJ CT AMP A VD AMB X 2 ML + AMP B VD INC X 1 ML; NO_ACR
1186100100081; DEXADOR; DEXADOR; NOT FOUND; 5 MG + 100 MG + 100 MG +0.5 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
1186100100091; DEXADOR; DEXADOR; NOT FOUND; 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
1186100100017; DEXADOR; DEXADOR; NOT FOUND; 5000 MCG SOL INJ CT 3 AMP A VD AMB X 2 ML + 3 AMP B VD INC X 1 ML; NO_ACR
1186100100025; DEXADOR; DEXADOR; NOT FOUND; INJ CX COM 50 AMP (2MLA + 1MLB); NO_ACR
1186100100103; DEXADOR; DEXADOR; NOT FOUND; 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1027000350047; DALIVIT; DALIVIT; NOT FOUND; INJ CX C/ 1AMP A + 1 AMP B; NO_ACR
1027000350055; DALIVIT; DALIVIT; NOT FOUND; INJ CX C/ 50 AMP A + 50 AMP B; NO_ACR
1586300010014; DEPOCYT; DEPOCYT; NOT FOUND; 10MG/ML SUS INJ CT FA VD INC 5ML; NO_ACR
1781700070040; DORIL; DORIL; NOT FOUND; 500 MG + 30 MG COM CT BL AL PLAS TRANS X 20; NO_ACR
1257600090010; DAUNOXOME; DAUNOXOME; NOT FOUND; 2 MG/ML EMUL INJ CT FR AMP X 25 ML; NO_ACR
1126000680023; DRENISON; DRENISON; NOT FOUND; DRENISON OCLUSIVO - 1 CAIXA COM 200CM; NO_ACR
1126000050011; DRENISON; DRENISON; NOT FOUND; DRENIFORMIO CREME - 1 BISNAGA COM 30 G; NO_ACR
1126000400012; DRENISON; DRENISON; NOT FOUND; DRENISON CREME - 1 BISNAGA COM 30 G; NO_ACR
1126000590016; DRENISON; DRENISON; NOT FOUND; DRENISON N CREME - 1 BISNAGA COM 30 G; NO_ACR
1126000590032; DRENISON; DRENISON; NOT FOUND; DRENISON N POMADA - 1 BISNAGA COM 30 G; NO_ACR
1126000400055; DRENISON; DRENISON; NOT FOUND; DRENISON POMADA - 1 BISNAGA COM 30 G; NO_ACR
1235200300017; DAVIDERM (QUADERMIN); DAVIDERM QUADERMIN; NOT FOUND; CREME DERM BG C/ 20 G; NO_ACR
1155700180035; DEXACLOR; DEXACLOR; NOT FOUND; GEL BIS. C/ 60G C/ 10 APLIC.; NO_ACR
1155700070019; DEXACLOR; DEXACLOR; NOT FOUND; GEL DERMATOLOGICO BISN. C/ 30G; NO_ACR
1057600130014; DERMOL; DERMOL; NOT FOUND; FR 30 ML; NO_ACR
1060300590036; DONNAGEL; DONNAGEL; NOT FOUND; 125 MG/G + 25.000 UI/G + 1.25 MG/G + 12.5 MG/G GEL VAG CT 1 BG AL X 45 G 03; NO_ACR
1172900070012; DILUENTE AP; DILUENTE AP; NOT FOUND; 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 5 ML; NO_ACR
1172900070020; DILUENTE AP; DILUENTE AP; NOT FOUND; 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 6 ML; NO_ACR
1172900020015; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 1.5 ML (EMB HOSP); NO_ACR
1172900020082; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 10.0 ML (EMB HOSP); NO_ACR
1172900020023; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.0 ML (EMB HOSP); NO_ACR
1172900020031; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.5 ML (EMB HOSP); NO_ACR
1172900020041; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 5.0 ML (EMB HOSP); NO_ACR
1172900020058; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 6.0 ML (EMB HOSP); NO_ACR
1172900020066; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 7.0 ML (EMB HOSP); NO_ACR
1172900020074; DILUENTE AQUOSO; DILUENTE AQUOSO; NOT FOUND; 9 MG/ML SOL INJ CX 100 FA VD AMB X 8.0 ML (EMB HOSP); NO_ACR
1121302450011; DEXTRAN; DEXTRAN; NOT FOUND; 40 COM FISIOLGICO FR 500 ML; NO_ACR
1121302520011; DEXTRAN; DEXTRAN; NOT FOUND; 40 COM GLICOSE FR 500 ML; NO_ACR
1211700350024; DUALID-S; DUALID S; NOT FOUND; CAP FR X 20; NO_ACR
1556200080027; DOBUTREX; DOBUTREX; NOT FOUND; 250 MG SOL INJ CT AMP VD INC X 20 ML; NO_ACR
1556200080035; DOBUTREX; DOBUTREX; NOT FOUND; 250 MG SOL INJ CT 10 AMP VD TRANS X 20 ML; NO_ACR
1556200080043; DOBUTREX; DOBUTREX; NOT FOUND; 250 MG SOL INJ CT 20 AMP VD TRANS X 20 ML; NO_ACR
1556200080051; DOBUTREX; DOBUTREX; NOT FOUND; 250 MG SOL INJ CT 30 AMP VD TRANS X 20 ML; NO_ACR
1556200080061; DOBUTREX; DOBUTREX; NOT FOUND; 250 MG SOL INJ CT 40 AMP VD TRANS X 20 ML; NO_ACR
1027000920018; DOBUTARISTON; DOBUTARISTON; NOT FOUND; 12.5 MG/ML SOL INJ CX 20 AMP VD INC X 20 ML; NO_ACR
1126000490062; DOBUTREX; DOBUTREX; NOT FOUND; DOBUTREX 250 MG 1 AMP. COM 20 ML; NO_ACR
1126000490011; DOBUTREX; DOBUTREX; NOT FOUND; DOBUTREX 250 MG 1 BOLSA COM 250 ML; NO_ACR
1126000490021; DOBUTREX; DOBUTREX; NOT FOUND; DOBUTREX 500 MG 1 BOLSA COM 250 ML; NO_ACR
1890000200011; DOBUTARISTON; DOBUTARISTON; NOT FOUND; 12.5 MG/ML SOL INJ CX 20 AMP VD INC  X 20 ML; NO_ACR
1010702860010; DANPEZIL; DANPEZIL; NOT FOUND; 5.0 MG COM REV CT BL AL/AL X 10; NO_ACR
1010702860029; DANPEZIL; DANPEZIL; NOT FOUND; 5.0 MG COM REV CT BL AL/AL X 30; NO_ACR
1010702860053; DANPEZIL; DANPEZIL; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1010702860045; DANPEZIL; DANPEZIL; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
1010702860088; DANPEZIL; DANPEZIL; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1010702860071; DANPEZIL; DANPEZIL; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
1010702860118; DANPEZIL; DANPEZIL; NOT FOUND; 10 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1010702860101; DANPEZIL; DANPEZIL; NOT FOUND; 10 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
1027000930013; DOPABANE; DOPABANE; NOT FOUND; 5 MG/ML SOL INJ CX 10 AMP VD INC X 10 ML; NO_ACR
1890000130011; DOPABANE; DOPABANE; NOT FOUND; 5 MG/ML SOL INJ CX 10 AMP VD INC X 10 ML; NO_ACR
101310079; DOCLIN; DOCLIN; NOT FOUND; 100 MG COMP VER CX C/300; NO_ACR
101310079; DOCLIN; DOCLIN; NOT FOUND; 100 MG COMP VER CX COM 15; NO_ACR
1211700130013; DESOBESI-M; DESOBESI M; NOT FOUND; CAP 2 BL X 10; NO_ACR
1211700130024; DESOBESI-M; DESOBESI M; NOT FOUND; CAP 2 BL X 15; NO_ACR
1039405450037; DESCON RINUS; DESCON RINUS; NOT FOUND; 2.0 MG/ML + 2.5 MG/ML SOL ORAL CT FR PLAS OPC GOT X 20 ML ; NO_ACR
1039404910050; DESCON; DESCON; NOT FOUND; SOL ORAL CT FR PLAST GOT X 20ML; NO_ACR
1039404910077; DESCON; DESCON; NOT FOUND; SOL ORAL FR VD AMB X 120ML; NO_ACR
1039404910026; DESCON; DESCON; NOT FOUND; CAPS GEL DURA CT VD AMB X20; NO_ACR
1039404910131; DESCON; DESCON; NOT FOUND; 400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS INC X 100; NO_ACR
1039404910115; DESCON; DESCON; NOT FOUND; 400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS INC X 12; NO_ACR
1039404910123; DESCON; DESCON; NOT FOUND; 400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS INC X 40; NO_ACR
1214300180053; DIATYL; DIATYL; NOT FOUND; 400 MG/CAP - 4MG/CAP - 4MG/CAP. CAPSULA. BLISTER. 4.; NO_ACR
1214300180010; DIATYL; DIATYL; NOT FOUND; 400 MG + 4 MG + 4 MG CAP GEL DURA CT 4 BL AL PLAS INC X 4; NO_ACR
1065500050010; DIARRESEC; DIARRESEC; NOT FOUND; CX C/ 12 COMP; NO_ACR
1121303750027; DEPAXAN; DEPAXAN; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1121303750035; DEPAXAN; DEPAXAN; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1121303750019; DEPAXAN; DEPAXAN; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1211000890158; DIMETAPP; DIMETAPP; NOT FOUND; CARTUCHO CONTENDO 1 FRASCO COM 150 ML (EXPECTORANTE); NO_ACR
1211000890071; DIMETAPP; DIMETAPP; NOT FOUND; 0.20 MG/ML + 3 MG/ML ELX CT FR PLAS AMB X 120 ML 01; NO_ACR
1211000890085; DIMETAPP; DIMETAPP; NOT FOUND; 0.20 MG/ML + 3 MG/ML ELX CT FR PLAS AMB X 30 ML + SERINGA DOSADORA 01; NO_ACR
1211000890123; DIMETAPP; DIMETAPP; NOT FOUND; CARTUCHO CONTENDO 2 BLISTERES COM 14 COMPRIMIDOS CADA (COMPRIMIDOS); NO_ACR
1211000890131; DIMETAPP; DIMETAPP; NOT FOUND; 4 MG + 60 MG CAP GEL CT BL PLAS INC X 20; NO_ACR
1013100840083; DIAMINE; DIAMINE; NOT FOUND; 150 MG COMP REV CX C/ 240; NO_ACR
1013100840024; DIAMINE; DIAMINE; NOT FOUND; 150 MG COMP REV CX COM 20; NO_ACR
1013100840040; DIAMINE; DIAMINE; NOT FOUND; 300 MG COMP REV CX COM 16; NO_ACR
1121302980029; DEPRILAN; DEPRILAN; NOT FOUND; 5 MG COM CT  BL AL PLAS INC X 20; NO_ACR
1186102770033; DPREV; DPREV; NOT FOUND; 2000 UI COM REV CT BL AL PLAS BCO X 30  ; NO_ACR
1186102770017; DPREV; DPREV; NOT FOUND; 1000 UI COM REV CT BL AL PLAS BCO X 30; NO_ACR
1186102770068; DPREV; DPREV; NOT FOUND; 5000 UI COM REV CT BL AL PLAS BCO X 30; NO_ACR
1186102770084; DPREV; DPREV; NOT FOUND; 7000 UI COM REV CT BL AL PLAS BCO X 30; NO_ACR
1186102770025; DPREV; DPREV; NOT FOUND; 1000 UI COM REV CT BL AL PLAS BCO X 60; NO_ACR
1186102770041; DPREV; DPREV; NOT FOUND; 2000 UI COM REV CT BL AL PLAS BCO X 60; NO_ACR
1186102770051; DPREV; DPREV; NOT FOUND; 5000 UI COM REV CT BL AL PLAS BCO X 8 ; NO_ACR
1186102770076; DPREV; DPREV; NOT FOUND; 7000 UI COM REV CT BL AL PLAS BCO X 8  ; NO_ACR
1228303740041; DERMIL; DERMIL; NOT FOUND; 5000 UI + 900 UI + 150 MG / G POM DERM CT BG PLAS X 20 G; NO_ACR
1228303740051; DERMIL; DERMIL; NOT FOUND; 5000 UI + 900 UI + 150 MG / G POM DERM CT BG PLAS X 45 G; NO_ACR
1228303740068; DERMIL; DERMIL; NOT FOUND; 5000 UI + 900 UI + 150 MG / G POM DERM CT BG PLAS X 90 G; NO_ACR
1781700180040; DERMIL; DERMIL; NOT FOUND; (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 20 G  ; NO_ACR
1781700180059; DERMIL; DERMIL; NOT FOUND; (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 45 G ; NO_ACR
1781700180067; DERMIL; DERMIL; NOT FOUND; (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 90 G  ; NO_ACR
1064601840048; DACARBAZINA; DACARBAZINA; DACARBAZINA; 200 MG PO LIOF SOL INJ CT FA VD AMB; NO_ACR
1064601840021; DACARBAZINA; DACARBAZINA; DACARBAZINA; 100 MG PO LIOF SOL INJ CT 10 FA VD AMB; NO_ACR
1064601840031; DACARBAZINA; DACARBAZINA; DACARBAZINA; 100 MG PO LIOF SOL INJ CT 50 FA VD AMB; NO_ACR
1064601840013; DACARBAZINA; DACARBAZINA; DACARBAZINA; 100 MG PO LIOF SOL INJ CT FA VD AMB; NO_ACR
1064601840056; DACARBAZINA; DACARBAZINA; DACARBAZINA; 200 MG PO LIOF SOL INJ CT 10 FA VD AMB; NO_ACR
1064601840064; DACARBAZINA; DACARBAZINA; DACARBAZINA; 200 MG PO LIOF SOL INJ CT 50 FA VD AMB; NO_ACR
1274800070013; DETIMEDAC; DETIMEDAC; NOT FOUND; 200 MG PO LIOF INJ CT FA VD AMB X 10; NO_ACR
1018300660017; DACTINOMICINA-D; DACTINOMICINA D; NOT FOUND; CX. C/12 AMPOLAS X 5 ML; NO_ACR
1017100080035; DECADURABOLIN; DECADURABOLIN; NOT FOUND; 25 MG/ML SOL INJ CT AMP VD INC X 1 ML; NO_ACR
1017100080027; DECADURABOLIN; DECADURABOLIN; NOT FOUND; 50 MG/ML SOL INJ CT AMP VD INC X 1 ML; NO_ACR
1017100130032; DURATESTON; DURATESTON; NOT FOUND; 30 MG + 60 MG + 100 MG + 60 MG SOL INJ CT AMP VD INC X 1 ML; NO_ACR
1123633900010; DACOGEN; DACOGEN; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC; NO_ACR
1057701330022; DEOTRIN; DEOTRIN; NOT FOUND; 0.20 MG/ML LOC CT FR PLAS OPC X 100 ML; NO_ACR
1057701330014; DEOTRIN; DEOTRIN; NOT FOUND; 0.20 MG/ML SHAMP CT FR PLAS OPC X 100 ML; NO_ACR
1105700440022; DERMETRIN; DERMETRIN; NOT FOUND; 20 MG SHAMP FR PLAS OPC X 100 ML; NO_ACR
1105700440014; DERMETRIN; DERMETRIN; NOT FOUND; 20 MG LOC CT FR PLAS OPC X 100 ML; NO_ACR
1057701330030; DEOTRIN; DEOTRIN; NOT FOUND; SAB 100 G SABONETE; NO_ACR
1121304580036; DESLORATADINA; DESLORATADINA; DESLORATADINA; 0.5 MG/ML XPE CT FR PLAS AMB X 100 ML + SER DOS; NO_ACR
1121304560043; DESLORATADINA; DESLORATADINA; DESLORATADINA; 5 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1017101740018; DESOGESTREL; DESOGESTREL; DESOGESTREL; 0.075 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
1017101750013; DESOGESTREL + ETINILESTRADIOL; DESOGESTREL ETINILESTRADIOL; NOT FOUND; 0.15 MG + 0.02 MG COM CT BL AL PLAS INC X 21; NO_ACR
1017101760019; DESOGESTREL + ETINILESTRADIOL; DESOGESTREL ETINILESTRADIOL; NOT FOUND; 0.15 MG + 0.03 MG COM CT BL AL PLAS INC X 21; NO_ACR
1017101770014; DESOGESTREL + ETINILESTRADIOL + DESOGESTREL + ETINILESTRADIOL; DESOGESTREL ETINILESTRADIOL DESOGESTREL ETINILESTRADIOL; NOT FOUND; 0.125/0.030 MG 15 COM BRANCOS + 0.025/0.040 MG 7 COM AZUIS CT BL AL PLAS INC X 22; NO_ACR
1106500030702; DECADRON; DECADRON; NOT FOUND; 2 MG.SOL.INJ.CT.C/ 2FA X 1 ML; NO_ACR
1106500030729; DECADRON; DECADRON; NOT FOUND; 4 MG.SOL.INJ.CT.C/ 1FA X 2.5 ML; NO_ACR
1106500230019; DECADRONAL; DECADRONAL; NOT FOUND; CX. C/FA X 2 ML; NO_ACR
1106500270040; DUO-DECADRON; DUO DECADRON; NOT FOUND; DUO-DECADRON INJ. 2ML - SEM SERINGA; NO_ACR
1106500030648; DECADRON; DECADRON; NOT FOUND; ELX.CT.C/FR. 120 ML; NO_ACR
