1186101270037; VITIZIN E; VITIZIN E; NOT FOUND; 400UI CX C/ 30 CAPSULAS; NO_ACR
1057700690069; VITATONUS; VITATONUS; NOT FOUND; DRG CX CT 1 BL X 20; NO_ACR
1121303070050; VASOGARD; VASOGARD; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303070069; VASOGARD; VASOGARD; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 60; NO_ACR
1121303070026; VASOGARD; VASOGARD; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303070034; VASOGARD; VASOGARD; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 60; NO_ACR
1121303070085; VASOGARD; VASOGARD; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 7; NO_ACR
1121303070077; VASOGARD; VASOGARD; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 7; NO_ACR
1065500120026; VESSEL; VESSEL; NOT FOUND; 25MG COMP. CX C/30; NO_ACR
1065500120042; VESSEL; VESSEL; NOT FOUND; 75MG COMP. CX C/30; NO_ACR
1028500240019; VITONIL; VITONIL; NOT FOUND; SOLUCAO CX. FR. VD. 250ML; NO_ACR
1028500240030; VITONIL; VITONIL; NOT FOUND; SOLUCAO CX. FR. VD. 500ML; NO_ACR
1007700260000; VINHO CITRATO DE FERRO; VINHO CITRATO FERRO; NOT FOUND; CAPSULA 40 UNID; NO_ACR
1039405020016; VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL; VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL; NOT FOUND; 0.5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
1039405010010; VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL; VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL; NOT FOUND; 0.5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G; NO_ACR
1121304440031; VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL; VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL; NOT FOUND; 0.5 MG/G + 1.0 MG/G + 10.0 MG/G + 10.0 MG/G POM DERM CT BG AL X 20 G ; NO_ACR
1121304160037; VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL; VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL; NOT FOUND; 0.5 MG /G + 1.0 MG /G + 10.0 MG /G + 10.0 MG/G CREM DERM CT BG AL X 20G; NO_ACR
1057700530049; VISALMIN; VISALMIN; NOT FOUND; 5 MG/ML SOL OFT CT FR PLAS GOT X 10ML; NO_ACR
1039404950011; VISODIN; VISODIN; NOT FOUND; 0.5 MG + 0.015 MG/ML SOL OC CT FR PLAS X 24 ML ; NO_ACR
1010702800018; VOTRIENT; VOTRIENT; NOT FOUND; 200 MG COM REV CT FR PLAS OPC X 30; NO_ACR
1010702800026; VOTRIENT; VOTRIENT; NOT FOUND; 200 MG COM REV CT FR PLAS OPC X 90; NO_ACR
1010702800034; VOTRIENT; VOTRIENT; NOT FOUND; 400 MG COM REV CT FR PLAS OPC X 30; NO_ACR
1010702800042; VOTRIENT; VOTRIENT; NOT FOUND; 400 MG COM REV CT FR PLAS OPC X 60; NO_ACR
1556200050020; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC; NO_ACR
1556200050012; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC; NO_ACR
1556200050039; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 500 MG PO LIOF INJ CX 25 FA VD INC; NO_ACR
1556200050055; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC + BOLS FLEX SIST FECH X 100 ML; NO_ACR
1556200050047; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 1 G PO LIOF INJ CX 25 FA VD INC; NO_ACR
1027000830027; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO LIOF INJ CX 20 FA VD INC + DIL X 10 ML  ; NO_ACR
1027000830043; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO LIOF INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
1027000830051; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO LIOF INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
1027000830035; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO LIOF INJ CX 20 FA VD INC +  DIL AMP PLAS X 10 ML ; NO_ACR
1126000130041; VANCOCINA; VANCOCINA; NOT FOUND; VANCOCINA 1G - 1 AMPOLA 20 ML; NO_ACR
1126000130031; VANCOCINA; VANCOCINA; NOT FOUND; VANCOCINA 500 MG - 1 AMPOLA 10 ML; NO_ACR
1890000170064; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CT FA VD INC TIPO 1 + AMP DIL X 10 ML ; NO_ACR
1890000170072; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL X 10 ML (EMB HOSP); NO_ACR
1890000170080; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL PLAS X 10 ML (EMB HOSP); NO_ACR
1890000170099; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 (EMB HOSP); NO_ACR
1890000170102; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 100 FA VD INC TIPO 1 (EMB HOSP); NO_ACR
1468200360061; VENIZ XR; VENIZ XR; NOT FOUND; 37.5 MG COM LIB PROL CT BL AL AL X 7 ; NO_ACR
1468200360086; VENIZ XR; VENIZ XR; NOT FOUND; 37.5 MG COM LIB PROL CT BL AL AL X 14; NO_ACR
1468200360108; VENIZ XR; VENIZ XR; NOT FOUND; 37.5 MG COM LIB PROL CT BL AL AL X 30; NO_ACR
1468200360116; VENIZ XR; VENIZ XR; NOT FOUND; 75 MG COM LIB PROL CT BL AL AL X 7; NO_ACR
1468200360132; VENIZ XR; VENIZ XR; NOT FOUND; 75 MG COM LIB PROL CT BL AL AL X 14; NO_ACR
1468200360159; VENIZ XR; VENIZ XR; NOT FOUND; 75 MG COM LIB PROL CT BL AL AL X 30; NO_ACR
1468200360167; VENIZ XR; VENIZ XR; NOT FOUND; 150 MG COM LIB PROL CT BL AL AL X 7; NO_ACR
1468200360183; VENIZ XR; VENIZ XR; NOT FOUND; 150 MG COM LIB PROL CT BL AL AL X 14; NO_ACR
1468200360205; VENIZ XR; VENIZ XR; NOT FOUND; 150 MG COM LIB PROL CT BL AL AL X 30; NO_ACR
1027001120015; VASOTON; VASOTON; NOT FOUND; 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML; NO_ACR
1890000430015; VASOTON; VASOTON; NOT FOUND; 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML; NO_ACR
1013100310051; VERACORON; VERACORON; NOT FOUND; 80 MG DRG CX COM 30; NO_ACR
1214200090011; VICK VAPORUB; VICK VAPORUB; NOT FOUND; 28.2MG/G+52.6MG/G+13.3MG/G UNG CT LT AL X 12 G; NO_ACR
1214200090117; VICK VAPORUB; VICK VAPORUB; NOT FOUND; 28.2 MG/G + 52.6 MG/G + 13.3 MG/G UNG CT PT PLAS OPC X 30 G; NO_ACR
1214200090044; VICK VAPORUB; VICK VAPORUB; NOT FOUND; 28.2MG/G+52.6MG/G+13.3MG/G UNG CT PT PLAS OPC X 50 G; NO_ACR
1214300030035; VICK VAPORUB; VICK VAPORUB; NOT FOUND; 28.2 MG/G - 52.6 MG/G - 13.3 MG/G. UNGUENTO. POTE 40G.; NO_ACR
1057700310036; VAGITRIN N; VAGITRIN N; NOT FOUND; CREME VAG CT BG AL X 30 G + APLICADOR; NO_ACR
1060300610011; VENDREX; VENDREX; NOT FOUND; CX. C/1 BL. X 20 COMP. X 50 MG.; NO_ACR
1057701590075; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 25 MG/ML SOL INJ CX 5 AMP VD AMB X 3 ML; NO_ACR
1057701590113; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 10 MG/G GEL CT BG AL X 30 G; NO_ACR
1057701590105; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 10 MG/G GEL CT BG AL X 60 G; NO_ACR
1057701590032; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1057701590024; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1057701590059; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 75 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1057700730041; VOLTRIX; VOLTRIX; NOT FOUND; 25 MG/ML SOL INJ CT 10 AMP X 3 ML; NO_ACR
1057700730021; VOLTRIX; VOLTRIX; NOT FOUND; 15 MG/ML SUS OR GT CT FR X 10; NO_ACR
1057700730078; VOLTRIX; VOLTRIX; NOT FOUND; 50 MG COM DISP CT BL AL PLAST INC X 10; NO_ACR
1057700730031; VOLTRIX; VOLTRIX; NOT FOUND; AP CX 10 DRG (DICLOFENACO DE POTASSIO); NO_ACR
1517000150012; VOLTASIL; VOLTASIL; NOT FOUND; 75MG/3ML CAIXA COM 100 UND 3ML EM VIDRO; NO_ACR
102640023; VITA BRONC; VITA BRONC; NOT FOUND; XPE FR AMBAR 100 ML; NO_ACR
102640023; VITA BRONC; VITA BRONC; NOT FOUND; POMADA BISNAGA C/10 GR; NO_ACR
1026400230010; VITA BRONC; VITA BRONC; NOT FOUND; POMADA LATA 9 GR; NO_ACR
1002901350232; VYTORIN; VYTORIN; NOT FOUND; 10MG + 10 MG COM CT BL AL AL X 14; NO_ACR
1002901350240; VYTORIN; VYTORIN; NOT FOUND; 10MG + 10 MG COM CT BL AL AL X 28; NO_ACR
1002901350070; VYTORIN; VYTORIN; NOT FOUND; 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
1002901350089; VYTORIN; VYTORIN; NOT FOUND; 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 28 ; NO_ACR
1002901350119; VYTORIN; VYTORIN; NOT FOUND; 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
1002901350127; VYTORIN; VYTORIN; NOT FOUND; 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 28 ; NO_ACR
1002901350161; VYTORIN; VYTORIN; NOT FOUND; 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 28; NO_ACR
1002901350151; VYTORIN; VYTORIN; NOT FOUND; 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
1002901350186; VYTORIN; VYTORIN; NOT FOUND; 10MG / 20 MG COM CT BL PVC BRANCO ACLAR AL X 7; NO_ACR
1027000580020; VIKATRON; VIKATRON; NOT FOUND; 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
1890000100015; VIKATRON; VIKATRON; NOT FOUND; 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
1257600190015; VIREAD; VIREAD; NOT FOUND; 300 MG COM REV FR PLAS OPC X 30 ; NO_ACR
1304500070031; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1304500070048; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CT FA VD INC X 15 ML; NO_ACR
1304500070072; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CX 10 FA VD INC X 10 ML; NO_ACR
1304500070080; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CX 10 FA VD INC X 15 ML; NO_ACR
1002001220014; VENTAVIS; VENTAVIS; NOT FOUND; 10 MCG/ML SOL NEB CT 30 AMP VD INC X 2 ML; NO_ACR
1015101100012; VENIMMUNA N; VENIMMUNA N; NOT FOUND; 50 MG/ML PO LIOF INJ FA VD INC + DIL X 10 ML; NO_ACR
1015101100020; VENIMMUNA N; VENIMMUNA N; NOT FOUND; 50 MG/ML PO LIOF INJ FA VD INC + DIL X 50 ML; NO_ACR
1015101100039; VENIMMUNA N; VENIMMUNA N; NOT FOUND; 50 MG/ML PO LIOF INJ FA VD INC + DIL X 100 ML; NO_ACR
1039405180013; VISIPAQUE; VISIPAQUE; NOT FOUND; 270 MG I/ML SOL INJ CT FA VD INC X 50 ML ; NO_ACR
1039405180021; VISIPAQUE; VISIPAQUE; NOT FOUND; 270 MG I/ML SOL INJ CT FA VD INC X 100 ML ; NO_ACR
1039405180048; VISIPAQUE; VISIPAQUE; NOT FOUND; 320 MG I/ML SOL INJ CT FA VD INC X 100 ML ; NO_ACR
1039405180031; VISIPAQUE; VISIPAQUE; NOT FOUND; 320 MG I/ML SOL INJ CT FA VD INC X 50 ML ; NO_ACR
1839600020012; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FA VD TRANS X 50 ML  ; NO_ACR
1839600020055; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 50 ML   ; NO_ACR
1839600020020; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FA VD ITRANS X 100 ML  ; NO_ACR
1839600020063; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 100 ML   ; NO_ACR
1839600020071; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 150 ML   ; NO_ACR
1839600020081; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 500 ML   ; NO_ACR
1839600020039; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FA VD TRANS X 50 ML   ; NO_ACR
1839600020047; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FA VD TRANS X 100 ML   ; NO_ACR
1839600020101; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FR PLAS TRANS X100 ML  ; NO_ACR
1839600020098; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FR PLAS TRANS X 50 ML   ; NO_ACR
1139800230016; VASCORAY; VASCORAY; NOT FOUND; 520.0MG/ML + 260.0MG/ML SOL INJ CX 50 FA VD INC X; NO_ACR
1376400800017; VITRAT; VITRAT; NOT FOUND; 150 MG COM VER; NO_ACR
1468200060201; VENALAPRIL; VENALAPRIL; NOT FOUND; 10MG 30 COMP.; NO_ACR
1468200060325; VENALAPRIL; VENALAPRIL; NOT FOUND; 20MG 30 COMP.; NO_ACR
1121300210026; VINCETRON; VINCETRON; NOT FOUND; COM CT 2 BL 15; NO_ACR
1062402270016; VASOSEX; VASOSEX; NOT FOUND; CAIXA COM 4 CPDS; NO_ACR
1171700370022; VASOVIRIL; VASOVIRIL; NOT FOUND; 40 MG COM CT BL AL PLAS INC X 4; NO_ACR
1054300530018; VARMET; VARMET; NOT FOUND; 250MG COMP CX 3 BLX10; NO_ACR
1054300530026; VARMET; VARMET; NOT FOUND; 250MG COMP CX 50BLX10; NO_ACR
1054300530034; VARMET; VARMET; NOT FOUND; 500MG COMP CX 3 BLX10; NO_ACR
1468200090011; VENOPRESSIN; VENOPRESSIN; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1468200090062; VENOPRESSIN; VENOPRESSIN; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1468200090054; VENOPRESSIN; VENOPRESSIN; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 500 ; NO_ACR
1468200090021; VENOPRESSIN; VENOPRESSIN; NOT FOUND; 500 MG COM REV CT  BL AL PLAS INC X 500; NO_ACR
1017101970013; VIATINE; VIATINE; NOT FOUND; 10 MG COM REV CT BL AL AL X 10; NO_ACR
1017101970031; VIATINE; VIATINE; NOT FOUND; 10 MG COM REV CT BL AL AL X 30; NO_ACR
1017101970048; VIATINE; VIATINE; NOT FOUND; 5 MG COM MAST CT BL AL AL X 10; NO_ACR
1017101970056; VIATINE; VIATINE; NOT FOUND; 5 MG COM MAST CT BL AL AL X 30; NO_ACR
1017101970080; VIATINE; VIATINE; NOT FOUND; 4 MG COM MAST CT BL AL AL X 30; NO_ACR
1017101970072; VIATINE; VIATINE; NOT FOUND; 4 MG COM MAST CT BL AL AL X 10; NO_ACR
1017101970099; VIATINE; VIATINE; NOT FOUND; 4 MG GRAN OR CT ENV AL / PLAS X 10; NO_ACR
1017101970102; VIATINE; VIATINE; NOT FOUND; 4 MG GRAN OR CT ENV AL / PLAS X 30; NO_ACR
1037202220014; VAGICAND; VAGICAND; NOT FOUND; 0.02 G/G CREM VAG CT BG AL X 40 G + 7 APLIC ; NO_ACR
1037202220022; VAGICAND; VAGICAND; NOT FOUND; 0.02 G/G CREM VAG CT  BG PLAS X 40 G + 7 APLIC; NO_ACR
1039402010044; VICTRIX; VICTRIX; NOT FOUND; 40 MG PO LIOF INJ CT FR AMP VD AMB + DIL X 10 ML; NO_ACR
1781700490041; VICTRIX; VICTRIX; NOT FOUND; 40 MG PO LIOF INJ CT FR AMP VD AMB + DIL X 10 ML; NO_ACR
1039402010087; VICTRIX; VICTRIX; NOT FOUND; 10MG FR 14 CAPS; NO_ACR
1039402010117; VICTRIX; VICTRIX; NOT FOUND; 20 MG CAP GEL MICROG CT FR PLAS OPC X 14; NO_ACR
1039402010109; VICTRIX; VICTRIX; NOT FOUND; 20MG FR 7 CAPS; NO_ACR
1039402010125; VICTRIX; VICTRIX; NOT FOUND; 40MG FR 7 CAPS; NO_ACR
1781700490112; VICTRIX; VICTRIX; NOT FOUND; 20 MG CAP GEL MICROG CT FR PLAS OPC X 14; NO_ACR
1064601960027; VECTIBIX; VECTIBIX; NOT FOUND; 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 5 ML ; NO_ACR
1064601960019; VECTIBIX; VECTIBIX; NOT FOUND; 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 20 ML; NO_ACR
1214200010032; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG/5G. PO PARA PREPARACOES EXTEMPORANEAS. ENV 5G.; NO_ACR
1214200010040; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG/5G. PO PARA PREPARACOES EXTEMPORANEAS. CT 5 ENV X 5G.; NO_ACR
1214200010121; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (CAMOMILA); NO_ACR
1214200010131; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (CANELA E MACA); NO_ACR
1214200010105; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG PO PREP EXTEMP CT 5 ENV AL POLIET X 5 G (CAMOMILA); NO_ACR
1214200010172; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG PO PREP EXTEMP CT 5 ENV AL POLIET X 5 G (CANELA E MACA); NO_ACR
1214200010067; VICK PYRENA; VICK PYRENA; NOT FOUND; 500 MG PO PREP EXTEMP CT 50 ENV AL POLIET X 5 G (MEL E LIMAO); NO_ACR
1106301210013; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 5ML; NO_ACR
1106301210021; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 5 FA VD INC + SUS INJ CT BL 5 FA VD INC X 2.5ML; NO_ACR
1106301210031; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 2.5ML; NO_ACR
1106301230014; VACINA POLIOMIELITE 1, 2 E 3 (ATENUADA); VACINA POLIOMIELITE 1 2 E 3 ATENUADA; NOT FOUND; SUS OR CT 50 BG PLAS X 2.5ML; NO_ACR
1010703060018; VACINA MENINGOCÓCICA ACWY (CONJUGADA); VACINA MENINGOCOCICA ACWY CONJUGADA; VACINA MENINGOCOCICA ACWY CONJUGADA; PO LIOF INJ CT FA VD INC + SOL DIL SER VD INC X 0.5 ML; NO_ACR
1106301220019; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 0.5 ML; NO_ACR
1106301220027; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 50 FA + 50 AMP DIL X 2.5 ML; NO_ACR
1106301220035; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 5.0 ML; NO_ACR
1106301220043; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 2.5 ML; NO_ACR
1106301220051; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 50 FA + 50 AMP DIL X 5.0 ML ; NO_ACR
1106301220061; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 3 FA + 3 AMP VD INC DIL X 0.5 ML; NO_ACR
1106301140015; VACINA CONTRA MENINGITE A E C; VACINA CONTRA MENINGITE A E C; NOT FOUND; PO LIOF INJ X 50 DOSES CX 50 FA VD INC + DIL X 25 ML&NBSP;01&NBSP;01; NO_ACR
1106301140023; VACINA CONTRA MENINGITE A E C; VACINA CONTRA MENINGITE A E C; NOT FOUND; PO LIOF INJ X 10 DOSES CX 10 FA VD AMB + DIL X 5.0 ML ; NO_ACR
1127000140019; VITALYN; VITALYN; NOT FOUND; FR C/30 COMP VER; NO_ACR
1123633920011; VITARE; VITARE; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
1186101130030; VITERVIT; VITERVIT; NOT FOUND; COM REV CT BL AL PLAS INC X 30; NO_ACR
1010700830082; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 10 MCG SUS INJ CT 25 FA VD INC X 0.5 ML; NO_ACR
1010700830066; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 10 MCG SUS INJ CT FA VD INC X 0.5 ML; NO_ACR
