1057700160046; GEROTREX H3; GEROTREX H3; NOT FOUND; FR 30 DRG; NO_ACR
1739000050038; GAVISCON ADVANCE; GAVISCON ADVANCE; NOT FOUND; 100MG/ML + 20 MG/ML SUS CT FR VD AMB X 300ML; NO_ACR
1739000020023; GAVISCON; GAVISCON; NOT FOUND; 50 MG/ML + 26.7 MG/ML + 16 MG/ML SUS OR CT 12 ENV AL LAM X 10 ML; NO_ACR
1739000020015; GAVISCON; GAVISCON; NOT FOUND; 50 MG/ML + 26.7 MG/ML + 16 MG/ML SUS OR FR VD AMB X 150 ML; NO_ACR
1739000020058; GAVISCON; GAVISCON; NOT FOUND; 50 MG/ML + 26.7 MG/ML + 16 MG/ML SUS OR CT 24 ENV AL LAM X 10 ML; NO_ACR
1739000020082; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 16; NO_ACR
1739000020090; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 24; NO_ACR
1739000020104; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 32; NO_ACR
1739000020112; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 32 (EMB MULT); NO_ACR
1739000020139; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 4; NO_ACR
1739000020120; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 48 (EMB MULT); NO_ACR
1739000020074; GAVISCON; GAVISCON; NOT FOUND; 250 MG + 133.5 MG + 80 MG COM MAS CT BL AL PVC/PE/PVDC X 8; NO_ACR
1047600410010; GRIPERAL; GRIPERAL; NOT FOUND; DRG CX 25 BL 4 UN; NO_ACR
SI/NC; GERMOXIL; GERMOXIL; NOT FOUND; 250MG/ 5ML SUSP ORAL FR 150 ML; NO_ACR
1092201420025; GERMOXIL; GERMOXIL; NOT FOUND; 500 MG CAP CT C/ 3 STR X 4; NO_ACR
1521300210035; GENOCILINA; GENOCILINA; NOT FOUND; CX C/ 1FRAS C/100ML 250MG; NO_ACR
1521300210019; GENOCILINA; GENOCILINA; NOT FOUND; CX C/01 BL C/12 CAPS 500MG; NO_ACR
1521300260059; GENOPRESS; GENOPRESS; NOT FOUND; CX C/02BL C/14 COMP 100MG; NO_ACR
1521300260016; GENOPRESS; GENOPRESS; NOT FOUND; CX C/01BL C/30 COMP 25MG; NO_ACR
1521300260040; GENOPRESS; GENOPRESS; NOT FOUND; CX C/01BL C/30 COMP 50MG; NO_ACR
1046200130011; GOTAS NICAN; GOTAS NICAN; NOT FOUND; FRASCO COM 30 ML; NO_ACR
1521300170033; GENOVASC; GENOVASC; NOT FOUND; CX C/02BL C/15 COMP 10MG; NO_ACR
1521300170017; GENOVASC; GENOVASC; NOT FOUND; CX C/01BL C/30 COMP 5MG; NO_ACR
1677301280039; GLAUCUR; GLAUCUR; NOT FOUND; 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
1677301280012; GLAUCUR; GLAUCUR; NOT FOUND; 0.3 MG/ML SOL OFT CT FR PLAS OPC GOT X 3 ML; NO_ACR
1026900210035; GRIPOL; GRIPOL; NOT FOUND; CX FR COM 60 ML; NO_ACR
1026900210019; GRIPOL; GRIPOL; NOT FOUND; CX COM 2 BL X 10 DRG A E B; NO_ACR
1026900210051; GRIPOL; GRIPOL; NOT FOUND; DISPLAY CX COM BL 25 X 4; NO_ACR
1026900210043; GRIPOL; GRIPOL; NOT FOUND; DISPLAY CX COM BL 25X 10; NO_ACR
1002000220015; GESTADINONA; GESTADINONA; NOT FOUND; 250 MG/ML + 5 MG/ML  SOL INJ CT AMP VD AMB X 1  ML; NO_ACR
1521300030010; GENOPTRIL; GENOPTRIL; NOT FOUND; CX C/01BL C/30 COMP 12.5MG; NO_ACR
1521300030037; GENOPTRIL; GENOPTRIL; NOT FOUND; CX C/01BL C/30 COMP 25MG; NO_ACR
1521300030053; GENOPTRIL; GENOPTRIL; NOT FOUND; CX C/01BL C/30 COMP 50MG; NO_ACR
1171700210017; GASTROFTAL; GASTROFTAL; NOT FOUND; (35.6 + 37 + 47.6) MG/ML SUS OR CT FR PLAS AMB X 240 ML; NO_ACR
1171700210114; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 100 (SABOR ABACAXI); NO_ACR
1171700210122; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 100 (SABOR LIMAO); NO_ACR
1171700210130; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 100 (SABOR LARANJA); NO_ACR
1171700210149; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 25 (SABOR ABACAXI); NO_ACR
1171700210181; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 25  (SABOR LARANJA) ; NO_ACR
1171700210165; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 25(SABOR LIMAO) ; NO_ACR
1171700210157; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 50(SABOR ABACAXI); NO_ACR
1171700210173; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 50(SABOR LIMAO); NO_ACR
1171700210191; GASTROFTAL; GASTROFTAL; NOT FOUND; (178+ 185+ 230) MG / 5 G PO EFEV CT ENV AL PLAS X 50 (SABOR LARANJA); NO_ACR
1057600930024; GASTREX; GASTREX; NOT FOUND; CX COM MAST 4X4; NO_ACR
1171700210025; GASTROFTAL; GASTROFTAL; NOT FOUND; (178 + 185 + 230) MG COM MAST CT BL AL PLAS INC X 30 ; NO_ACR
1171700210041; GASTROFTAL; GASTROFTAL; NOT FOUND; (178 + 185 + 230) MG COM MAST CT BL AL PLAS INC X 20 ; NO_ACR
1064601260051; GAMACEF; GAMACEF; NOT FOUND; 1 G PO LIOF INJ IV CX 50 FA VD INC X 1.05 G + 50 AMP DIL 10 ML (EMB. HOSP.); NO_ACR
1064601260068; GAMACEF; GAMACEF; NOT FOUND; 2G - CX COM 50FR/AMP + DIL; NO_ACR
1508200380012; GENUXAL; GENUXAL; NOT FOUND; 1000 MG PO PREP EXTEMP INJ CX 10 FA VD INC X 75 ML; NO_ACR
1508200380055; GENUXAL; GENUXAL; NOT FOUND; 200 MG PO PREP EXTEMP INJ CX 10 FA VD INC X 20 ML; NO_ACR
1508200380098; GENUXAL; GENUXAL; NOT FOUND; 50 MG DRG REV ENTERICO CT FR VD AMB X 50 ; NO_ACR
1521300250029; GENODINE; GENODINE; NOT FOUND; CX C/02BL C/14 COMP; NO_ACR
1028500250022; GEGRIP; GEGRIP; NOT FOUND; ELIXIR CX. FR. VD. 60ML; NO_ACR
1028500250014; GEGRIP; GEGRIP; NOT FOUND; CX. STRIP C/ 12 COMP.; NO_ACR
1028500250049; GEGRIP; GEGRIP; NOT FOUND; CX. STRIP C/ 120 COMP.; NO_ACR
1017100640011; GINESTATIN; GINESTATIN; NOT FOUND; 125 MG + 28750 UI + 1.25 MG CREME VAG CARTUCHO BIS; NO_ACR
1228300830015; GURGOL; GURGOL; NOT FOUND; 25 ENV X 04 PAST; NO_ACR
7898103650238; GARGOMAX; GARGOMAX; NOT FOUND; 1.34 MG PAS CT 2 STR X 6 (SABOR LIMAO); NO_ACR
7898106500283; GARGOMAX; GARGOMAX; NOT FOUND; 1.34 MG PAS CT 2 STR X 6 (SABOR MORANGO); NO_ACR
1781700240019; GURGOL; GURGOL; NOT FOUND; 1.25 MG PAST CX STR X 100 (EMB MULT); NO_ACR
1057700330031; GARGOCETIL; GARGOCETIL; NOT FOUND; FR 100 ML LIQUIDO; NO_ACR
1057700330023; GARGOCETIL; GARGOCETIL; NOT FOUND; CX 12 PAST; NO_ACR
1097100010057; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; BOLSA 500 ML; NO_ACR
1097100010035; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; FR 1000 ML; NO_ACR
1097100010019; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; FR 250 ML; NO_ACR
1097100010027; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; FR 500 ML; NO_ACR
1097100010065; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; BOLSA 1000 ML; NO_ACR
1097100010049; GLICOFISIOLÓGICA; GLICOFISIOLOGICA; NOT FOUND; BOLSA 250 ML; NO_ACR
1070400040030; GLICOSE 5%CLSD 0,9%; GLICOSE 5 CLSD 0 9; NOT FOUND; SOLINJ5%+0.9%AMP1000; NO_ACR
1070400040049; GLICOSE 5%CLSD 0,9%; GLICOSE 5 CLSD 0 9; NOT FOUND; SOLINJ5%+0.9%AMP500; NO_ACR
1070400040057; GLICOSE 5%CLSD 0,9%; GLICOSE 5 CLSD 0 9; NOT FOUND; SOLINJ5%+0.9%AMP250; NO_ACR
1121302430088; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ 10 FR PLAS X 1000 ML; NO_ACR
1121302430061; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ 40 FR PLAS X 250 ML; NO_ACR
1121302430071; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ 20 FR PLAS X 500 ML; NO_ACR
1121302430053; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ X BOLSA PLAS TRANS X 1000 ML; NO_ACR
1121302430029; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ X BOLSA PLAS TRANS X 250 ML; NO_ACR
1121302430010; GLICOFISIOLÓGICO; GLICOFISIOLOGICO; NOT FOUND; 5% + 0.9% SOL INJ X BOLSA PLAS TRANS X 500 ML; NO_ACR
1651200030068; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ CX 40 FR PLAS TRANS X 250 ML; NO_ACR
1651200030076; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ CX 20 FR PLAS TRANS X 500 ML; NO_ACR
1651200030084; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ CX 10 FR PLAS TRANS X 1000 ML; NO_ACR
1651200030017; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML; NO_ACR
1651200030114; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH  X 1000 ML   ; NO_ACR
1651200030092; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH  X 250 ML   ; NO_ACR
1651200030106; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH  X 500 ML   ; NO_ACR
1651200030149; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH  X 1000 ML    ; NO_ACR
1651200030122; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH  X 250 ML  ; NO_ACR
1651200030130; GLICOSE + CLORETO DE SÓDIO; GLICOSE CLORETO SODIO; NOT FOUND; 50 MG/ML + 9 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH  X 500 ML    ; NO_ACR
1514300060030; GEMCIRED; GEMCIRED; NOT FOUND; 1.000 MG CX COM 1 FR; NO_ACR
1514300060014; GEMCIRED; GEMCIRED; NOT FOUND; 200 MG CX COM 1 FR; NO_ACR
1126000170041; GEMZAR; GEMZAR; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC X 50 ML; NO_ACR
1126000170033; GEMZAR; GEMZAR; NOT FOUND; 200 MG PO LIOF INJ CT FA VD INC X 10 ML; NO_ACR
1064601950013; GENCIX; GENCIX; NOT FOUND; 200 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML; NO_ACR
1064601950021; GENCIX; GENCIX; NOT FOUND; 200 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 10 ML; NO_ACR
1064601950031; GENCIX; GENCIX; NOT FOUND; 200 MG PO LIOF SOL INJ CT 10 FA VD TRANS X 10 ML; NO_ACR
1064601950048; GENCIX; GENCIX; NOT FOUND; 1 G PO LIOF SOL INJ CT FA VD TRANS X 50 ML; NO_ACR
1064601950056; GENCIX; GENCIX; NOT FOUND; 1 G PO LIOF SOL INJ CT 5 FA VD TRANS X 50 ML; NO_ACR
1064601950064; GENCIX; GENCIX; NOT FOUND; 1 G PO LIOF SOL INJ CT 10 FA VD TRANS X 50 ML; NO_ACR
1047600210037; GASTROTANOL; GASTROTANOL; NOT FOUND; SUSP VD 200 ML; NO_ACR
1047600210010; GASTROTANOL; GASTROTANOL; NOT FOUND; MAST CX 20 COMP; NO_ACR
SI/NC; GASTROTANOL; GASTROTANOL; NOT FOUND; MAST CX 200 COMP; NO_ACR
1039400420032; GLIPLEX; GLIPLEX; NOT FOUND; 2.5MG + 0.02MG + 0.5MG + 1.25MG + 25MG/ML SOL INJ; NO_ACR
1039400420016; GLIPLEX; GLIPLEX; NOT FOUND; 3MG + 0.025MG + 0.5MG + 1.253MG + 30MG/ML SOL INJ; NO_ACR
1521300160011; GENOTAK; GENOTAK; NOT FOUND; CX C/02BL C/10 COMP 150MG; NO_ACR
1521300160038; GENOTAK; GENOTAK; NOT FOUND; CX C/02BL C/10 COMP 300MG; NO_ACR
1026400460024; GASTAK; GASTAK; NOT FOUND; 150 MG COM VER CT STRIP AL X 20; NO_ACR
1057700150012; GELFLEX; GELFLEX; NOT FOUND; POM DERM CT BG X 45 G; NO_ACR
1206000080011; GELAPON; GELAPON; NOT FOUND; 44.4 MG/G + 20 MG/G + 4.44 MG/G + 222.2 MG/G POM DERM CT BG AL X 20 G; NO_ACR
1781700270031; GELOL; GELOL; NOT FOUND; AER TB AL X 60 ML; NO_ACR
1781700270041; GELOL; GELOL; NOT FOUND; LIN CT FR PLAS OPC X 45 ML; NO_ACR
1781700270015; GELOL; GELOL; NOT FOUND; POM DERM CT BG AL X 20 G; NO_ACR
1228300190032; GELOL; GELOL; NOT FOUND; TB X 60 ML AEROSOL; NO_ACR
1228300190148; GELOL; GELOL; NOT FOUND; 10 ENV X 02 EMP; NO_ACR
1228300190131; GELOL; GELOL; NOT FOUND; 10 ENV X 04 EMP; NO_ACR
1228300190121; GELOL; GELOL; NOT FOUND; 10 ENV X 10 EMP; NO_ACR
1228300190083; GELOL; GELOL; NOT FOUND; FR X 45 ML LINIMENTO; NO_ACR
1228300190067; GELOL; GELOL; NOT FOUND; BISN X 20 G POMADA; NO_ACR
1017100820026; GRACIAL; GRACIAL; NOT FOUND; 0.125/0.030 MG 15 COM BRANCOS + 0.025/0.040 MG 7 COM AZUIS CT BL AL PLAS INC X 22; NO_ACR
1186100280047; GYNAX N; GYNAX N; NOT FOUND; 60 MG/G + 0.064 MG/G + 20.000 UI + 10 MG/G + 2 MG/G + 0.40 MG/G CREM VAG CT 10 APLIC DESCART PRE-ENVASADO X 5G; NO_ACR
1186100280012; GYNAX N; GYNAX N; NOT FOUND; 60 MG/G + 0.064 MG/G + 20.000 UI + 10 MG/G + 2 MG/G + 0.40 MG/G CREM VAG CT BG AL X 60 G + 1 APLIC; NO_ACR
1186100280020; GYNAX N; GYNAX N; NOT FOUND; 60 MG/G + 0.064 MG/G + 20.000 UI + 10 MG/G + 2 MG/G + 0.40 MG/G CREM VAG CT BG AL X 60 G + 10 APLIC; NO_ACR
1057700440088; GASTROFLAT; GASTROFLAT; NOT FOUND; 75 MG/ML EMU OR CT FR PLAS OPC CGT X 10 ML; NO_ACR
1057700440074; GASTROFLAT; GASTROFLAT; NOT FOUND; 40 MG COM CT BL AL PLAS INC X 20; NO_ACR
1057700440096; GASTROFLAT MAX; GASTROFLAT MAX; NOT FOUND; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10; NO_ACR
1168000190102; GASTROBION; GASTROBION; NOT FOUND; 37MG SUSP ORAL CX 12 X 10ML FLACONETE; NO_ACR
1068901430077; GASTROBION; GASTROBION; NOT FOUND; 37 MG +40 MG + 5 MG/ML SUS OR CT FR PLAS OPC X 150 ML; NO_ACR
1068901430085; GASTROBION; GASTROBION; NOT FOUND; 37 MG + 40 MG + 5 MG/ML SUS OR CT FR PLAS OPC X 340 ML; NO_ACR
1068901430141; GASTROBION; GASTROBION; NOT FOUND; 37 MG +40 MG + 5 MG/ML SUS OR CT FR PLAS OPC X 240 ML; NO_ACR
1168000190064; GASTROBION; GASTROBION; NOT FOUND; GEL FLACONETES CX 1 X 12; NO_ACR
1168000190102; GASTROBION; GASTROBION; NOT FOUND; 37MG SUSP ORAL CX 12 X 10ML FLACONETE; NO_ACR
1168000190013; GASTROBION; GASTROBION; NOT FOUND; 37 MG +40 MG + 5 MG/ML SUS OR CT FR PLAS OPC X 150 ML; NO_ACR
1168000190021; GASTROBION; GASTROBION; NOT FOUND; 37 MG + 40 MG + 5 MG/ML SUS OR CT FR PLAS OPC X 340 ML; NO_ACR
1451700030013; GASCOL; GASCOL; NOT FOUND; SUS OR FR 240ML; NO_ACR
1206000020017; GASTRIZAN; GASTRIZAN; NOT FOUND; 200+200+20 MG/5 ML SUS OR CT FR VD AMB X 150ML; NO_ACR
1026400380012; GASTROVIT; GASTROVIT; NOT FOUND; FR C/150 ML SUSPENSAO ORAL; NO_ACR
1168000190031; GASTROBION; GASTROBION; NOT FOUND; 153MG COMP MAST BL AL X 12; NO_ACR
1252100300020; GRIPEFAGO - C; GRIPEFAGO C; NOT FOUND; 25 BL 04 COMP; NO_ACR
1252100300015; GRIPEFAGO - C; GRIPEFAGO C; NOT FOUND; DRG CT BL AL PLAS INC X 20; NO_ACR
1057700660043; GRIPONIA INJETÁVEL A & B; GRIPONIA INJETAVEL A B; NOT FOUND; CX 50 A & 50 B; NO_ACR
1057700660015; GRIPONIA; GRIPONIA; NOT FOUND; CX 20 DRG; NO_ACR
1014300630013; GOTAS BINELLI; GOTAS BINELLI; NOT FOUND; 20MG/ML SOL OR FR PLAS OPC X 10ML; NO_ACR
1014300700011; GOTAS BINELLI; GOTAS BINELLI; NOT FOUND; 30 MG/ML SOL ORAL CT FR PLAS OPC GOT X 10 ML; NO_ACR
1022900300010; GRATIA; GRATIA; NOT FOUND; FLACONETE 10 ML; NO_ACR
1002000720056; GINEDISC; GINEDISC; NOT FOUND; 100 CX C/ 6 SISTEMAS; NO_ACR
1002000720013; GINEDISC; GINEDISC; NOT FOUND; 25 25 CX C/ 6 SISTEMAS; NO_ACR
1002000720030; GINEDISC; GINEDISC; NOT FOUND; 50 50 CX C/ 6 SISTEMAS; NO_ACR
1002000770010; GINEDISC 50 PLUS; GINEDISC 50 PLUS; NOT FOUND; CX C/ 8 ADES; NO_ACR
1211002780031; GESTODENO + ETINILESTRADIOL; GESTODENO ETINILESTRADIOL; NOT FOUND; 0.060MG + 0.0015MG COM REV CT BL AL PLAS INC X 72; NO_ACR
1211002780015; GESTODENO + ETINILESTRADIOL; GESTODENO ETINILESTRADIOL; NOT FOUND; 0.060MG + 0.0015MG COM REV CT BL AL PLAS INC X 24; NO_ACR
1211002790010; GESTODENO + ETINILESTRADIOL; GESTODENO ETINILESTRADIOL; NOT FOUND; 0.075 MG + 0.03 MG DRG CT BL AL PLAS INC X 21; NO_ACR
1002000680046; GYNERA; GYNERA; NOT FOUND; 0.075 MG + 0.03 MG DRG CT BL CALEND AL PLAS INC X 21; NO_ACR
1002000680046; GYNERA; GYNERA; NOT FOUND; 0.075 MG + 0.03 MG DRG CT BL CALEND AL PLAS INC X 21; NO_ACR
1514300040013; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 5 FA VD INC X 1 ML ; NO_ACR
1514300040056; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 5 SER PREENCH PLAS INC X 1 ML ; NO_ACR
1514300040064; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 10 SER PREENCH PLAS INC X 1 ML  ; NO_ACR
1514300040048; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 1 SER PREENCH PLAS INC X 1 ML  ; NO_ACR
1055000440011; GIARLAM; GIARLAM; NOT FOUND; 10 MG/ML SUS OR CT FR VD AMB X 70 ML; NO_ACR
1055000440020; GIARLAM; GIARLAM; NOT FOUND; 200 MG COM CT BL AL PLAS INC X 14; NO_ACR
1466800530024; GABAPENTINA; GABAPENTINA; GABAPENTINA; 300 MG CAP GEL DURA CT FR PLAS OPC X 30; NO_ACR
1466800530040; GABAPENTINA; GABAPENTINA; GABAPENTINA; CAPS 400 MG FR X 30; NO_ACR
1121302590018; GABAPENTINA; GABAPENTINA; GABAPENTINA; 300 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
1018300740016; GANCICLOVIR; GANCICLOVIR; GANCICLOVIR; CX C/25 FR.AMP+DILUENTES; NO_ACR
1376400500013; GANVIREN; GANVIREN; NOT FOUND; 250 MG CAPS CX FR 84; NO_ACR
1466800390011; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; COMP. 600MG FR PLASTICO X 30; NO_ACR
1103901890010; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS OPC X 24   ; NO_ACR
1103901890029; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS OPC X 240 (EMB HOSP)   ; NO_ACR
1103901890037; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS OPC X 30 (EMB FRAC); NO_ACR
1103901890045; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS OPC X 60 (EMB FRAC); NO_ACR
1103901890053; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS OPC X 90 (EMB FRAC); NO_ACR
1103901890061; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG COM REV CT BL AL PLAS OPC X 12 ; NO_ACR
1103901890071; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG COM REV CT BL AL PLAS OPC X 200 (EMB HOSP); NO_ACR
1103901890088; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG COM REV CT BL AL PLAS OPC X 30 (EMB FRAC); NO_ACR
1103901890096; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG COM REV CT BL AL PLAS OPC X 60 (EMB FRAC); NO_ACR
1103901890101; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 900 MG COM REV CT BL AL PLAS OPC X 90 (EMB FRAC); NO_ACR
1121302230011; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1466800120012; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; COMP. 5MG CX 1 BL X 30; NO_ACR
1466800120020; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; COMP. 5MG CX 3 BL X 10; NO_ACR
1062402260010; GLIMIL 5MG; GLIMIL 5MG; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1018301060019; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COMP CX 50 ENV ALUM X 10; NO_ACR
1433600050014; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG CX C/50 ENV.X10 COMP.; NO_ACR
