509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509507501174415, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 250 ML                                                      , FRS
509507502170413, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 500 ML                                                         , FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509507501174415, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 250 ML                                                      , FRS
509507502170413, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 500 ML                                                         , FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509507501174415, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 250 ML                                                      , FRS
509507502170413, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 500 ML                                                         , FRS
509507602159411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CT AMP VD INC X 10 ML, FRS
509507601152413, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML, FRS
509507603155411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML , FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, CAIXA COM 10 FRASCO DE 20, FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, 216 MG/ML SOL INJ CT 10 FR AMP PLAS X 20 ML, FRS
509507501174415, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 250 ML, FRS
509507502170413, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 500 ML, FRS
509507602159411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CT AMP VD INC X 10 ML, FRS
509507601152413, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML, FRS
509507603155411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509501115159417, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509501116155415, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML , FRS
509505810153416, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML, FRS
509505808159410, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML, FRS
509505809155419, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505812156412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML , FRS
509505815155417, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
509505813152410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250 ML, FRS
509505814159419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500 ML, FRS
509501114152419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML&nbsp;01, FRS
509505806156414, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 1000 ML , FRS
509505805151419, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 250 ML , FRS
509501113156410, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 50 ML, FRS
509505807152412, GLICOSE, GLICOSE, GLICOSE, 50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML, FRS
509505811151417, GLICOSE, GLICOSE, GLICOSE, 500 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML , FRS
509503901151411, GLYCOPHOS, GLYCOPHOS, NOT FOUND, 216 MG/ML SOL INJ CT 10 FR AMP PLAS X 20 ML, FRS
509507501174415, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 250 ML, FRS
509507502170413, GLICENAX                                                                                            , GLICENAX, NOT FOUND, 120 MG/ML SOL RET CX FR PLAS OPC X 500 ML, FRS
509507602159411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CT AMP VD INC X 10 ML, FRS
509507601152413, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML, FRS
509507603155411, GLICONATO DE CÁLCIO, GLICONATO CALCIO, GLICOEPTONATO CALCIO 99M TC, 100 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML, FRS
509501117151413, GLICOSE, GLICOSE, GLICOSE, 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000 ML , FRS
