505204301117412; GEROTREX H3; GEROTREX H3; NOT FOUND; FR 30 DRG; NO_ACR
522710801117119; GESTODENO + ETINILESTRADIOL; GESTODENO ETINILESTRADIOL; NOT FOUND; 0.060MG + 0.0015MG COM REV CT BL AL PLAS INC X 72; NO_ACR
522710803111118; GESTODENO + ETINILESTRADIOL; GESTODENO ETINILESTRADIOL; NOT FOUND; 0.075 MG + 0.03 MG DRG CT BL AL PLAS INC X 21; NO_ACR
507500701155416; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 5 FA VD INC X 1 ML ; NO_ACR
507500702151414; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 5 SER PREENCH PLAS INC X 1 ML ; NO_ACR
507500703158412; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 10 SER PREENCH PLAS INC X 1 ML  ; NO_ACR
507500704154410; GRANOMAX; GRANOMAX; NOT FOUND; 300 MCG SOL INJ CT 1 SER PREENCH PLAS INC X 1 ML  ; NO_ACR
521106801117117; GABAPENTINA; GABAPENTINA; GABAPENTINA; 300 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
521106901111110; GENFIBROZILA; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
521107001114111; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
517002801112416; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COMP CX 50 ENV ALUM X 10; NO_ACR
505301501141416; GLICEROL; GLICEROL; GLICEROL; SUP RET CT STR X 6 (ADULTO); NO_ACR
505301502148414; GLICEROL; GLICEROL; GLICEROL; SUP RET CT STR X 6 (INFANTIL); NO_ACR
517002902156419; GLICOSE; GLICOSE; GLICOSE; 50% SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
505210201110119; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
521120503111116; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
505210202117117; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 30; NO_ACR
521120502113115; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 30  ; NO_ACR
505210203113115; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30; NO_ACR
521120501117117; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30   ; NO_ACR
541312030007706; GLUCONATO DE CALCIO; GLUCONATO CALCIO; NOT FOUND; 100 MG/ML SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
515107102137416; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 100 ML + CP MED (SAB. BAUNILHA); NO_ACR
515107103133414; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 100 ML + CP MED (SAB. MORANGO); NO_ACR
515107104131415; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 120 ML + CP MED (SBR BAUNILHA); NO_ACR
515107105136410; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 120 ML + CP MED (SBR MORANGO); NO_ACR
515107101130418; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 150 ML + CP MED (SAB. BAUNILHA); NO_ACR
514602201138416; GASTRONOL; GASTRONOL; NOT FOUND; 62 MG/ML SUS OR CT FR VD AMB X 100 ML; NO_ACR
514602202134414; GASTRONOL; GASTRONOL; NOT FOUND; 62 MG/ML SUS OR CT FR VD AMB X 200 ML ; NO_ACR
530902501163315; GYNO ICADEN; GYNO ICADEN; NOT FOUND; 10 MG/G CREM VAG CT BG X 40 G + 7 APLIC; NO_ACR
530902601117315; GYNO-ICADEN; GYNO ICADEN; NOT FOUND; 600 MG/OVULO CT 1 STRIP X 1 + LUVA; NO_ACR
530913070012203; GYNO ICADEN; GYNO ICADEN; NOT FOUND; 600 MG OVL CT STRIP  X 1 + DEDEIRA; NO_ACR
505204501167413; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G CREM DERM BG CT X 28 G; NO_ACR
505204503178412; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G PO POTE CT 30 G; NO_ACR
505204504166418; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G CREM VAG CT BG AL X 50 + APLIC; NO_ACR
505204502171414; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG-ML LOC TOP CT FR PLAS OPC X 30 ML; NO_ACR
516201101139418; GADUOL; GADUOL; NOT FOUND; FR C/ 10 ML; NO_ACR
511302201138410; GINOFLORAX; GINOFLORAX; NOT FOUND; 100 MILHOES/ML SUS GINEC CT 7 FLAC X 5 ML + 7 APLIC GINEC; NO_ACR
511302101168415; GINCONAZOL; GINCONAZOL; NOT FOUND; 40 MG/5G CREM VAG CT BG AL X 30 G + 5 APLIC X 5 G; NO_ACR
