505208801114415; VIETA; VIETA; NOT FOUND; CX 30 CAPS; NO_ACR
501300603150317; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 500 MG PO LIOF INJ CX 25 FA VD INC; NO_ACR
501300604157412; VANCOCINA CP; VANCOCINA CP; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC + BOLS FLEX SIST FECH X 100 ML; NO_ACR
541313040014004; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CT FA VD INC TIPO 1 + AMP DIL X 10 ML ; NO_ACR
541313040014104; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL X 10 ML (EMB HOSP); NO_ACR
541313040014204; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL PLAS X 10 ML (EMB HOSP); NO_ACR
541313040014304; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 (EMB HOSP); NO_ACR
541313040014404; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO SOL INJ IV CX 100 FA VD INC TIPO 1 (EMB HOSP); NO_ACR
541313070015114; VASOTON; VASOTON; NOT FOUND; 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML; NO_ACR
501807601152419; VASOTON; VASOTON; NOT FOUND; 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML; NO_ACR
505208701160415; VAGITRIN N; VAGITRIN N; NOT FOUND; CREME VAG CT BG AL X 30 G + APLICADOR; NO_ACR
505209204160415; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 10 MG/G GEL CT BG AL X 30 G; NO_ACR
505209206163411; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 10 MG/G GEL CT BG AL X 60 G; NO_ACR
505209201110417; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 100 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
505209205159410; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 25 MG/ML SOL INJ CX 5 AMP VD AMB X 3 ML; NO_ACR
505209202117415; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
505209203113413; VOLTAFLAN; VOLTAFLAN; NOT FOUND; 75 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
505209304130410; VOLTRIX; VOLTRIX; NOT FOUND; 15 MG/ML SUS OR GT CT FR X 10; NO_ACR
505209305153414; VOLTRIX; VOLTRIX; NOT FOUND; 25 MG/ML SOL INJ CT 10 AMP X 3 ML; NO_ACR
525503401118216; VYTORIN; VYTORIN; NOT FOUND; 10MG + 10 MG COM CT BL AL AL X 14; NO_ACR
525503403110212; VYTORIN; VYTORIN; NOT FOUND; 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
525503405113219; VYTORIN; VYTORIN; NOT FOUND; 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
525503408112213; VYTORIN; VYTORIN; NOT FOUND; 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 14; NO_ACR
525503402114214; VYTORIN; VYTORIN; NOT FOUND; 10MG + 10 MG COM CT BL AL AL X 28; NO_ACR
525503404117210; VYTORIN; VYTORIN; NOT FOUND; 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 28 ; NO_ACR
525503406111211; VYTORIN; VYTORIN; NOT FOUND; 10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 28 ; NO_ACR
525503407116215; VYTORIN; VYTORIN; NOT FOUND; 10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 28; NO_ACR
525503409119319; VYTORIN; VYTORIN; NOT FOUND; 10MG / 20 MG COM CT BL PVC BRANCO ACLAR AL X 7; NO_ACR
541312030003104; VIKATRON; VIKATRON; NOT FOUND; 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
501806101156417; VIKATRON; VIKATRON; NOT FOUND; 10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML; NO_ACR
533200601111312; VIREAD; VIREAD; NOT FOUND; 300 MG COM REV FR PLAS OPC X 30 ; NO_ACR
538400101156414; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
538400103159410; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CX 10 FA VD INC X 10 ML; NO_ACR
538400102152412; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CT FA VD INC X 15 ML; NO_ACR
538400104155419; VIEWGAM; VIEWGAM; NOT FOUND; 469 MG/ML SOL INJ CX 10 FA VD INC X 15 ML; NO_ACR
541612090001114; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FA VD ITRANS X 100 ML  ; NO_ACR
541612090001204; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 100 ML   ; NO_ACR
541612090001304; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 150 ML   ; NO_ACR
541612090000914; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FA VD TRANS X 50 ML  ; NO_ACR
541612090001004; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 50 ML   ; NO_ACR
541612090001404; VISIPAQUE; VISIPAQUE; NOT FOUND; 550 MG/ML SOL INJ CT FR PLAS TRANS  X 500 ML   ; NO_ACR
541612090001614; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FA VD TRANS X 100 ML   ; NO_ACR
541612090001704; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FR PLAS TRANS X100 ML  ; NO_ACR
541612090001514; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FA VD TRANS X 50 ML   ; NO_ACR
541612090001804; VISIPAQUE; VISIPAQUE; NOT FOUND; 652 MG/ML SOL INJ CT FR PLAS TRANS X 50 ML   ; NO_ACR
527314040012404; VIATINE; VIATINE; NOT FOUND; 10 MG COM REV CT BL AL AL X 10; NO_ACR
527314040012504; VIATINE; VIATINE; NOT FOUND; 10 MG COM REV CT BL AL AL X 30; NO_ACR
527314040012604; VIATINE; VIATINE; NOT FOUND; 5 MG COM MAST CT BL AL AL X 10; NO_ACR
527314040012704; VIATINE; VIATINE; NOT FOUND; 5 MG COM MAST CT BL AL AL X 30; NO_ACR
527314040012804; VIATINE; VIATINE; NOT FOUND; 4 MG COM MAST CT BL AL AL X 30; NO_ACR
527314040012904; VIATINE; VIATINE; NOT FOUND; 4 MG COM MAST CT BL AL AL X 10; NO_ACR
527314040013004; VIATINE; VIATINE; NOT FOUND; 4 MG GRAN OR CT ENV AL / PLAS X 10; NO_ACR
527314040013104; VIATINE; VIATINE; NOT FOUND; 4 MG GRAN OR CT ENV AL / PLAS X 30; NO_ACR
542613080000004; VAGICAND; VAGICAND; NOT FOUND; 0.02 G/G CREM VAG CT BG AL X 40 G + 7 APLIC ; NO_ACR
542613080000104; VAGICAND; VAGICAND; NOT FOUND; 0.02 G/G CREM VAG CT  BG PLAS X 40 G + 7 APLIC; NO_ACR
540900601117410; VICTRIX; VICTRIX; NOT FOUND; 20 MG CAP GEL MICROG CT FR PLAS OPC X 14; NO_ACR
540900602156411; VICTRIX; VICTRIX; NOT FOUND; 40 MG PO LIOF INJ CT FR AMP VD AMB + DIL X 10 ML; NO_ACR
519513110022904; VECTIBIX; VECTIBIX; NOT FOUND; 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 20 ML; NO_ACR
519513110022804; VECTIBIX; VECTIBIX; NOT FOUND; 20 MG/ML SOL INJ P/ INFUS CT FA VD INC X 5 ML ; NO_ACR
541912100000404; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 5ML; NO_ACR
541912100000504; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 5 FA VD INC + SUS INJ CT BL 5 FA VD INC X 2.5ML; NO_ACR
541912100000604; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS E HEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ 10 FA VD INC + SUS INJ CT BL 10 FA VD INC X 2.5ML; NO_ACR
541912100001604; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 3 FA + 3 AMP VD INC DIL X 0.5 ML; NO_ACR
541912100001104; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 0.5 ML; NO_ACR
541912100001204; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 50 FA + 50 AMP DIL X 2.5 ML; NO_ACR
541912100001304; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 5.0 ML; NO_ACR
541912100001404; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 10 FA + 10 AMP DIL X 2.5 ML; NO_ACR
541912100001504; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; PO LIOF INJ CT 50 FA + 50 AMP DIL X 5.0 ML ; NO_ACR
541912100000904; VACINA CONTRA MENINGITE A E C; VACINA CONTRA MENINGITE A E C; NOT FOUND; PO LIOF INJ X 50 DOSES CX 50 FA VD INC + DIL X 25 ML&NBSP;01&NBSP;01; NO_ACR
541912100001004; VACINA CONTRA MENINGITE A E C; VACINA CONTRA MENINGITE A E C; NOT FOUND; PO LIOF INJ X 10 DOSES CX 10 FA VD AMB + DIL X 5.0 ML ; NO_ACR
502407001113412; VITERVIT; VITERVIT; NOT FOUND; COM REV CT BL AL PLAS INC X 30; NO_ACR
515201501112392; VENOCUR TRIPLEX; VENOCUR TRIPLEX; NOT FOUND; 100MG + 300 MG + 150 UC DRG CT BL AL PLAS INC X 20; NO_ACR
515201502119390; VENOCUR TRIPLEX; VENOCUR TRIPLEX; NOT FOUND; 100 MG + 300 MG + 150 UC DRG CT BL AL PLAS INC X 60; NO_ACR
510610401113319; VACINA ROTAVÍRUS HUMANO G1P1[8] (ATENUADA); VACINA ROTAVIRUS HUMANO G1P1 8 ATENUADA; NOT FOUND; PO LIOF ORAL CT FA MONODOSE VD INC COM ADAPTADOR + SER PREENCHIDA; NO_ACR
525502901151419; VACINA PNEUMOCÓCICA 23-VALENTE; VACINA PNEUMOCOCICA 23 VALENTE; NOT FOUND; SOL INJ (MONODOSE) CT 1 FA X 0.5 ML; NO_ACR
501301501157418; VELBAN; VELBAN; NOT FOUND; 10 MG PO LIOF INJ CT FA VD INC; NO_ACR
510610801154314; VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR, HEPATITE B R-DNA, POLIO INATIVADA (VACINA COMBINADA DTPA-HB-IVP); VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR HEPATITE B R DNA POLIO INATIVADA VACINA COMBINADA DTPA HB IVP; NOT FOUND; SUS INJ CT SER VD INC PREENCHIDA X 0.5 ML; NO_ACR
510612901156412; VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV); VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV; NOT FOUND; SUS INJ CT SER PREENCH VD INC X 0.5 ML; NO_ACR
510612902152410; VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV); VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV; NOT FOUND; SUS INJ CT 100 SER PREENCH VD INC X 0.5 ML; NO_ACR
510612903159419; VACINA COMBINADA CONTRA DIFTERIA, TÉTANO, PERTUSSIS ACELULAR E IPV (DTPA - IPV); VACINA COMBINADA CONTRA DIFTERIA TETANO PERTUSSIS ACELULAR E IPV DTPA IPV; NOT FOUND; SUS INJ CT 10 SER PREENCH VD INC X 0.5 ML; NO_ACR
510604001151316; VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR); VACINA ADSORVIDA DIFTERIA TETANO E PERTUSSIS ACELULAR; NOT FOUND; SUS INJ CT SER PREENCH VD INC X 0.5 ML PED; NO_ACR
510606301150311; VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR); VACINA ADSORVIDA DIFTERIA TETANO E PERTUSSIS ACELULAR; NOT FOUND; SUS INJ CT SER PREENCHIDA VD INC X 0.5 ML; NO_ACR
510610302158314; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR HAEMOPHILUS INFLUENZAE B CONJUGADA; NOT FOUND; PO LIOF INJ CT FA VD INC + SER VD INC DIL X 0.5 ML; NO_ACR
510604201159310; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), POLIOMIELITE 1,2,3 (INATIVADA) E HAEMOPHILUS INFLUENZA B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR POLIOMIELITE 1 2 3 INATIVADA E HAEMOPHILUS INFLUENZA B CONJUGADA; NOT FOUND; PO LIOF INJ CT FA VD INC + SER VD INC DIL X 0.5 ML + 2 AGU; NO_ACR
510604101154317; VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS(ACELULAR),HEPATITE B (RECOMBINANTE), POLIOMIELITE 1,2,3(INATIVADA) E HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA ADSORVIDA DIFTERIA TETANO PERTUSSIS ACELULAR HEPATITE B RECOMBINANTE POLIOMIELITE 1 2 3 INATIVADA E HAEMOPHILUS INFLUENZAE B CONJUGADA; NOT FOUND; PO LIOF INJ CT FA VD INC + SUS DIL SER VD INC X 0.5 ML; NO_ACR
525502801155412; VACINA DE VÍRUS VIVOS DE SARAMPO, CAXUMBA E RUBÉOLA; VACINA VIRUS VIVOS SARAMPO CAXUMBA E RUBEOLA; NOT FOUND; PO LIOF INJ CT FA VD INC DOSE UNICA + DILUENTE; NO_ACR
541913080002704; VACINA SARAMPO, CAXUMA, RUBÉOLA; VACINA SARAMPO CAXUMA RUBEOLA; VACINA SARAMPO, CAXUMBA, RUBEOLA; PO LIOF INJ CT 10 FA VD AMB X 10 DOSES + CT 10 AMP VD INC DIL X 5 ML; NO_ACR
541913080002804; VACINA SARAMPO, CAXUMA, RUBÉOLA; VACINA SARAMPO CAXUMA RUBEOLA; VACINA SARAMPO, CAXUMBA, RUBEOLA; PO LIOF INJ CT 20 FA VD AMB X 10 DOSES + 2 CT 10 AMP VD INC DIL X 5 ML; NO_ACR
541912100000704; VACINA FEBRE AMARELA (ATENUADA); VACINA FEBRE AMARELA ATENUADA; VACINA FEBRE AMARELA ATENUADA; PO LIOF INJ CT BL 10 FA VD INC + 10 AMP VD INC DIL X 2.5 ML; NO_ACR
541912100000804; VACINA FEBRE AMARELA (ATENUADA); VACINA FEBRE AMARELA ATENUADA; VACINA FEBRE AMARELA ATENUADA; PO LIOF INJ CT BL 10 FA VD INC + 10 FR VD INC DIL X 25 ML; NO_ACR
510603601153311; VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; VACINA HAEMOPHILUS INFLUENZAE B CONJUGADA; 30-50 MCG PRP-T PO LIOF INJ CT FA VD INC + FA DIL X 0.5 ML; NO_ACR
510610701151313; VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCÓCICA C (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCOCICA C CONJUGADA; NOT FOUND; PO LIOF INJ CT FA VD INC + SOL DIL SER PREENCHIDA VD INC X 0.5 ML; NO_ACR
510610702156319; VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCÓCICA C (CONJUGADA); VACINA HAEMOPHILUS INFLUENZAE B E MENINGOCOCICA C CONJUGADA; NOT FOUND; PO LIOF INJ CT 10 FA VD INC + SOL DIL 10 SER PREENCHIDA VD INC X 0.5 ML; NO_ACR
510603502155316; VACINA ADSORVIDA HEPATITE A (INATIVADA); VACINA ADSORVIDA HEPATITE A INATIVADA; NOT FOUND;  720 UEL/0.5 ML SUS INJ CT 1 SER VD INC X 0.5 ML; NO_ACR
510603501159318; VACINA ADSORVIDA HEPATITE A (INATIVADA); VACINA ADSORVIDA HEPATITE A INATIVADA; NOT FOUND; 1440 UEL/ML SUS INJ CT SER VD INC X 1 ML; NO_ACR
525502501151411; VACINA CONTRA HEPATITE A; VACINA CONTRA HEPATITE A; NOT FOUND; 25 U SUS INJ IM CT FA VD INC X 0.5 ML; NO_ACR
525502502158411; VACINA CONTRA HEPATITE A; VACINA CONTRA HEPATITE A; NOT FOUND; 50 U SUS INJ IM CT FA VD INC X 1.0 ML; NO_ACR
510608201153315; VACINA ADSORVIDA HEPATITE A E HEPATITE B (RECOMBINANTE); VACINA ADSORVIDA HEPATITE A E HEPATITE B RECOMBINANTE; NOT FOUND; 360 U.EL + 10 MCG SUS INJ PED CT SER VD INC X 0.5 ML; NO_ACR
510608202151316; VACINA ADSORVIDA HEPATITE A E HEPATITE B (RECOMBINANTE); VACINA ADSORVIDA HEPATITE A E HEPATITE B RECOMBINANTE; NOT FOUND; 720 UEL + 20 MCG SUS INJ ADU CT SER VD INC X 1 ML; NO_ACR
525502602152413; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 5 MCG/0.5 ML SUS INJ CT FA VD INC X 0.5 ML; NO_ACR
525502601156415; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 10 MCG / 1.0 ML SUS INJ CT FA VD INC X 1.0 ML; NO_ACR
510602503158310; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 10 MCG SUS INJ CT SER PRE ENC X 0.5 ML; NO_ACR
510602505150317; VACINA HEPATITE B (RECOMBINANTE); VACINA HEPATITE B RECOMBINANTE; VACINA HEPATITE B RECOMBINANTE; 20 MCG SUS INJ CT FA VD INC X 1 ML; NO_ACR
522703701153315; VACINA MENINGOCÓCICA DO GRUPO C; VACINA MENINGOCOCICA DO GRUPO C; NOT FOUND; 10 MCG SUS INJ CT C/ EST C/ 1 FA VD INC X 0.5 ML +; NO_ACR
522703702151316; VACINA MENINGOCÓCICA DO GRUPO C; VACINA MENINGOCOCICA DO GRUPO C; NOT FOUND; 10 MCG SUS INJ CT 1 EST 1 SER PREENCH X 0.5 ML + 1 AGU; NO_ACR
541912100000204; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 10 FA VD INC X 0.5 ML; NO_ACR
541912100000304; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 12 FA VD INC X 0.5 ML; NO_ACR
510611401151316; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 1 SER VD INC X 0.5 ML ; NO_ACR
510611402156311; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 10 FA VD INC X 0.5 ML; NO_ACR
510611403152311; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 10 SER VD INC X 0.5 ML; NO_ACR
510611404159318; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 100 FA VD INC X 0.5 ML; NO_ACR
510611405155316; VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA); VACINA PNEUMOCOCICA 10 VALENTE CONJUGADA; NOT FOUND; SUS INJ CT 1 FA VD INC X 0.5 ML; NO_ACR
522703901152312; VACINA PNEUMOCÓCICA CONJUGADA 7 - VALENTE; VACINA PNEUMOCOCICA CONJUGADA 7 VALENTE; NOT FOUND; SUS INJ CT EST FA VD INC X 0.5 ML + SER + 2 AGULHAS + 2 LENCOS; NO_ACR
510612501158418; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; VACINA POLIOMIELITE 1 2 E 3 INATIVADA; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; SOL INJ CT 1 FA VD INC X 0.5 ML; NO_ACR
510612504157412; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; VACINA POLIOMIELITE 1 2 E 3 INATIVADA; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; SOL INJ CT 10 FA VD INC X 0.5 ML; NO_ACR
510612502154416; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; VACINA POLIOMIELITE 1 2 E 3 INATIVADA; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; SOL INJ CT 1 FA VD INC MULTIDOSE X 2 DOSES X 1 ML; NO_ACR
510612503150414; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; VACINA POLIOMIELITE 1 2 E 3 INATIVADA; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; SOL INJ CT 10 FA VD INC MULTIDOSE X 2 DOSES X 1 ML; NO_ACR
