531613701110411; AGLUCOSE; AGLUCOSE; NOT FOUND; 100 MG COM CT 3 BL AL PVDC LEIT X 10; EMS
531608502113112; ALBENDAZOL; ALBENDAZOL; ALBENDAZOL; 200 MG COM MAST CT BL AL PLAS OPC X 2 ; EMS
507700803113111; ALBENDAZOL; ALBENDAZOL; ALBENDAZOL; 200 MG COM MAST CT BL AL PLAS LEIT X 2 ; EMS
507700801137110; ALBENDAZOL; ALBENDAZOL; ALBENDAZOL; 40 MG/ML SUS OR CT FR VD AMB X 10 ML ; EMS
531608501117114; ALBENDAZOL; ALBENDAZOL; ALBENDAZOL; 400 MG COM MAST CT BL AL PLAS OPC X 1 ; EMS
507700802117113; ALBENDAZOL; ALBENDAZOL; ALBENDAZOL; 400 MG COM MAST CT STR X 1; EMS
507731501119419; ALENDRONATO SÓDICO; ALENDRONATO SODICO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 2; EMS
507731502115115; ALENDRONATO SÓDICO; ALENDRONATO SODICO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 4; EMS
507739701117415; ALENDÓSSEO; ALENDOSSEO; NOT FOUND; 70 MG COM CT BL AL PLAS OPC X 4; EMS
507733001156117; ALGESTONA ACETONIDA + ENANTATO DE ESTRADIOL; ALGESTONA ACETONIDA ENANTATO ESTRADIOL; NOT FOUND; 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML ; EMS
531615501151110; ALGESTONA ACETONIDA + ENANTATO DE ESTRADIOL; ALGESTONA ACETONIDA ENANTATO ESTRADIOL; NOT FOUND; 150 MG/ML + 10 MG/ML SOL INJ IM CT AMP VD AMB X 1 ML ; EMS
531620206111411; ALFRON; ALFRON; NOT FOUND; 0.25 MG COM CT BL AL PVDC BCO LEIT X 20 ; EMS
507727801111113; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS INC X 20 ; EMS
531620207118418; ALFRON; ALFRON; NOT FOUND; 0.25 MG COM CT BL AL PVDC BCO LEIT X 30; EMS
507727804110118; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS INC X 30 ; EMS
531620203112415; ALFRON; ALFRON; NOT FOUND; 0.5 MG COM CT BL AL PVDC BCO LEIT X 20; EMS
507727802118111; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT BL AL PLAS INC X 20 ; EMS
531620208114416; ALFRON; ALFRON; NOT FOUND; 0.5 MG COM CT BL AL PVDC BCO LEIT X 30; EMS
507727805117116; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT BL AL PLAS INC X 30; EMS
531620205115411; ALFRON; ALFRON; NOT FOUND; 1 MG COM CT BL AL PVDC BCO LEIT X 20; EMS
507727803114111; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 1 MG COM CT BL AL PLAS INC X 20 ; EMS
531620204119413; ALFRON; ALFRON; NOT FOUND; 1 MG COM CT BL AL PVDC BCO LEIT X 30; EMS
507727806113114; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 1 MG COM CT BL AL PLAS INC X 30; EMS
531620201111411; ALFRON; ALFRON; NOT FOUND; 2 MG COM CT BL AL PVDC BCO LEIT X 20; EMS
507727807111115; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 2 MG COM CT BL AL PLAS INC X 20; EMS
531620202116417; ALFRON; ALFRON; NOT FOUND; 2 MG COM CT BL AL PVDC BCO LEIT X 30; EMS
507727808116110; ALPRAZOLAM; ALPRAZOLAM; ALPRAZOLAM; 2 MG COM CT BL AL PLAS INC X 30; EMS
531622001150411; ALPRODIL; ALPRODIL; NOT FOUND; 20 MCG/ML SOL INJ CT 2 AMP VD AMB X 1 ML  ; EMS
531608602118116; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG COM CT BL AL PLAS LEIT X 21; EMS
531608603114114; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; EMS
507735401119118; AMOXICILINA TRIIDRATADA; AMOXICILINA TRIIDRATADA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; EMS
531608601111118; AMOXICILINA; AMOXICILINA; AMOXICILINA; 875 MG COM REV CT BL AL AL X 14; EMS
507701702132410; AMOX; AMOX; NOT FOUND; EMS - SUSP PO 250MG/5ML FR 150ML; EMS
507701701111411; AMOX; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
507701806132115; AMOXICILINA; AMOXICILINA; AMOXICILINA; 50 MG/ML PO P/ SUS OR CT FR PLAS OPC X 150 ML + CP DOSAD; EMS
507701811111112; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG COM CT BL AL PLAS LEIT X 21; EMS
507701810113111; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG COM CT BL AL PLAS LEIT X 72 (EMB FRAC); EMS
507701804113113; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; EMS
507701805111114; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; EMS
507701808119116; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 72 (EMB FRAC) ; EMS
507701803133110; AMOXICILINA; AMOXICILINA; AMOXICILINA; 400MG SUSP FR 100ML; EMS
507701807112118; AMOXICILINA; AMOXICILINA; AMOXICILINA; 875 MG COM REV CT BL AL AL X 14; EMS
507701809115114; AMOXICILINA; AMOXICILINA; AMOXICILINA; 875 MG COM REV CT BL AL AL X 30 (EMB FRAC) ; EMS
507701601131117; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 25 MG/ML + 6.25 MG/ML PO SUS OR CT FR VD AMB X 75 ML + COL DOS; EMS
507701602138115; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 50 MG/ML + 12.5 MG/ML PO SUS OR CT FR VD AMB X 75 ML + COL DOS; EMS
507701603118118; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 12; EMS
507701604114116; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 18; EMS
507701605110114; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT BL AL/AL X 30 (EMB FRAC); EMS
507701606117112; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/ AL X 12; EMS
507701607113110; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/ AL X 14; EMS
507701608136114; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 80 MG/ML + 11.4 MG/ML PO P/ SUS OR CT FR PLAS OPC X 70 ML + SER DOSAD + CP MED; EMS
531620701112115; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/AL X 12; EMS
531620702119113; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/AL X 14; EMS
507701906137119; AMPICILINA; AMPICILINA; AMPICILINA; 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML; EMS
507701907133117; AMPICILINA; AMPICILINA; AMPICILINA; 50 MG/ML PO P/ SUS OR CT FR VD AMB X 150 ML; EMS
507701909111110; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG X 24 COMP; EMS
507701901119112; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT STR X 12; EMS
507701908113111; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT BL AL PLAS INC X 48 (EMB FRAC); EMS
507701902115110; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CT STR X 6; EMS
507703002111115; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30; EMS
507703007113116; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 60; EMS
507703009116112; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507703004114111; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 30; EMS
507703003118113; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 60; EMS
507703010114111; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507703006117118; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; EMS
507703008111117; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 60; EMS
507703011110118; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507702901112116; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30 ; EMS
507702903115112; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X  90 (EMB FRAC); EMS
507702902119114; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; EMS
507702904111110; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507743401114117; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 30; EMS
507743402110115; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 60; EMS
507743407112116; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 30; EMS
507743403117113; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 60; EMS
507743404113111; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 30; EMS
507743405111112; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL AL X 60; EMS
507743406116118; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL AL X 30; EMS
531617401111113; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 1; EMS
507703305114110; AZITROMICINA; AZITROMICINA; AZITROMICINA; 1000 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC); EMS
507703303138111; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 15 ML + FR PLAS DIL X 9 ML + SER PLAS; EMS
507703304134118; AZITROMICINA; AZITROMICINA; AZITROMICINA; 40 MG/ML PO P/ SUS OR CT FR PLAS OPC X 22.5 ML + FR PLAS DIL X 12 ML + SER PLAS; EMS
507703301119118; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 2 ; EMS
507703201114416; AZITROGRAN; AZITROGRAN; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEITOSO  X 3; EMS
507703302115116; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3; EMS
507703306110119; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS OPC X 30 (EMB FRAC); EMS
507734201116117; AZITROMICINA DIIDRATADA; AZITROMICINA DIIDRATADA; NOT FOUND; 1000 MG COM REV CT BL AL PLAS LEIT X 1; EMS
531600403116411; AZI; AZI; NOT FOUND; 1000 MG COM CT BL AL PLAS INC X 1; EMS
531600406131411; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 1500 MG; EMS
531600407138418; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 1500 MG + FLAC X 20 ML; EMS
531600402136417; AZI; AZI; NOT FOUND; 200 MG/ML SUS OR CT FR PLAS OPC X 900 MG; EMS
531600408134416; AZI; AZI; NOT FOUND; 200 MG/5 ML SUS OR CT FR PLAS OPC X 900 MG + FLAC X 12 ML; EMS
531600409130414; AZI; AZI; NOT FOUND; 600 MG PO SUS OR CT FR PLAS OPC X DIL; EMS
531600404112418; AZI; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
531600405119416; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 5; EMS
531600410112416; AZI; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; EMS
531605501116415; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 30; EMS
531605505111418; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS LARANJA X 30; EMS
531605503119411; ANLO; ANLO; NOT FOUND; 10 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); EMS
531605502112413; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 30; EMS
531605506118416; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS LARANJA X 30; EMS
531605504115411; ANLO; ANLO; NOT FOUND; 5 MG COM CT BL AL PLAS OPC X 70 (EMB FRAC); EMS
531600101111318; AGRYLIN; AGRYLIN; NOT FOUND; 0.5 MG CAP GEL DURA CT FR PLAS OPC X 100; EMS
531600301178416; AZELAST; AZELAST; NOT FOUND; 1 MG/ML SOL NAS CT FR VD AMB NEB X 10 ML; EMS
507702601135412; APEVITIN; APEVITIN; NOT FOUND; XPE CT FR VD AMB X 240 ML + DOSEADOR; EMS
531613801166419; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G  CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
531613802162417; ANAEROCID; ANAEROCID; NOT FOUND; 20 MG /G CREM VAG CT  BG AL X 40 G + 7 APLIC ; EMS
531613804114411; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT 2 BL AL PLAS INC X 8; EMS
531613803118411; ANAEROCID; ANAEROCID; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
507726903115411; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 60 MG + 120 MG COM REVE CT BL AL/AL X 10 (D); EMS
507726901112415; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 120 MG COM REV CT BL AL/AL X 10; EMS
507726902119413; ALLEXOFEDRIN; ALLEXOFEDRIN; NOT FOUND; 180 MG COM REV CT BL AL/AL X 10; EMS
531623801118411; AGLITIL; AGLITIL; NOT FOUND; 15 MG COM CT FR PLAS OPC X 15; EMS
531623802114411; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 15; EMS
531623803110418; AGLITIL; AGLITIL; NOT FOUND; 30 MG COM CT FR PLAS OPC X 30; EMS
531623804117416; AGLITIL; AGLITIL; NOT FOUND; 45 MG COM CT FR PLAS OPC X 15; EMS
507700501168411; ADEDERME; ADEDERME; NOT FOUND; 5000 UI + 900 UI + 150 MG POM DERM CT BG AL X 45 G; EMS
507700502164418; ADEDERME; ADEDERME; NOT FOUND; 5.000 UI + 900 UI + 150 G POM DERM CT TB AL X 45 G; EMS
507701001134417; ALKAGEL; ALKAGEL; NOT FOUND; SUSP FR X 240ML; EMS
531608001114116; ALEXA; ALEXA; NOT FOUND; 0.06 MG + 0.015 MG COM REV CT BL AL PVDC LEIT X 24 ; EMS
507726101061115; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; CR BISN X 30G; EMS
507726001065119; ACETO.TRIA+SULF NEO+GRAM+NIST; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; POM BISN X 30G; EMS
507700901115410; ALGIFLEX; ALGIFLEX; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 20; EMS
531622301138415; ARTOGLICO; ARTOGLICO; NOT FOUND; 1.5 G PO OR CT 30 SACHE X 3.95 G ; EMS
531612030066503; ANTIGLAU; ANTIGLAU; NOT FOUND; 0.04 MG/ML SOL OFT CT FR PLAS OPC GOT X 2.5 ML ; EMS
507727701168113; ACETONIDA DE TRIANCINOLONA; ACETONIDA TRIANCINOLONA; NOT FOUND; 1 MG/G POM BUCAL CT BG AL X 10 G ; EMS
507743101161111; ÁCIDO FUSÍDICO+VALERATO DE BETAMETASONA; ACIDO FUSIDICO VALERATO BETAMETASONA; NOT FOUND; 20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G; EMS
507700104118114; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP); EMS
507700102115118; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP); EMS
507700103111116; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 100 MG COM CT BL AL PLAS OPC X 30; EMS
507700105114112; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 300MG COM REV CT BL  AL PLAS OPC X 30; EMS
507700101119128; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; 500MG 20 BL X 10 COMP; EMS
507738901112117; ÁCIDO MEFENÂMICO; ACIDO MEFENAMICO; ACIDO MEFENAMICO; 500 MG COM CT BL AL PLAS OPC X 24; EMS
507743301111116; ÁCIDO TRANEXÂMICO; ACIDO TRANEXAMICO; ACIDO TRANEXAMICO; 250 MG COM CT BL AL PLAS OPC X 12; EMS
