507602501155210; REOPRO; REOPRO; NOT FOUND; 2 MG/ML SOL INJ CT FA VD INC X 5 ML; NO_ACR
507722201132410; RINIGRAN; RINIGRAN; NOT FOUND; 1.0 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML; NO_ACR
505207501117410; RICONAZOL; RICONAZOL; NOT FOUND; 150 MG CAP GEL DURA CT BL AL PLAS INC X 1; NO_ACR
531603503111414; ROHYDORM; ROHYDORM; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
531603504118412; ROHYDORM; ROHYDORM; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
521112301112218; RUPAFIN; RUPAFIN; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 10; NO_ACR
521112302119216; RUPAFIN; RUPAFIN; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 6; NO_ACR
510614060051902; RELVAR ELLIPTA; RELVAR ELLIPTA; NOT FOUND; 92 MCG + 22 MCG PO INAL OR CT STR X 14 DOSES + BAND ; NO_ACR
510614060052002; RELVAR ELLIPTA; RELVAR ELLIPTA; NOT FOUND; 92 MCG + 22 MCG PO INAL OR CT STR X 30 DOSES + BAND ; NO_ACR
510614060052102; RELVAR ELLIPTA; RELVAR ELLIPTA; NOT FOUND; 184 MCG + 22 MCG PO INAL OR CT STR X 14 DOSES + BAND  ; NO_ACR
510614060052202; RELVAR ELLIPTA; RELVAR ELLIPTA; NOT FOUND; 184 MCG + 22 MCG PO INAL OR CT STR X 30 DOSES + BAND  ; NO_ACR
507735902118114; RAMIPRIL + HIDROCLOROTIAZIDA; RAMIPRIL HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 25 MG COM CT BL AL/AL X 30; NO_ACR
507735901111116; RAMIPRIL + HIDROCLOROTIAZIDA; RAMIPRIL HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 25 MG COM CT BL AL/AL X 90 (EMB FRAC); NO_ACR
531619401119110; RAMIPRIL + HIDROCLOROTIAZIDA; RAMIPRIL HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 25 MG COM CT BL AL/AL X 30; NO_ACR
531621201113412; RAMIPRESS HCT; RAMIPRESS HCT; NOT FOUND; 5 MG + 25 MG COM CT BL AL/AL X 30; NO_ACR
541812070002404; ROVELAN HCT; ROVELAN HCT; NOT FOUND; 80 MG + 12.5 MG COM REV CT BL AL AL X 30; NO_ACR
541812070002504; ROVELAN HCT; ROVELAN HCT; NOT FOUND; 160 MG + 12.5 MG COM REV CT BL AL AL X 30; NO_ACR
541812070002604; ROVELAN HCT; ROVELAN HCT; NOT FOUND; 160 MG + 25 MG COM REV CT BL AL AL X 30; NO_ACR
541812070002704; ROVELAN HCT; ROVELAN HCT; NOT FOUND; 320 MG + 25 MG COM REV CT BL AL AL X 30; NO_ACR
502601901159412; RHOPHYLAC; RHOPHYLAC; NOT FOUND; 150 MCG/ML SOL INJ CT SER VD INC X 2.0 ML; NO_ACR
503600701111413; REDUSTATIN; REDUSTATIN; NOT FOUND; 20 MG COM CT BL AL PLAST INC X 30; NO_ACR
525501901113314; RENITEC; RENITEC; NOT FOUND; 10 MG COM CT BL AL/AL X 30; NO_ACR
525501902111315; RENITEC; RENITEC; NOT FOUND; 20 MG COM CT BL AL/AL X 10; NO_ACR
525501903116310; RENITEC; RENITEC; NOT FOUND; 20 MG COM CT BL AL/AL X 30; NO_ACR
525501904112319; RENITEC; RENITEC; NOT FOUND; 5 MG COM CT BL AL/AL X 30; NO_ACR
539600603171310; REGAINE; REGAINE; NOT FOUND; 20 MG/ML SOL TOP CT 1 FR PLAS OPC X 60 ML (REFIL); NO_ACR
539600601177311; REGAINE; REGAINE; NOT FOUND; 20 MG/ML SOL TOP CT 1 FR PLAS OPC X 60 ML + BOMBA SPRAY + EXTENSOR + CGT; NO_ACR
539600602173311; REGAINE; REGAINE; NOT FOUND; 50 MG/ML SOL TOP CT 1 FR PLAS OPC X 60 ML + BOMBA SPRAY + CGT; NO_ACR
527303305111311; REMERON; REMERON; NOT FOUND; 15 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
527312070008303; REMERON; REMERON; NOT FOUND; 15 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
527303306118318; REMERON; REMERON; NOT FOUND; 30 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
527312070008403; REMERON; REMERON; NOT FOUND; 30 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
527303307114316; REMERON; REMERON; NOT FOUND; 45 MG COM ORODISPERSIVEIS CT BL AL X 30; NO_ACR
525504001113411; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X 14  ; NO_ACR
525504002111410; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X6  ; NO_ACR
515114080011303; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
515107501139412; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/G PO PREP EXTEMP CT 50 SACH AL/PE X 5 G; NO_ACR
515112020010803; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/ML SUS OR CT FR PLAS X 15 ML + SER DOS; NO_ACR
515102201137413; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 20 ML; NO_ACR
515102202133411; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 30 ML; NO_ACR
507722002113416; REPOFLOR; REPOFLOR; NOT FOUND; 100 MG CAP GEL DURA CT FR PLAS OPC X 12; NO_ACR
507722001133413; REPOFLOR; REPOFLOR; NOT FOUND; 200 MG PO OR CT 4 ENV KRAFT POLIET X 1 G; NO_ACR
507722003111417; REPOFLOR; REPOFLOR; NOT FOUND; 200 MG CAP GEL DURA CT FR PLAS OPC X 6; NO_ACR
521120304117114; RAMIPRIL; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT STRIP AL/AL X 20 ; NO_ACR
521120303110116; RAMIPRIL; RAMIPRIL; RAMIPRIL; 2.5 MG COM CT STRIP AL/AL X 30; NO_ACR
521120302114118; RAMIPRIL; RAMIPRIL; RAMIPRIL; 5.0 MG COM CT STRIP AL/AL X 20  ; NO_ACR
521120301118111; RAMIPRIL; RAMIPRIL; RAMIPRIL; 5.0 MG COM CT STRIP AL/AL X 30; NO_ACR
507745301117110; REPAGLINIDA; REPAGLINIDA; REPAGLINIDA; 2 MG COM CT BL AL AL X 30; NO_ACR
505207401112417; RETINAR; RETINAR; NOT FOUND; 50.000 UI DRG CT BL AL PLAS INC X 20; NO_ACR
527304901117411; REBETOL; REBETOL; NOT FOUND; 200 MG CAP GEL DUR CT BL AL PLAS INC X 140; NO_ACR
541913070002104; RIBAVIRINA; RIBAVIRINA; RIBAVIRINA; 250 MG CAP GEL DURA CT 50 BL AL PLAS AMB X 10.; NO_ACR
507729901131112; RIFAMICINA; RIFAMICINA; RIFAMICINA; 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML; NO_ACR
507732701170416; RIFASAN; RIFASAN; NOT FOUND; 10 MG / ML SOL TOP CT FR VD AMB SPRAY X 20 ML; NO_ACR
517005101111411; RIFAMPICINA; RIFAMPICINA; RIFAMPICINA; CX. C/50 ENV. X 10 CAPSULAS 300 MG; NO_ACR
517005102134415; RIFAMPICINA; RIFAMPICINA; RIFAMPICINA; CX.C/50 FRASCOX50 ML 50 MG / ML; NO_ACR
510014120016806; RILUZOL; RILUZOL; RILUZOL; 50 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
541814120009606; RILUZOL; RILUZOL; RILUZOL; 50 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
531613050069203; RISEDROSS; RISEDROSS; NOT FOUND; 35 MG COM REV CT BL AL PLAS OPC X 12; NO_ACR
531619501113416; RISEDROSS; RISEDROSS; NOT FOUND; 35 MG COM REV CT BL AL PLAS OPC X 2; NO_ACR
507740302115110; RISEDRONATO SÓDICO; RISEDRONATO SODICO; RISEDRONATO SODICO; 35 MG COM REV CT BL AL PLAS OPC X 2; NO_ACR
507741602112417; RISONATO; RISONATO; NOT FOUND; 35 MG COM REV CT BL AL PLAS OPC X 2; NO_ACR
531619502111417; RISEDROSS; RISEDROSS; NOT FOUND; 35 MG COM REV CT BL AL PLAS OPC X 4; NO_ACR
521112040053906; RISEDRONATO SÓDICO; RISEDRONATO SODICO; RISEDRONATO SODICO; 35 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
507740301119112; RISEDRONATO SÓDICO; RISEDRONATO SODICO; RISEDRONATO SODICO; 35 MG COM REV CT BL AL PLAS OPC X 4; NO_ACR
507741601116419; RISONATO; RISONATO; NOT FOUND; 35 MG COM REV CT BL AL PLAS OPC X 4; NO_ACR
506904603114416; RISLEPTIC; RISLEPTIC; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 10 ; NO_ACR
506905401116114; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 10 ; NO_ACR
538013060011504; RISPERAC; RISPERAC; NOT FOUND; 1 MG COM REV CT BL AL PLAS TRANS X 10 ; NO_ACR
538013070012806; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
507501101119417; RIPEVIL; RIPEVIL; NOT FOUND; 1 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
506904604110414; RISLEPTIC; RISLEPTIC; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
506905402112112; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
521126001116110; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
538013060011604; RISPERAC; RISPERAC; NOT FOUND; 1 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
538013070012906; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
506904605117412; RISLEPTIC; RISLEPTIC; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506905403119110; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506904606113410; RISLEPTIC; RISLEPTIC; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506905404115119; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
538013060011704; RISPERAC; RISPERAC; NOT FOUND; 1 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013070013006; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013060011804; RISPERAC; RISPERAC; NOT FOUND; 1 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
538013070013106; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
507737201133113; RISPERIDONA; RISPERIDONA; RISPERIDONA; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + SER PLAS DOSAD ; NO_ACR
506904607111411; RISLEPTIC; RISLEPTIC; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 10  ; NO_ACR
506905405111117; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
538013060011904; RISPERAC; RISPERAC; NOT FOUND; 2 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
538013070013206; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS TRANS X 10  ; NO_ACR
507501102115415; RIPEVIL; RIPEVIL; NOT FOUND; 2 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
506904602118418; RISLEPTIC; RISLEPTIC; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
506905406118115; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
521126002112119; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
538013060012004; RISPERAC; RISPERAC; NOT FOUND; 2 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
538013070013306; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
506904608116417; RISLEPTIC; RISLEPTIC; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506905412118113; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506904609112415; RISLEPTIC; RISLEPTIC; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506905407114113; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
538013060012104; RISPERAC; RISPERAC; NOT FOUND; 2 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013070013406; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013060012204; RISPERAC; RISPERAC; NOT FOUND; 2 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
538013070013506; RISPERIDONA; RISPERIDONA; RISPERIDONA; 2 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
506904610110412; RISLEPTIC; RISLEPTIC; NOT FOUND; 3 MG COM REV CT BL AL PLAS INC X 10   ; NO_ACR
506905408110111; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 10 ; NO_ACR
538013060012304; RISPERAC; RISPERAC; NOT FOUND; 3 MG COM REV CT BL AL PLAS TRANS X 10 ; NO_ACR
538013070013606; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
507501103111413; RIPEVIL; RIPEVIL; NOT FOUND; 3 MG/COM REV CT BL AL PVC PVDC INC X 20; NO_ACR
506904611117410; RISLEPTIC; RISLEPTIC; NOT FOUND; 3 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
506905409117111; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
521126003119117; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
538013060012404; RISPERAC; RISPERAC; NOT FOUND; 3 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
538013070013706; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS TRANS X 20; NO_ACR
506904601111411; RISLEPTIC; RISLEPTIC; NOT FOUND; 3 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506905410115117; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
506904612113419; RISLEPTIC; RISLEPTIC; NOT FOUND; 3 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506905411111115; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
538013060012504; RISPERAC; RISPERAC; NOT FOUND; 3 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013070013806; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
538013060012604; RISPERAC; RISPERAC; NOT FOUND; 3 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
538013070013906; RISPERIDONA; RISPERIDONA; RISPERIDONA; 3 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
507745102114111; ROSUVASTATINA CÁLCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
531623901112415; RUSOVAS; RUSOVAS; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
521112030052306; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 10 MG COM REV CT BL AL AL X 30; NO_ACR
507745103110111; ROSUVASTATINA CÁLCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
507745901114414; ROSUVAST; ROSUVAST; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
531613100071003; RUSOVAS; RUSOVAS; NOT FOUND; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
531623902119413; RUSOVAS; RUSOVAS; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
521112030052406; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 20 MG COM REV CT BL AL AL X 30; NO_ACR
507745101118113; ROSUVASTATINA CÁLCICA; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
507745902110412; ROSUVAST; ROSUVAST; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
531613120072003; RUSOVAS; RUSOVAS; NOT FOUND; 5 MG COM REV CT BL AL AL X 10; NO_ACR
531613090070104; RUSOVAS; RUSOVAS; NOT FOUND; 5 MG COM REV CT BL AL AL X 30; NO_ACR
531613100070903; RUSOVAS; RUSOVAS; NOT FOUND; 5 MG COM REV CT BL AL AL X 60; NO_ACR
506914030028202; RAPAFLO; RAPAFLO; NOT FOUND; 4 MG CAP GEL DURA OR CT BL AL PLAS INC X 30; NO_ACR
506914030028302; RAPAFLO; RAPAFLO; NOT FOUND; 8 MG CAP GEL DURA OR CT BL AL PLAS INC X 30; NO_ACR
522703101113312; RAPAMUNE; RAPAMUNE; NOT FOUND; 1 MG DRG CT BL AL PLAS INC X 60 ; NO_ACR
522703102136316; RAPAMUNE; RAPAMUNE; NOT FOUND; 1 MG/ML SOL OR CX C/ CT FR VD AMB X 60 ML + 1 ADAPTADOR + 30 SER PLAS AMB + 1 EST; NO_ACR
522703105119412; RAPAMUNE; RAPAMUNE; NOT FOUND; 2 MG DRG CT BL AL PLAS INC X 30 ; NO_ACR
539600701163411; RETIN-A; RETIN A; NOT FOUND; 1 MG/G GEL CT BG AL X 20 G; NO_ACR
507722303113415; ROVELAN; ROVELAN; NOT FOUND; 160 MG COM REV CT BL AL/AL X 30; NO_ACR
507722304111416; ROVELAN; ROVELAN; NOT FOUND; 320 MG COM REV CT BL AL/AL X 30; NO_ACR
507722305116411; ROVELAN; ROVELAN; NOT FOUND; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
507722306112411; ROVELAN; ROVELAN; NOT FOUND; 80 MG COM REV CT BL AL/AL X 15; NO_ACR
