540914120013604; LYDIAN; LYDIAN; NOT FOUND; 2.0 MG + 0.035 MG COM REV CT BL AL PLAS INC X 21 ; NO_ACR
519702501118414; LQFEX MEFLOQUINA; LQFEX MEFLOQUINA; NOT FOUND; 250 MG CX. C/5O ENV. X 10 COMP; NO_ACR
524703501118411; LFM-MEFLOQUINA; LFM MEFLOQUINA; NOT FOUND; 250 MG COM REV 50 ENV PAPEL KRAFT POLIET X 10; NO_ACR
519702601112418; LQFEX METOCLOPRAMIDA; LQFEX METOCLOPRAMIDA; NOT FOUND; 10 MG COM CT ENV AL POLIET X 50; NO_ACR
519703201118417; LQFEX PROPRANOLOL; LQFEX PROPRANOLOL; NOT FOUND; 40 MG COM CX ENV KRAFT X 500 (EMB HOSP); NO_ACR
502403203137417; LOREMIX D; LOREMIX D; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR PLAS AMB X 30 ML + DOS; NO_ACR
502403202130419; LOREMIX D; LOREMIX D; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + DOSADOR; NO_ACR
502403204133415; LOREMIX D; LOREMIX D; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR PLAS AMB X 60 ML + DOS; NO_ACR
502403201118415; LOREMIX D; LOREMIX D; NOT FOUND; 5MG + 120 MG COM REV CT BL AL PLAS INC X 12; NO_ACR
524704701110410; LFM-RANITIDINA; LFM RANITIDINA; NOT FOUND; 150 MG COM CX ENV AL POLIET X 500; NO_ACR
519703701110415; LQFEX - CLORIDRATO DE TETRACICLINA; LQFEX CLORIDRATO TETRACICLINA; NOT FOUND; 250 MG CAP GEL DURA CX 50 ENV AL POLIET X 10; NO_ACR
505205301110416; LEVEGLUTAN; LEVEGLUTAN; NOT FOUND; FR 100 COMP; NO_ACR
524701901161413; LFM-CLOTRIMAZOL; LFM CLOTRIMAZOL; NOT FOUND; 1% CR DERM CX 50 BG AL X 20 G; NO_ACR
518001002117414; LIFALCLOZAPINA; LIFALCLOZAPINA; NOT FOUND; 100 MG COM CX BL AL PLAS INC X 500; NO_ACR
524702001111418; LFM-DAPSONA; LFM DAPSONA; NOT FOUND; 100 MG COMP CT 50 ENV KRAFT+ POLIET X 10; NO_ACR
502407301117413; LYMIUM; LYMIUM; NOT FOUND; CX C/ 30 COMPR REV; NO_ACR
519701301115413; LQFEX DICLOFENACO DE POTÁSSIO; LQFEX DICLOFENACO POTASSIO; NOT FOUND; 50 MG COM REV CX 50 ENV AL POLIET X 10; NO_ACR
519701101116416; LQFEX CLOROQUINA; LQFEX CLOROQUINA; NOT FOUND; 150 MG COM CX ENV KRAFT X 500; NO_ACR
519701401136412; LQFEX DIPIRONA; LQFEX DIPIRONA; NOT FOUND; 500 MG CX. C/50 ENV X 10 COMP EMB HOSP; NO_ACR
519701403139419; LQFEX DIPIRONA; LQFEX DIPIRONA; NOT FOUND; SOL ORAL 500 MG/ML CX. C/50 FRX 10 ML; NO_ACR
522100901134427; LOMDOR; LOMDOR; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
522100902130425; LOMDOR; LOMDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
519701402159416; LQFEX DIPIRONA; LQFEX DIPIRONA; NOT FOUND; 500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; NO_ACR
503100501172311; LOTEPROL; LOTEPROL; NOT FOUND; 5 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
519701601119414; LQFEX ETIONAMIDA; LQFEX ETIONAMIDA; NOT FOUND; 250 MG COM REV CX 50 ENV AL POLIET X 10; NO_ACR
540912120008714; LIPANON; LIPANON; NOT FOUND; 250 MG CAP GEL MICROG RETARD CT BL AL PLAST INC X 10 ; NO_ACR
540912120008814; LIPANON; LIPANON; NOT FOUND; 250 MG CAP GEL MICROG RETARD CT BL AL PLAS INC X 15; NO_ACR
540912120008914; LIPANON; LIPANON; NOT FOUND; 250 MG CAP GEL MICROG RETARD CT FR PLAST OPC X 30; NO_ACR
519601303167414; LAQFA - FLUORETO DE SÓDIO; LAQFA FLUORETO SODIO; NOT FOUND; 12.3 MG/ML GEL CX 12 PT PLAS X 250 ML; NO_ACR
519701701156419; LQFEX FUROSEMIDA; LQFEX FUROSEMIDA; NOT FOUND; 10MG/ML SOL INJ - CX. C/50 AMP DE 2 ML; NO_ACR
519701702111419; LQFEX FUROSEMIDA; LQFEX FUROSEMIDA; NOT FOUND; 40 MG COM CX CT 50 ENV AL PLAS X 10; NO_ACR
524702802114415; LFM-FUROSEMIDA; LFM FUROSEMIDA; NOT FOUND; 40 MG COM CX ENV KRAFT X 500; NO_ACR
519701801118411; LQFEX GLIBENCLAMIDA; LQFEX GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX ENV KRAF X 500 (EMB HOSP); NO_ACR
519701901155416; LQFEX GLICOSE; LQFEX GLICOSE; NOT FOUND; 25% SOL INJ CX 50 AMP VD INC X 10 ML; NO_ACR
519702001115416; LQFEX HIDROCLOROTIAZIDA; LQFEX HIDROCLOROTIAZIDA; NOT FOUND; 50 MG CX. C/50 ENV. X 10 COMP; NO_ACR
510604801131417; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 80.95 MG/ML SUS OR CX FR PLAS OPC X 120 ML; NO_ACR
510604802136412; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 80.95 MG/ML SUS OR CX FR PLAS OPC X 350 ML; NO_ACR
510604803132410; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 85.5 MG/ML SUS OR CX FR PLAS OPC X 120 ML; NO_ACR
510604804139419; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 85.5 MG/ML SUS OR CX FR PLAS OPC X 350 ML; NO_ACR
519601601117415; LAQFA-ISONIAZIDA; LAQFA ISONIAZIDA; NOT FOUND; 100 MG COM CX 50 ENV AL X 10; NO_ACR
524703101111418; LFM-ISONIAZIDA; LFM ISONIAZIDA; NOT FOUND; 100 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
519702301119417; LQFEX ISONIAZIDA + RIFAMPICINA; LQFEX ISONIAZIDA RIFAMPICINA; NOT FOUND; 100 MG + 150 MG CAP GEL DURA CX 50 ENV AL/POLIET X 10; NO_ACR
519703401117414; LQFEX - ISONIAZIDA + RIFAMPICINA; LQFEX ISONIAZIDA RIFAMPICINA; NOT FOUND; 200 MG + 300 MG CAP GEL DURA CX 50 ENV AL POLIET X 10; NO_ACR
510604401115317; LACIPIL; LACIPIL; NOT FOUND; 4 MG COM REV CT BL AL/AL X 14; NO_ACR
530400908135316; LACTULONA; LACTULONA; NOT FOUND; 667 MG /ML XPE CT 10 SACH X 15 ML (SABOR AMEIXA); NO_ACR
530400909131314; LACTULONA; LACTULONA; NOT FOUND; 667 MG / ML XPE CT 10 SACH X 15 ML (SABOR SALADA DE FRUTAS); NO_ACR
530400906132417; LACTULONA; LACTULONA; NOT FOUND; 667 MG/ML  XPE CT FR PLAST (PET) AMB X 120 ML (SABOR AMEIXA); NO_ACR
530400907139415; LACTULONA; LACTULONA; NOT FOUND; 667 MG/ML  XPE CT FR PLAST (PET) AMB X 120 ML (SABOR SALADA DE FRUTAS); NO_ACR
510604501111313; LAMICTAL; LAMICTAL; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
510604504119315; LAMICTAL; LAMICTAL; NOT FOUND; 100 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
518001102111418; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 100 MG COM CX 50 BL AL PLAS INC X 10; NO_ACR
510604505115313; LAMICTAL; LAMICTAL; NOT FOUND; 200 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
510604502116319; LAMICTAL; LAMICTAL; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
510604506111311; LAMICTAL; LAMICTAL; NOT FOUND; 25 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
510604508114318; LAMICTAL; LAMICTAL; NOT FOUND; 5 MG COM DISP BL AL PLAS INC X 30; NO_ACR
510604503112317; LAMICTAL; LAMICTAL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
510604507118311; LAMICTAL; LAMICTAL; NOT FOUND; 50 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
521112100056706; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
521113090058606; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
521113090058506; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS TRANS X 7; NO_ACR
505205401166413; LIDIAL; LIDIAL; NOT FOUND; 50 MG/G POM DERM CT BG PLAS OPC X 25 G; NO_ACR
521108703112117; LISINOPRIL; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PVC X 30; NO_ACR
506501001116119; LISINOPRIL; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
506501002112117; LISINOPRIL; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
521109002134112; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
502403001135111; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML + DOSAD ; NO_ACR
502403102136415; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 100 ML + DOSADOR; NO_ACR
502403103132413; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR PLAS AMB X 100 ML + COP; NO_ACR
502403104139411; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR PLAS AMB X 30 ML + COP; NO_ACR
540900401134419; LORALERG; LORALERG; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 60 ML; NO_ACR
540900402114411; LORALERG; LORALERG; NOT FOUND; 10 MG COM CT BL AL PLAST INC X 10; NO_ACR
521109001111119; LORATADINA; LORATADINA; LORATADINA; 10 MG COM REV CT BL AL PLAS AMB X 12; NO_ACR
502403101113411; LOREMIX; LOREMIX; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 12; NO_ACR
521121901135110; LORATADINA + SULFATO DE PSEUDOEFEDRINA; LORATADINA SULFATO PSEUDOEFEDRINA; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED; NO_ACR
522701603111417; LORAX; LORAX; NOT FOUND; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
522701604118415; LORAX; LORAX; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 30; NO_ACR
521109101116112; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 14 ; NO_ACR
521109102112110; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
521109103119119; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
530401001117314; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT BL AL PLAS INC X 15 ; NO_ACR
530401003111313; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL/AL X 15; NO_ACR
530401002113312; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL PLAS INC X 30 ; NO_ACR
530401004116319; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL/AL X 30; NO_ACR
530401006119315; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL /AL X 8; NO_ACR
530401007115313; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT BL AL PLAS INC X 8; NO_ACR
519702401113410; LQFEX MEBENDAZOL; LQFEX MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6; NO_ACR
540912030005114; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
540912030005214; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 20MG/ML SUSP OR CT FR VD AMB X 30 ML; NO_ACR
540912030005314; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 1 ; NO_ACR
519702701117411; LQFEX METRONIDAZOL; LQFEX METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 ENV KRAFT X 10; NO_ACR
519509102150416; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 300 MCG PO LIOF INJ CT 5 FA VD INC; NO_ACR
519509104153412; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 300 MCG PO LIOF INJ CT 1 FA VD INC; NO_ACR
519509101154418; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 400 MCG PO LIOF INJ CT 5 FA VD INC; NO_ACR
519509103157414; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 400 MCG PO LIOF INJ CT 1 FA VD INC; NO_ACR
518013020003504; LIFAL - NEVIRAPINA; LIFAL NEVIRAPINA; NOT FOUND; 200 MG COM CT FR PLAS OPC X 60; NO_ACR
519600901117412; LAQFA-POLIVITAMINICO; LAQFA POLIVITAMINICO; NOT FOUND; DRG CX 50 ENV AL X 10 (USO HOSP); NO_ACR
519601901110416; LAQFA PIRAZINAMIDA; LAQFA PIRAZINAMIDA; NOT FOUND; 500 MG COM CT ENV KRAFT POLIET X 500; NO_ACR
519703101113413; LQFEX PIRAZINAMIDA; LQFEX PIRAZINAMIDA; NOT FOUND; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
507612110017502; LIVALO; LIVALO; NOT FOUND; 2 MG COM REV CT BL AL AL X 15; NO_ACR
507612110017602; LIVALO; LIVALO; NOT FOUND; 2 MG COM REV CT BL AL AL X 30; NO_ACR
507612110017702; LIVALO; LIVALO; NOT FOUND; 4 MG COM REV CT BL AL AL X 15; NO_ACR
507612110017802; LIVALO; LIVALO; NOT FOUND; 4 MG COM REV CT BL AL AL X 30; NO_ACR
518000902130419; LIFAL -SULFAMETOXAZOL + TRIMETOPRIMA; LIFAL SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 40 MG/ML + 8 MG/ML SUS OR CX 50 FR VD AMB X 50 ML; NO_ACR
522101101166411; LOMICINA; LOMICINA; NOT FOUND; 5 MG/G POM DERM CT BG AL X 10 G; NO_ACR
519703601116411; LQFEX SULFATO DE QUININA; LQFEX SULFATO QUININA; NOT FOUND; 500MG COM CX 50 BL AL PVC X 10; NO_ACR
522101004136414; LOMFER; LOMFER; NOT FOUND; 10 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
518000701135413; LIFAL - SULFATO FERROSO; LIFAL SULFATO FERROSO; NOT FOUND; 25 MG/ML SOL OR CX 50 FR VD AMB X 30 ML; NO_ACR
522101002133418; LOMFER; LOMFER; NOT FOUND; 25 MG/ML SOL OR CX 50 FR VD AMB X 30 ML; NO_ACR
522101003131419; LOMFER; LOMFER; NOT FOUND; 25 MG/ML SOL OR CT FR VD AMB X 30 ML; NO_ACR
522101007119413; LOMFER; LOMFER; NOT FOUND; 60 MG DRG CX 250 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
522101006112415; LOMFER; LOMFER; NOT FOUND; 60 MG DRG CT BL AL PLAS INC X 50; NO_ACR
518001205115416; LIFALTACROLIMUS; LIFALTACROLIMUS; NOT FOUND; 1 MG CAP GEL DURA CT BL AL PLAS OPC X 100 COM SACHE DE SILICA EM EMBALAGEM DE ALUMINIO (FLOW PACK); NO_ACR
518001206111414; LIFALTACROLIMUS; LIFALTACROLIMUS; NOT FOUND; 1 MG CAP GEL DURA CT BL AL PLAS OPC X 50 COM SACHE DE SILICA EM EMBALAGEM DE ALUMINIO(FLOW PACK); NO_ACR
518001207118412; LIFALTACROLIMUS; LIFALTACROLIMUS; NOT FOUND; 5 MG CAP GEL DURA CT BL AL PLAS OPC X 50 ENV AL (EMB HOSP); NO_ACR
527302002115310; LIVIAL; LIVIAL; NOT FOUND; 2.5 MG COM CT BL AL PLAS INC X 28; NO_ACR
527302001119312; LIVIAL; LIVIAL; NOT FOUND; 2.5 MG COM CT BL AL PLAS INC X 84; NO_ACR
505613090039712; LANVIS; LANVIS; NOT FOUND; 40 MG COM CT FR VD AMB X 25; NO_ACR
519700202113414; LQFEX ÁCIDO ACETILSALICÍLICO; LQFEX ACIDO ACETILSALICILICO; NOT FOUND; 500 MG COM CX ENV KRAFT POLIET X 500; NO_ACR
519602401111411; LAQFA - VITAMINA C; LAQFA VITAMINA C; NOT FOUND; 500 MG COM CX 50 ENV AL X 10; NO_ACR
524700301118411; LFM-ÁCIDO ASCÓRBICO; LFM ACIDO ASCORBICO; NOT FOUND; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
