527314050013203, PEGINTRON, PEGINTRON, NOT FOUND, 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
527313080011814, PEGINTRON, PEGINTRON, NOT FOUND, 135 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
527313120012203, PEGINTRON, PEGINTRON, NOT FOUND, 135 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
537700303155315, PEGINTRON, PEGINTRON, NOT FOUND, 135 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
527313080011314, PEGINTRON, PEGINTRON, NOT FOUND, 148 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
537700304151313, PEGINTRON, PEGINTRON, NOT FOUND, 148 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
527313080011914, PEGINTRON, PEGINTRON, NOT FOUND, 162 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66, NO_ACR
527313120012303, PEGINTRON, PEGINTRON, NOT FOUND, 162 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
537700305158311, PEGINTRON, PEGINTRON, NOT FOUND, 162 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66, NO_ACR
527313080011414, PEGINTRON, PEGINTRON, NOT FOUND, 177.6 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
537700306154311, PEGINTRON, PEGINTRON, NOT FOUND, 177.6 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
527313080012014, PEGINTRON, PEGINTRON, NOT FOUND, 202.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
537700309153314, PEGINTRON, PEGINTRON, NOT FOUND, 202.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
527313080011514, PEGINTRON, PEGINTRON, NOT FOUND, 222 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
537700308157316, PEGINTRON, PEGINTRON, NOT FOUND, 222 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
527313010008903, PEGINTRON, PEGINTRON, NOT FOUND, 296 MCG PO LIOF INJ CT FA VD INC +  AMP DIL X 0.7 ML , NO_ACR
527313010009003, PEGINTRON, PEGINTRON, NOT FOUND, 296 MCG PO LIOF INJ CT 4 FA VD INC + 4 AMP DIL X 0.7 ML , NO_ACR
527313010009103, PEGINTRON, PEGINTRON, NOT FOUND, 296 MCG PO LIOF INJ CT 12 FA VD INC + 12 AMP DIL X 0.7 ML , NO_ACR
527313010009203, PEGINTRON, PEGINTRON, NOT FOUND, 444 MCG PO LIOF INJ CT FA VD INC + AMP DIL X 0.7 ML, NO_ACR
527313010009303, PEGINTRON, PEGINTRON, NOT FOUND, 444 MCG PO LIOF INJ CT 4 FA VD INC + 4 AMP DIL X 0.7 ML , NO_ACR
527313010009403, PEGINTRON, PEGINTRON, NOT FOUND, 444 MCG PO LIOF INJ CT 12 FA VD INC + 12 AMP DIL X 0.7 ML , NO_ACR
527313080011614, PEGINTRON, PEGINTRON, NOT FOUND, 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
537700307150318, PEGINTRON, PEGINTRON, NOT FOUND, 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
527313010008703, PEGINTRON, PEGINTRON, NOT FOUND, 888 MCG PO LIOF INJ CT 4 FA VD INC + 4 AMP DIL X 0.7 ML , NO_ACR
527313010008803, PEGINTRON, PEGINTRON, NOT FOUND, 888 MCG PO LIOF INJ CT 12 FA VD INC + 12 AMP DIL X 0.7 ML , NO_ACR
527313010009503, PEGINTRON, PEGINTRON, NOT FOUND, 888 MCG PO LIOF INJ CT  FA VD INC +  AMP DIL X 0.7 ML , NO_ACR
531602901156411, PREG-LESS, PREG LESS, NOT FOUND, 150 MG/ML+10 MG/ML SOL INJ CT AMP VD INC X 1 ML, NO_ACR
522101401119419, PÍLULAS DE-LUSSEN, PILULAS LUSSEN, NOT FOUND, DRG CT BL AL X 36, NO_ACR
521111801154418, PROSTAVASIN, PROSTAVASIN, NOT FOUND, 20 MCG PO LIOF CX 10 AMP VD INC, NO_ACR
507720405131416, POLIMOXIL, POLIMOXIL, NOT FOUND, 500 MG/5 ML SUS OR CT FR VD AMB X 150 ML, NO_ACR
507720401118415, POLIMOXIL, POLIMOXIL, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21, NO_ACR
507720303116418, POLICLAVUMOXIL, POLICLAVUMOXIL, NOT FOUND, 875 MG + 125 MG COM REV CT 2 BL AL/AL X 6, NO_ACR
507720304139411, POLICLAVUMOXIL, POLICLAVUMOXIL, NOT FOUND, BD SUSP400MG FR C70ML, NO_ACR
507720305135411, POLICLAVUMOXIL, POLICLAVUMOXIL, NOT FOUND, 250 MG/5 ML SUS OR CT FR VD AMB X 75 ML, NO_ACR
507720301113411, POLICLAVUMOXIL, POLICLAVUMOXIL, NOT FOUND, 500 MG + 125 MG COM REV CT 2 BL AL/AL X 6, NO_ACR
507720302111412, POLICLAVUMOXIL, POLICLAVUMOXIL, NOT FOUND, 500 MG + 125 MG COM REV CT 3 BL AL/AL X 6, NO_ACR
541312030005304, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 100 FA, NO_ACR
541312030005504, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 100 FA + 100 DIL, NO_ACR
541312030007404, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 50 FA + 50 DIL, NO_ACR
501805001158411, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 100 FA + 100 DIL, NO_ACR
501805002154418, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 50 FA + 50 DIL, NO_ACR
501805003150416, PENKARON, PENKARON, NOT FOUND, 400000 U INJ CX 100 FA, NO_ACR
507720701162411, PREDMICIN, PREDMICIN, NOT FOUND, 20.000 UI + 10 MG/G + 5 MG/G + 30 MG/G POM DERM CT BG AL X 15 G, NO_ACR
507720702169418, PREDMICIN, PREDMICIN, NOT FOUND, 10.000 UI + 10 MG + 5 MG + 30 MG/G POM DERM CT BG AL X 15 G, NO_ACR
522101601169411, POMADA IMESCARD, POMADA IMESCARD, NOT FOUND, POM RET CT BG AL X 25 G + APLIC, NO_ACR
527303101151410, PUREGON, PUREGON, NOT FOUND, 100 UI SOL INJ CT FA X 0.5 ML, NO_ACR
527303102156416, PUREGON, PUREGON, NOT FOUND, 150 UI SOL INJ CT FA X 0.5 ML, NO_ACR
527303107158417, PUREGON, PUREGON, NOT FOUND, 300 UI SOL INJ CT 1 CARPULE X 0.480ML + 6 AGULHAS P/ INJECAO, NO_ACR
527303105155410, PUREGON, PUREGON, NOT FOUND, 300 UI SOL INJ CT CARPULE X 0.525 ML + 7 AGULHAS P/INJECAO, NO_ACR
527303104159412, PUREGON, PUREGON, NOT FOUND, 50 UI SOL INJ CT FA X 0.5 ML, NO_ACR
527303108154415, PUREGON, PUREGON, NOT FOUND, 600 UI SOL INJ CT 1 CARPULE X 0.840ML + 6 AGULHAS P/ INJECAO , NO_ACR
527303106151419, PUREGON, PUREGON, NOT FOUND, 600 UI SOL INJ CT CARPULE X 0.885 ML + 7 AGULHAS P/INJECAO, NO_ACR
507745202119417, PLAQUEVIX, PLAQUEVIX, NOT FOUND, 75 MG COM REV CT BL AL AL X 28, NO_ACR
507745201112419, PLAQUEVIX, PLAQUEVIX, NOT FOUND, 75 MG COM REV CT BL AL AL X 14, NO_ACR
527302901152316, PAVULON, PAVULON, NOT FOUND, 2 MG/ML SOL INJ CX 25 AMP VIDRO INCOLOR X 2 ML, NO_ACR
508502801112419, PRIDECIL, PRIDECIL, NOT FOUND, 10 MG CAP GEL DURA  CT BL AL PLAS INC  X 20, NO_ACR
508502802135412, PRIDECIL, PRIDECIL, NOT FOUND, 4 MG/ML SOL OR GT CT FR PLAST OPC CGT X 10 ML, NO_ACR
507738201110111, PARACETAMOL + CAFEÍNA, PARACETAMOL CAFEINA, NOT FOUND, 500 MG + 65 MG COM REV CT BL AL PLAS LEIT X 20 , NO_ACR
508513060011102, PEYONA, PEYONA, NOT FOUND, 20 MG / ML SOL INJ OR  CT BAND PLAS 10 AMP VC TRANS X 1.0 ML, NO_ACR
528102407136413, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR FR PLAS INC X 450 ML (SABOR GUARANA), NO_ACR
528112050012603, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR CT FR PLAS OPC X 450 ML SABOR NATURAL, NO_ACR
528112050012703, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR CT FR PLAS OPC X 450 ML SABOR FRAMBOESA , NO_ACR
528112050012803, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR CT FR PLAS OPC X 450 ML SABOR GUARANA, NO_ACR
528112050012903, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR CT FR PLAS OPC X 450 ML  SABOR LARANJA, NO_ACR
528112050013003, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR CT FR PLAS OPC X 450 ML  SABOR UVA, NO_ACR
528112050013103, POLYDRAT, POLYDRAT, NOT FOUND, SOL OR FR PLAS OPC X 450 ML  SABOR COLA, NO_ACR
514800501138426, PULMOSOLVAN, PULMOSOLVAN, NOT FOUND, 3 MG/ML XPE.INF. CT FR VD AMB X 120 ML + CP MED, NO_ACR
514800502134424, PULMOSOLVAN, PULMOSOLVAN, NOT FOUND, 6 MG/ML XPE.ADU. CT FR VD AMB X 120 ML + CP MED, NO_ACR
532903401118414, PROPAN, PROPAN, NOT FOUND, DRG CT STR X 20, NO_ACR
532903402130418, PROPAN, PROPAN, NOT FOUND, ELX CT FR VD AMB X 100 ML, NO_ACR
531626801119412, PROFLOX, PROFLOX, NOT FOUND, 750 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
531626802115410, PROFLOX, PROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
531626803111419, PROFLOX, PROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS OPC X 14, NO_ACR
531626804118417, PROFLOX, PROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
531626805114415, PROFLOX, PROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14, NO_ACR
503600601117411, PERFENOL, PERFENOL, NOT FOUND, 400 MG + 4 MG + 4 MG CAP GEL DURA CT 2 BL AL PLAS INC X 10, NO_ACR
507602301113311, PROZAC, PROZAC, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 14, NO_ACR
507602302111310, PROZAC, PROZAC, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 28, NO_ACR
507602307111319, PROZAC, PROZAC, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
507602306115310, PROZAC, PROZAC, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PLAS INC X 7, NO_ACR
501302801154412, PROTO-ITECAN, PROTO ITECAN, NOT FOUND, 20MG/ML SOL INJ CT FR AMP VD AMB X 5ML , NO_ACR
505206802113416, PLAMIVON, PLAMIVON, NOT FOUND, 10 MG COM CT STR X 100 (EMB FRAC), NO_ACR
505206801117418, PLAMIVON, PLAMIVON, NOT FOUND, 10 MG COM CT STR X 12, NO_ACR
505206803136411, PLAMIVON, PLAMIVON, NOT FOUND, 4 MG/ML SOL OR GTS CT FR PLAS OPC GOT X 10 ML, NO_ACR
510609901116216, PAXIL CR, PAXIL CR, NOT FOUND, 12.5 MG COM REV LIB CONTROLADA CT BL AL PLAS OPC X 10  , NO_ACR
510609902112214, PAXIL CR, PAXIL CR, NOT FOUND, 12.5 MG COM LIB CONTROLADA CT BL AL PLAS OPC X 30, NO_ACR
522712070025504, PRAXETINA, PRAXETINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 10 , NO_ACR
522712070025604, PRAXETINA, PRAXETINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
531627901117411, PONDIX, PONDIX, NOT FOUND, 20 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
522712070025704, PRAXETINA, PRAXETINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
522712070025804, PRAXETINA, PRAXETINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
510609903119212, PAXIL CR, PAXIL CR, NOT FOUND, 25 MG COM REV LIB CONTROLADA CT BL AL PLAS OPC X 10  , NO_ACR
510609904115210, PAXIL CR, PAXIL CR, NOT FOUND, 25 MG COM LIB CONTROLADA CT BL AL PLAS OPC X 30, NO_ACR
507200701151411, PRILONEST, PRILONEST, NOT FOUND, 30 MG/ML + 0.03 UI/ML SOL INJ 50 CARPULES VD INC X 1.8 ML, NO_ACR
507721702154419, PROMECLOR, PROMECLOR, NOT FOUND, 5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML, NO_ACR
531603201115311, PROPRANOLOL, PROPRANOLOL, PROPRANOLOL, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
505207001114412, PROPACOR, PROPACOR, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
531603203118316, PROPRANOLOL, PROPRANOLOL, PROPRANOLOL, 40 MG COM CT BL AL PLAS INC X 30, NO_ACR
522101701112411, PROPRANOLOM, PROPRANOLOM, NOT FOUND, 40 MG COM CT 2 BL AL PVC X 20, NO_ACR
522101703115416, PROPRANOLOM, PROPRANOLOM, NOT FOUND, 40 MG COM CX 300 BL AL PVC X 20 (EMB HOSP), NO_ACR
505207002110410, PROPACOR, PROPACOR, NOT FOUND, 80 MG COM CT BL AL PLAS INC X 20, NO_ACR
531603204114314, PROPRANOLOL, PROPRANOLOL, PROPRANOLOL, 80 MG COM CT BL AL PLAS INC X 30, NO_ACR
531620501113118, PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA, PARACETAMOL CLORIDRATO PSEUDOEFEDRINA, NOT FOUND, 500 MG + 30 MG COM REV CT BL AL PLAS OPC X 24, NO_ACR
507737901119113, PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA, PARACETAMOL CLORIDRATO PSEUDOEFEDRINA, NOT FOUND, 500 MG + 30 MG COM REV CT BL AL PLAS OPC X 24, NO_ACR
507737801114411, PARALGEN SINUS, PARALGEN SINUS, NOT FOUND, 500 MG + 30 MG COM REV CT BL PLAS LEIT X 120 (EMB FRAC), NO_ACR
507737802110411, PARALGEN SINUS, PARALGEN SINUS, NOT FOUND, 500 MG + 30 MG COM REV CT BL PLAS LEIT X 24, NO_ACR
535601306117415, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 150 MG COMP REV CX 20, NO_ACR
535601305110417, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 150 MG COMP REV CX 30, NO_ACR
535601304114419, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 150 MG COMP REV CX 60, NO_ACR
535601303118410, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 300 MG COMP REV CX 20, NO_ACR
535601302111412, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 300 MG COMP REV CX 30, NO_ACR
535601301115414, PEP RANI 300 MG, PEP RANI 300, NOT FOUND, 300 MG COMP REV CX 60, NO_ACR
535400301177311, PROMIXIN, PROMIXIN, NOT FOUND, 1.000.000 UI PO INJ / INAL CX 30 FA VD INC, NO_ACR
535400302173311, PROMIXIN, PROMIXIN, NOT FOUND, 1.000.000 UI PO INJ / INAL CX 10 FA VD INC, NO_ACR
510613101153311, PROLIA, PROLIA, NOT FOUND, 60 MG SOL INJ CT SER PREENC VD INCL X 1ML, NO_ACR
515000701130318, PIELOGRAF TOMOGRAFICO, PIELOGRAF TOMOGRAFICO, NOT FOUND, 45.6 MG/ML SOL OR CT FR VD AMB X 250 ML, NO_ACR
515000601136314, PIELOGRAF GI, PIELOGRAF GI, NOT FOUND, 760 MG/ML SOL OR CT FR VD AMB X 120 ML, NO_ACR
540713080001803, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 100 ML, NO_ACR
515000401153411, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CT FA VD INC X 100 ML, NO_ACR
515000406155410, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 100 ML, NO_ACR
540713080001603, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 20 ML, NO_ACR
515000407151419, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 20 ML, NO_ACR
540713080001703, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 50 ML, NO_ACR
515000408158417, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CX 25 FA X 50 ML, NO_ACR
515000402151410, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CT FA VD INC X 20 ML, NO_ACR
515000404152414, PIELOGRAF, PIELOGRAF, NOT FOUND, 76 PCC SOL INJ CT FA VD INC X 50 ML, NO_ACR
531613050069304, PHASTER, PHASTER, NOT FOUND, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
531627601172415, PHASTER, PHASTER, NOT FOUND, 11.6 MG/G SOL AER DERM FILME PLAS CIL AL X 85 ML, NO_ACR
506912030023304, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.125 MG COM CT BL AL /AL X 10 , NO_ACR
506912030023604, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.125 MG COM CT BL AL /AL X 100 (EMB HOSP), NO_ACR
506912030023404, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.125 MG COM CT BL AL /AL X 15, NO_ACR
506912030023104, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.125 MG COM CT BL AL /AL X 30, NO_ACR
506912030023504, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.125 MG COM CT BL AL /AL X 60, NO_ACR
506912030023704, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.25 MG COM CT BL AL /AL X 10 , NO_ACR
506912030024104, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.25 MG COM CT BL AL /AL X 100 (EMB HOSP), NO_ACR
506912030023804, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.25 MG COM CT BL AL /AL X 15, NO_ACR
506912030023904, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.25 MG COM CT BL AL /AL X 30, NO_ACR
506912030024004, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 0.25 MG COM CT BL AL /AL X 60, NO_ACR
506912030024204, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 1 MG COM CT BL AL /AL X 10 , NO_ACR
506912030024504, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 1 MG COM CT BL AL /AL X 100 (EMB HOSP), NO_ACR
506912030024304, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 1 MG COM CT BL AL /AL X 15 , NO_ACR
506912030023204, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 1 MG COM CT BL AL /AL X 30, NO_ACR
506912030024404, PRAMIPEZAN, PRAMIPEZAN, NOT FOUND, 1 MG COM CT BL AL /AL X 60, NO_ACR
532903301131419, PERIDONA, PERIDONA, NOT FOUND, 1 MG/ML SUS OR CT FR VD AMB X 100 ML + MEDIDOR, NO_ACR
532903302111411, PERIDONA, PERIDONA, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
532903502135411, PYR-PAM, PYR PAM, NOT FOUND, 10 MG/ML SUS OR CT FR VD AMB X 40 ML, NO_ACR
505300301173413, POLVILHO ANTISSÉPTICO GRANADO FRESH, POLVILHO ANTISSEPTICO GRANADO FRESH, NOT FOUND, 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G, NO_ACR
505300302171414, POLVILHO ANTISSÉPTICO GRANADO, POLVILHO ANTISSEPTICO GRANADO, NOT FOUND, 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G, NO_ACR
505300304172418, POLVILHO ANTISSÉPTICO GRANADO SPORT, POLVILHO ANTISSEPTICO GRANADO SPORT, NOT FOUND, 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G, NO_ACR
505302901178315, POLVILHO ANTISSÉPTICO GRANADO PINK, POLVILHO ANTISSEPTICO GRANADO PINK, NOT FOUND, 3.0 G + 0.325 G + 17.602 G + 11.735 G PO TOP FR PLAS OPC 100 G, NO_ACR
505300303176411, POLVILHO ANTISSÉPTICO GRANADO, POLVILHO ANTISSEPTICO GRANADO, NOT FOUND, 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 200 G, NO_ACR
522702701117310, PREMARIN, PREMARIN, NOT FOUND, 0.3 MG DRG CT BL AL PLAS INC X 28, NO_ACR
522702702113319, PREMARIN, PREMARIN, NOT FOUND, CARTUCHO COM BLISTER COM 21 DRAGEAS MARRONS DE 0.625 MG, NO_ACR
522702703111311, PREMARIN, PREMARIN, NOT FOUND, 0.625 MG DRG CT BL AL PLAS INC X 28, NO_ACR
522702901116318, PREMELLE, PREMELLE, NOT FOUND, 0.625 MG + 2.5 MG DRG CT BL AL PLAS INC X 28, NO_ACR
522702707166410, PREMARIN, PREMARIN, NOT FOUND, 0.625 MG/G CREM VAG CT BG X 26 G + APLIC, NO_ACR
516301101173418, PENETRO, PENETRO, NOT FOUND, 33MG/ML+22MG/ML+ 22 MG/ML + 5.5MG/ML SOL INAL CT FR VD AMB X 45 ML, NO_ACR
531625501111418, PENVIR, PENVIR, NOT FOUND, 125 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
531625502118416, PENVIR, PENVIR, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14, NO_ACR
531612030066403, PENVIR, PENVIR, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 21, NO_ACR
525501701114317, PROPECIA, PROPECIA, NOT FOUND, 1 MG COM REV CT BL AL/AL X 14 , NO_ACR
525501702110315, PROPECIA, PROPECIA, NOT FOUND, 1 MG COM REV CT BL AL/AL X 30, NO_ACR
525501802115319, PROSCAR, PROSCAR, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
507301302110414, PRONAZOL, PRONAZOL, NOT FOUND, 150 MG CAP GEL DURA CT BL AL PLAS INC X 1, NO_ACR
507301303117412, PRONAZOL, PRONAZOL, NOT FOUND, 150 MG CAP GEL DURA CT BL AL PLAS INC X 2, NO_ACR
507301304113410, PRONAZOL, PRONAZOL, NOT FOUND, 150MG CAP GEL DURA CT BL AL PLAS INC X 4, NO_ACR
521111501118416, PREVAX, PREVAX, NOT FOUND, 15 MG COM CT BL AL PLAS INC X 10, NO_ACR
521111503153413, PREVAX, PREVAX, NOT FOUND, 50 MG PO LIOF INJ CT  FA + AMP DIL X 5 ML, NO_ACR
506913040026406, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 100 (EMB HOSP), NO_ACR
506905701111118, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 12, NO_ACR
506913040026506, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 120 (EMB HOSP), NO_ACR
506913040026606, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506913040026106, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 24, NO_ACR
506913040026706, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 240 (EMB HOSP), NO_ACR
506913040026206, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), NO_ACR
