267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267107; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL AMPOLA 5.00 ML; NO_ACR
267657; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 100 MG AMPOLA 5.00 ML; NO_ACR
267657; FENITOÍNA SÓDICA; FENITOINA SODICA; FENITOINA SODICA; 100 MG AMPOLA 5.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 1.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 1.00 ML; NO_ACR
267660; FENOBARBITAL SÓDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
