267187; DEXAMETASONA; DEXAMETASONA; DEXAMETASONA; 0.1%. SOLUCAO OFTALMICA AMPOLA 2.50 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267194; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 1.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 1.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267195; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG AMPOLA 2.00 ML; NO_ACR
267196; DIAZEPAM; DIAZEPAM; DIAZEPAM; 2 MG AMPOLA 2.00 ML; NO_ACR
267196; DIAZEPAM; DIAZEPAM; DIAZEPAM; 2 MG AMPOLA 2.00 ML; NO_ACR
267196; DIAZEPAM; DIAZEPAM; DIAZEPAM; 2 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 1.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 1.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 1.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267197; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267203; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR
267205; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) AMPOLA 2.00 ML; NO_ACR
267205; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) AMPOLA 2.00 ML; NO_ACR
267643; DEXAMETASONA; DEXAMETASONA; DEXAMETASONA; 0.1%. CREME AMPOLA 1.00 ML; NO_ACR
267644; DEXAMETASONA; DEXAMETASONA; DEXAMETASONA; 0.5 MG AMPOLA 2.50 ML; NO_ACR
267644; DEXAMETASONA; DEXAMETASONA; DEXAMETASONA; 0.5 MG AMPOLA 1.00 ML; NO_ACR
267647; DIGOXINA; DIGOXINA; DIGOXINA; 0.25 MG AMPOLA 2.00 ML; NO_ACR
268252; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
268252; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
268252; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
