267160; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 15%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267161; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267162; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 19.1%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267163; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267163; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267163; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267163; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267164; CLORETO DE POTÁSSIO; CLORETO POTASSIO; CLORETO POTASSIO; 6%. SOLUCAO ORAL AMPOLA 10.00 ML; NO_ACR
267522; CLOMIPRAMINA; CLOMIPRAMINA; CLOMIPRAMINA; 25 MG AMPOLA 2.00 ML; NO_ACR
267522; CLOMIPRAMINA; CLOMIPRAMINA; CLOMIPRAMINA; 25 MG AMPOLA 2.00 ML; NO_ACR
267574; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267574; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
267574; CLORETO DE SÓDIO; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
